Transaction_ID,Order_ID,Invoice_ID,Invoice_Line_ID,Transaction_Date,Posting_Date,Customer_ID,Product_ID,Sales_Rep_ID,Region_ID,Business_Unit,Quantity_Sold,Gross_Sales_Amount,Discount_Amount,Returns_Amount,Net_Sales_Amount
T0000541,O0000225,INV0000225,IL0000541,2024-09-07,2024-09-07,C00074,P0042,SR002,Northeast,Retail Packaging,4468.0,724.26,127.4,0.0,596.86
T0000542,O0000225,INV0000225,IL0000542,2024-09-07,2024-09-07,C00074,P0050,SR002,Northeast,Retail Packaging,4019.0,176.84,31.11,0.0,145.73
T0000543,O0000226,INV0000226,IL0000543,2024-09-08,2024-09-08,C00066,P0071,SR018,Northeast,Industrial,4342.0,605.27,87.04,0.0,518.24
T0000544,O0000226,INV0000226,IL0000544,2024-09-08,2024-09-08,C00066,P0066,SR018,Northeast,Retail Packaging,4507.0,553.01,79.52,0.0,473.49
T0000545,O0000227,INV0000227,IL0000545,2024-09-21,2024-09-21,C00053,P0006,SR005,Midwest,Retail Packaging,14360.0,1761.97,527.53,0.0,1234.44
T0000546,O0000227,INV0000227,IL0000546,2024-09-21,2024-09-21,C00053,P0059,SR005,Midwest,Industrial,10502.0,3419.45,1023.78,0.0,2395.67
T0000547,O0000228,INV0000228,IL0000547,2024-09-20,2024-09-20,C00060,P0073,SR012,West,Foodservice Packaging,3434.0,496.9,140.97,0.0,355.93
T0000548,O0000228,INV0000228,IL0000548,2024-09-20,2024-09-20,C00060,P0032,SR012,West,Private Label,4721.0,571.24,162.06,0.0,409.18
T0000549,O0000229,INV0000229,IL0000549,2024-09-07,2024-09-07,C00009,P0046,SR009,Midwest,Retail Packaging,25621.0,2664.58,813.76,0.0,1850.82
T0000550,O0000229,INV0000229,IL0000550,2024-09-07,2024-09-07,C00009,P0049,SR009,Midwest,Foodservice Packaging,30830.0,7491.69,2287.96,0.0,5203.73
T0000551,O0000230,INV0000230,IL0000551,2024-09-20,2024-09-20,C00054,P0006,SR006,Northeast,Retail Packaging,6320.0,775.46,108.72,0.0,666.74
T0000552,O0000230,INV0000230,IL0000552,2024-09-20,2024-09-20,C00054,P0027,SR006,Northeast,Industrial,7764.0,1258.54,176.45,0.0,1082.1
T0000553,O0000230,INV0000230,IL0000553,2024-09-20,2024-09-20,C00054,P0053,SR006,Northeast,Foodservice Packaging,7550.0,961.87,134.85,0.0,827.02
T0000554,O0000231,INV0000231,IL0000554,2024-09-24,2024-09-24,C00012,P0076,SR012,West,Private Label,25100.0,2610.4,653.64,0.0,1956.76
T0000555,O0000232,INV0000232,IL0000555,2024-09-06,2024-09-06,C00070,P0065,SR022,Northeast,Foodservice Packaging,1670.0,73.48,11.22,0.0,62.26
T0000556,O0000233,INV0000233,IL0000556,2024-09-23,2024-09-23,C00031,P0042,SR007,South,Retail Packaging,12216.0,1980.21,411.69,0.0,1568.53
T0000557,O0000233,INV0000233,IL0000557,2024-09-23,2024-09-23,C00031,P0002,SR007,South,Retail Packaging,14135.0,1710.34,355.58,0.0,1354.76
T0000558,O0000233,INV0000233,IL0000558,2024-09-23,2024-09-23,C00031,P0032,SR007,South,Private Label,6558.0,793.52,164.97,0.0,628.55
T0000559,O0000234,INV0000234,IL0000559,2024-09-09,2024-09-09,C00001,P0067,SR001,Midwest,Industrial,39868.0,5693.15,1844.58,0.0,3848.57
T0000560,O0000235,INV0000235,IL0000560,2024-09-04,2024-09-04,C00116,P0001,SR020,West,Foodservice Packaging,3350.0,348.4,92.22,0.0,256.18
T0000561,O0000235,INV0000235,IL0000561,2024-09-04,2024-09-04,C00116,P0034,SR020,West,Retail Packaging,2779.0,675.3,178.75,0.0,496.55
T0000562,O0000236,INV0000236,IL0000562,2024-09-24,2024-09-24,C00039,P0024,SR015,South,Private Label,7756.0,2223.65,525.89,0.0,1697.75
T0000563,O0000236,INV0000236,IL0000563,2024-09-24,2024-09-24,C00039,P0011,SR015,South,Industrial,8197.0,1142.66,270.24,0.0,872.42
T0000564,O0000236,INV0000236,IL0000564,2024-09-24,2024-09-24,C00039,P0032,SR015,South,Private Label,9597.0,1161.24,274.63,0.0,886.6
T0000565,O0000236,INV0000236,IL0000565,2024-09-24,2024-09-24,C00039,P0013,SR015,South,Foodservice Packaging,10717.0,1550.75,366.75,0.0,1184.0
T0000566,O0000237,INV0000237,IL0000566,2024-09-01,2024-09-01,C00001,P0043,SR001,Midwest,Industrial,38360.0,5550.69,1798.42,0.0,3752.27
T0000567,O0000237,INV0000237,IL0000567,2024-09-01,2024-09-01,C00001,P0067,SR001,Midwest,Industrial,37510.0,5356.43,1735.48,0.0,3620.95
T0000568,O0000238,INV0000238,IL0000568,2024-09-28,2024-09-28,C00011,P0076,SR011,South,Private Label,35392.0,3680.77,707.44,0.0,2973.32
T0000569,O0000239,INV0000239,IL0000569,2024-09-07,2024-09-07,C00072,P0064,SR024,West,Private Label,3957.0,961.55,230.29,0.0,731.26
T0000570,O0000239,INV0000239,IL0000570,2024-09-07,2024-09-07,C00072,P0073,SR024,West,Foodservice Packaging,3556.0,514.55,123.24,0.0,391.32
T0000571,O0000240,INV0000240,IL0000571,2024-09-17,2024-09-17,C00001,P0003,SR001,Midwest,Industrial,28308.0,3057.26,990.55,0.0,2066.71
T0000572,O0000240,INV0000240,IL0000572,2024-09-17,2024-09-17,C00001,P0006,SR001,Midwest,Retail Packaging,38908.0,4774.01,1546.78,0.0,3227.23
T0000573,O0000241,INV0000241,IL0000573,2024-09-27,2024-09-27,C00050,P0071,SR002,Northeast,Industrial,5233.0,729.48,119.63,0.0,609.85
T0000574,O0000242,INV0000242,IL0000574,2024-09-16,2024-09-16,C00025,P0021,SR001,Midwest,Foodservice Packaging,5799.0,711.54,202.93,0.0,508.61
T0000575,O0000242,INV0000242,IL0000575,2024-09-16,2024-09-16,C00025,P0043,SR001,Midwest,Industrial,8776.0,1269.89,362.17,0.0,907.72
T0000576,O0000242,INV0000242,IL0000576,2024-09-16,2024-09-16,C00025,P0008,SR001,Midwest,Private Label,12484.0,1590.46,453.6,0.0,1136.86
T0000577,O0000243,INV0000243,IL0000577,2024-09-04,2024-09-04,C00092,P0031,SR020,West,Industrial,1835.0,190.84,47.1,0.0,143.74
T0000578,O0000243,INV0000243,IL0000578,2024-09-04,2024-09-04,C00092,P0044,SR020,West,Private Label,4952.0,1612.37,397.93,0.0,1214.44
T0000579,O0000244,INV0000244,IL0000579,2024-09-24,2024-09-24,C00022,P0043,SR022,Northeast,Industrial,15820.0,2289.15,412.05,0.0,1877.11
T0000580,O0000244,INV0000244,IL0000580,2024-09-24,2024-09-24,C00022,P0055,SR022,Northeast,Industrial,5311.0,275.64,49.62,0.0,226.03
T0000581,O0000245,INV0000245,IL0000581,2024-09-22,2024-09-22,C00001,P0046,SR001,Midwest,Retail Packaging,18627.0,1937.21,627.66,21.28,1288.27
T0000582,O0000245,INV0000245,IL0000582,2024-09-22,2024-09-22,C00001,P0026,SR001,Midwest,Retail Packaging,34475.0,4805.81,1557.08,20.31,3228.42
T0000583,O0000245,INV0000245,IL0000583,2024-09-22,2024-09-22,C00001,P0059,SR001,Midwest,Industrial,30137.0,9812.61,3179.28,0.0,6633.32
T0000584,O0000246,INV0000246,IL0000584,2024-09-04,2024-09-04,C00007,P0055,SR007,South,Industrial,42691.0,2215.66,510.49,0.0,1705.17
T0000585,O0000246,INV0000246,IL0000585,2024-09-04,2024-09-04,C00007,P0023,SR007,South,Industrial,28935.0,3686.32,849.33,0.0,2836.99
T0000586,O0000246,INV0000246,IL0000586,2024-09-04,2024-09-04,C00007,P0058,SR007,South,Retail Packaging,39861.0,5767.89,1328.92,0.0,4438.97
T0000587,O0000246,INV0000246,IL0000587,2024-09-04,2024-09-04,C00007,P0054,SR007,South,Retail Packaging,20121.0,5768.69,1329.11,0.0,4439.58
T0000588,O0000247,INV0000247,IL0000588,2024-09-27,2024-09-27,C00056,P0077,SR008,West,Foodservice Packaging,2890.0,349.69,88.54,3.6,257.55
T0000589,O0000247,INV0000247,IL0000589,2024-09-27,2024-09-27,C00056,P0053,SR008,West,Foodservice Packaging,3221.0,410.36,103.9,0.0,306.45
T0000590,O0000247,INV0000247,IL0000590,2024-09-27,2024-09-27,C00056,P0028,SR008,West,Private Label,2540.0,367.54,93.06,0.0,274.48
T0000591,O0000247,INV0000247,IL0000591,2024-09-27,2024-09-27,C00056,P0051,SR008,West,Industrial,3611.0,443.07,112.19,0.0,330.88
T0000592,O0000248,INV0000248,IL0000592,2024-09-21,2024-09-21,C00044,P0031,SR020,West,Industrial,13197.0,1372.49,336.95,0.0,1035.54
T0000593,O0000248,INV0000248,IL0000593,2024-09-21,2024-09-21,C00044,P0050,SR020,West,Retail Packaging,12484.0,549.3,134.85,0.0,414.44
T0000594,O0000249,INV0000249,IL0000594,2024-09-13,2024-09-13,C00007,P0060,SR007,South,Private Label,27139.0,1601.2,368.92,0.0,1232.28
T0000595,O0000250,INV0000250,IL0000595,2024-09-15,2024-09-15,C00002,P0034,SR002,Northeast,Retail Packaging,17203.0,4180.33,612.0,0.0,3568.33
T0000596,O0000251,INV0000251,IL0000596,2024-09-12,2024-09-12,C00090,P0003,SR018,Northeast,Industrial,3905.0,421.74,57.95,0.0,363.79
T0000597,O0000252,INV0000252,IL0000597,2024-09-26,2024-09-26,C00001,P0071,SR001,Midwest,Industrial,21895.0,3052.16,988.9,0.0,2063.26
T0000598,O0000253,INV0000253,IL0000598,2024-09-07,2024-09-07,C00001,P0013,SR001,Midwest,Foodservice Packaging,17243.0,2495.06,808.4,0.0,1686.66
T0000599,O0000254,INV0000254,IL0000599,2024-09-10,2024-09-10,C00014,P0033,SR014,Northeast,Foodservice Packaging,43915.0,4742.82,683.91,0.0,4058.91
T0000600,O0000255,INV0000255,IL0000600,2024-09-01,2024-09-01,C00001,P0076,SR001,Midwest,Private Label,16305.0,1695.72,549.41,0.0,1146.31
T0000601,O0000255,INV0000255,IL0000601,2024-09-01,2024-09-01,C00001,P0052,SR001,Midwest,Private Label,19964.0,2850.86,923.68,0.0,1927.18
T0000602,O0000255,INV0000255,IL0000602,2024-09-01,2024-09-01,C00001,P0045,SR001,Midwest,Foodservice Packaging,26014.0,1534.83,497.28,0.0,1037.54
T0000603,O0000255,INV0000255,IL0000603,2024-09-01,2024-09-01,C00001,P0049,SR001,Midwest,Foodservice Packaging,41218.0,10015.97,3245.18,0.0,6770.8
T0000604,O0000256,INV0000256,IL0000604,2024-09-19,2024-09-19,C00004,P0077,SR004,West,Foodservice Packaging,30993.0,3750.15,917.29,0.0,2832.87
T0000605,O0000256,INV0000256,IL0000605,2024-09-19,2024-09-19,C00004,P0048,SR004,West,Private Label,18993.0,2051.24,501.73,0.0,1549.51
T0000606,O0000256,INV0000256,IL0000606,2024-09-19,2024-09-19,C00004,P0024,SR004,West,Private Label,33552.0,9619.36,2352.9,0.0,7266.46
T0000607,O0000257,INV0000257,IL0000607,2024-09-26,2024-09-26,C00001,P0071,SR001,Midwest,Industrial,34937.0,4870.22,1577.95,0.0,3292.27
T0000608,O0000257,INV0000257,IL0000608,2024-09-26,2024-09-26,C00001,P0068,SR001,Midwest,Private Label,14535.0,1851.76,599.97,0.0,1251.79
T0000609,O0000258,INV0000258,IL0000609,2024-09-05,2024-09-05,C00001,P0033,SR001,Midwest,Foodservice Packaging,36236.0,3913.49,1267.97,0.0,2645.52
T0000610,O0000258,INV0000258,IL0000610,2024-09-05,2024-09-05,C00001,P0020,SR001,Midwest,Private Label,19695.0,866.58,280.77,0.0,585.81
T0000611,O0000258,INV0000258,IL0000611,2024-09-05,2024-09-05,C00001,P0055,SR001,Midwest,Industrial,39751.0,2063.08,668.44,0.0,1394.64
T0000612,O0000259,INV0000259,IL0000612,2024-09-11,2024-09-11,C00002,P0020,SR002,Northeast,Private Label,42866.0,1886.1,276.13,0.0,1609.98
T0000613,O0000259,INV0000259,IL0000613,2024-09-11,2024-09-11,C00002,P0007,SR002,Northeast,Industrial,38483.0,5495.37,804.52,0.0,4690.85
T0000614,O0000259,INV0000259,IL0000614,2024-09-11,2024-09-11,C00002,P0073,SR002,Northeast,Foodservice Packaging,23222.0,3360.22,491.94,0.0,2868.29
T0000615,O0000260,INV0000260,IL0000615,2024-09-01,2024-09-01,C00050,P0069,SR002,Northeast,Foodservice Packaging,14084.0,4037.88,662.21,0.0,3375.67
T0000616,O0000260,INV0000260,IL0000616,2024-09-01,2024-09-01,C00050,P0013,SR002,Northeast,Foodservice Packaging,8613.0,1246.3,204.39,0.0,1041.91
T0000617,O0000260,INV0000260,IL0000617,2024-09-01,2024-09-01,C00050,P0074,SR002,Northeast,Retail Packaging,4801.0,1563.21,256.37,0.0,1306.84
T0000618,O0000260,INV0000260,IL0000618,2024-09-01,2024-09-01,C00050,P0051,SR002,Northeast,Industrial,14226.0,1745.53,286.27,0.0,1459.26
T0000619,O0000261,INV0000261,IL0000619,2024-10-05,2024-10-05,C00001,P0047,SR001,Midwest,Industrial,24824.0,3003.7,973.2,0.0,2030.5
T0000620,O0000261,INV0000261,IL0000620,2024-10-05,2024-10-05,C00001,P0009,SR001,Midwest,Foodservice Packaging,29411.0,8432.13,2732.01,0.0,5700.12
T0000621,O0000261,INV0000261,IL0000621,2024-10-05,2024-10-05,C00001,P0021,SR001,Midwest,Foodservice Packaging,25096.0,3079.28,997.69,0.0,2081.59
T0000622,O0000262,INV0000262,IL0000622,2024-10-27,2024-10-27,C00090,P0032,SR018,Northeast,Private Label,4326.0,523.45,71.92,0.0,451.52
T0000623,O0000262,INV0000262,IL0000623,2024-10-27,2024-10-27,C00090,P0016,SR018,Northeast,Private Label,3348.0,348.19,47.84,0.0,300.35
T0000624,O0000262,INV0000262,IL0000624,2024-10-27,2024-10-27,C00090,P0065,SR018,Northeast,Foodservice Packaging,1791.0,78.8,10.83,0.0,67.98
T0000625,O0000263,INV0000263,IL0000625,2024-10-20,2024-10-20,C00001,P0005,SR001,Midwest,Foodservice Packaging,17233.0,758.25,245.67,0.0,512.58
T0000626,O0000263,INV0000263,IL0000626,2024-10-20,2024-10-20,C00001,P0078,SR001,Midwest,Retail Packaging,32769.0,3539.05,1146.65,0.0,2392.4
T0000627,O0000264,INV0000264,IL0000627,2024-10-25,2024-10-25,C00015,P0066,SR015,South,Retail Packaging,38956.0,4779.9,904.84,0.0,3875.07
T0000628,O0000264,INV0000264,IL0000628,2024-10-25,2024-10-25,C00015,P0004,SR015,South,Private Label,36715.0,8921.74,1688.89,0.0,7232.86
T0000629,O0000264,INV0000264,IL0000629,2024-10-25,2024-10-25,C00015,P0038,SR015,South,Retail Packaging,18402.0,2344.41,443.8,0.0,1900.62
T0000630,O0000265,INV0000265,IL0000630,2024-10-06,2024-10-06,C00045,P0043,SR021,Midwest,Industrial,10978.0,1588.52,459.24,0.0,1129.28
T0000631,O0000265,INV0000265,IL0000631,2024-10-06,2024-10-06,C00045,P0009,SR021,Midwest,Foodservice Packaging,13304.0,3814.26,1102.7,0.0,2711.56
T0000632,O0000265,INV0000265,IL0000632,2024-10-06,2024-10-06,C00045,P0047,SR021,Midwest,Industrial,12781.0,1546.5,447.09,0.0,1099.41
T0000633,O0000266,INV0000266,IL0000633,2024-10-07,2024-10-07,C00097,P0047,SR001,Midwest,Industrial,2547.0,308.19,90.21,0.0,217.98
T0000634,O0000267,INV0000267,IL0000634,2024-10-10,2024-10-10,C00009,P0046,SR009,Midwest,Retail Packaging,20885.0,2172.04,663.34,0.0,1508.7
T0000635,O0000268,INV0000268,IL0000635,2024-10-01,2024-10-01,C00065,P0030,SR017,Midwest,Retail Packaging,2291.0,135.17,41.0,0.0,94.17
T0000636,O0000268,INV0000268,IL0000636,2024-10-01,2024-10-01,C00065,P0050,SR017,Midwest,Retail Packaging,4656.0,204.86,62.14,0.0,142.73
T0000637,O0000268,INV0000268,IL0000637,2024-10-01,2024-10-01,C00065,P0038,SR017,Midwest,Retail Packaging,3255.0,414.69,125.77,2.27,286.64
T0000638,O0000269,INV0000269,IL0000638,2024-10-02,2024-10-02,C00004,P0074,SR004,West,Retail Packaging,34871.0,11354.0,2777.19,0.0,8576.81
T0000639,O0000270,INV0000270,IL0000639,2024-10-05,2024-10-05,C00109,P0025,SR013,Midwest,Foodservice Packaging,2274.0,118.02,35.81,0.0,82.21
T0000640,O0000270,INV0000270,IL0000640,2024-10-05,2024-10-05,C00109,P0052,SR013,Midwest,Private Label,2040.0,291.31,88.38,0.0,202.93
T0000641,O0000271,INV0000271,IL0000641,2024-10-26,2024-10-26,C00021,P0036,SR021,Midwest,Private Label,6813.0,835.96,261.32,0.0,574.64
T0000642,O0000271,INV0000271,IL0000642,2024-10-26,2024-10-26,C00021,P0016,SR021,Midwest,Private Label,8431.0,876.82,274.1,0.0,602.73
T0000643,O0000271,INV0000271,IL0000643,2024-10-26,2024-10-26,C00021,P0049,SR021,Midwest,Foodservice Packaging,13239.0,3217.08,1005.66,0.0,2211.42
T0000644,O0000271,INV0000271,IL0000644,2024-10-26,2024-10-26,C00021,P0039,SR021,Midwest,Industrial,8915.0,2555.93,798.98,0.0,1756.95
T0000645,O0000272,INV0000272,IL0000645,2024-10-02,2024-10-02,C00037,P0026,SR013,Midwest,Retail Packaging,11947.0,1665.41,487.47,0.0,1177.95
T0000646,O0000272,INV0000272,IL0000646,2024-10-02,2024-10-02,C00037,P0002,SR013,Midwest,Retail Packaging,14676.0,1775.8,519.78,0.0,1256.02
T0000647,O0000273,INV0000273,IL0000647,2024-10-27,2024-10-27,C00020,P0049,SR020,West,Foodservice Packaging,7146.0,1736.48,459.65,0.0,1276.83
T0000648,O0000274,INV0000274,IL0000648,2024-10-09,2024-10-09,C00026,P0060,SR002,Northeast,Private Label,9715.0,573.18,67.64,0.0,505.55
T0000649,O0000274,INV0000274,IL0000649,2024-10-09,2024-10-09,C00026,P0043,SR002,Northeast,Industrial,12107.0,1751.88,206.72,0.0,1545.16
T0000650,O0000274,INV0000274,IL0000650,2024-10-09,2024-10-09,C00026,P0064,SR002,Northeast,Private Label,12917.0,3138.83,370.38,0.0,2768.45
T0000651,O0000274,INV0000274,IL0000651,2024-10-09,2024-10-09,C00026,P0026,SR002,Northeast,Retail Packaging,8653.0,1206.23,142.33,5.63,1058.26
T0000652,O0000275,INV0000275,IL0000652,2024-10-13,2024-10-13,C00002,P0014,SR002,Northeast,Retail Packaging,40261.0,13108.98,1919.15,0.0,11189.83
T0000653,O0000276,INV0000276,IL0000653,2024-10-09,2024-10-09,C00043,P0047,SR019,South,Industrial,7110.0,860.31,165.35,0.0,694.96
T0000654,O0000276,INV0000276,IL0000654,2024-10-09,2024-10-09,C00043,P0054,SR019,South,Retail Packaging,7487.0,2146.52,412.56,0.0,1733.96
T0000655,O0000276,INV0000276,IL0000655,2024-10-09,2024-10-09,C00043,P0005,SR019,South,Foodservice Packaging,11309.0,497.6,95.64,0.0,401.96
T0000656,O0000277,INV0000277,IL0000656,2024-10-19,2024-10-19,C00023,P0013,SR023,South,Foodservice Packaging,10272.0,1486.36,377.09,0.0,1109.27
T0000657,O0000278,INV0000278,IL0000657,2024-10-26,2024-10-26,C00001,P0064,SR001,Midwest,Private Label,18445.0,4482.14,1452.21,0.0,3029.92
T0000658,O0000278,INV0000278,IL0000658,2024-10-26,2024-10-26,C00001,P0027,SR001,Midwest,Industrial,31912.0,5172.94,1676.03,0.0,3496.9
T0000659,O0000279,INV0000279,IL0000659,2024-10-13,2024-10-13,C00095,P0035,SR023,South,Industrial,4384.0,192.9,36.67,0.0,156.23
T0000660,O0000280,INV0000280,IL0000660,2024-10-15,2024-10-15,C00036,P0066,SR012,West,Retail Packaging,7127.0,874.48,205.42,0.0,669.07
T0000661,O0000280,INV0000280,IL0000661,2024-10-15,2024-10-15,C00036,P0005,SR012,West,Foodservice Packaging,14073.0,619.21,145.45,0.0,473.76
T0000662,O0000280,INV0000280,IL0000662,2024-10-15,2024-10-15,C00036,P0045,SR012,West,Foodservice Packaging,12433.0,733.55,172.31,0.0,561.24
T0000663,O0000280,INV0000280,IL0000663,2024-10-15,2024-10-15,C00036,P0044,SR012,West,Private Label,11777.0,3834.59,900.75,0.0,2933.85
T0000664,O0000281,INV0000281,IL0000664,2024-10-11,2024-10-11,C00001,P0001,SR001,Midwest,Foodservice Packaging,21964.0,2284.26,740.1,0.0,1544.16
T0000665,O0000281,INV0000281,IL0000665,2024-10-11,2024-10-11,C00001,P0014,SR001,Midwest,Retail Packaging,18323.0,5965.97,1932.97,0.0,4032.99
T0000666,O0000282,INV0000282,IL0000666,2024-10-22,2024-10-22,C00001,P0079,SR001,Midwest,Industrial,33446.0,8127.38,2633.27,0.0,5494.11
T0000667,O0000282,INV0000282,IL0000667,2024-10-22,2024-10-22,C00001,P0025,SR001,Midwest,Foodservice Packaging,32097.0,1665.83,539.73,0.0,1126.1
T0000668,O0000282,INV0000282,IL0000668,2024-10-22,2024-10-22,C00001,P0062,SR001,Midwest,Retail Packaging,20599.0,2492.48,807.56,0.0,1684.92
T0000669,O0000282,INV0000282,IL0000669,2024-10-22,2024-10-22,C00001,P0036,SR001,Midwest,Private Label,28764.0,3529.34,1143.51,0.0,2385.84
T0000670,O0000283,INV0000283,IL0000670,2024-10-04,2024-10-04,C00034,P0055,SR010,Northeast,Industrial,12821.0,665.41,98.21,0.0,567.2
T0000671,O0000283,INV0000283,IL0000671,2024-10-04,2024-10-04,C00034,P0077,SR010,Northeast,Foodservice Packaging,5088.0,615.65,90.87,0.0,524.78
T0000672,O0000283,INV0000283,IL0000672,2024-10-04,2024-10-04,C00034,P0038,SR010,Northeast,Retail Packaging,12674.0,1614.67,238.32,0.0,1376.34
T0000673,O0000284,INV0000284,IL0000673,2024-10-01,2024-10-01,C00001,P0080,SR001,Midwest,Private Label,33116.0,1457.1,472.1,0.0,985.0
T0000674,O0000285,INV0000285,IL0000674,2024-10-03,2024-10-03,C00002,P0049,SR002,Northeast,Foodservice Packaging,28828.0,7005.2,1025.56,0.0,5979.64
T0000675,O0000285,INV0000285,IL0000675,2024-10-03,2024-10-03,C00002,P0016,SR002,Northeast,Private Label,29952.0,3115.01,456.04,0.0,2658.97
T0000676,O0000286,INV0000286,IL0000676,2024-10-16,2024-10-16,C00001,P0046,SR001,Midwest,Retail Packaging,33040.0,3436.16,1113.32,0.0,2322.84
T0000677,O0000287,INV0000287,IL0000677,2024-10-27,2024-10-27,C00025,P0068,SR001,Midwest,Private Label,4709.0,599.93,171.1,0.0,428.83
T0000678,O0000287,INV0000287,IL0000678,2024-10-27,2024-10-27,C00025,P0034,SR001,Midwest,Retail Packaging,5443.0,1322.65,377.22,0.0,945.43
T0000679,O0000287,INV0000287,IL0000679,2024-10-27,2024-10-27,C00025,P0073,SR001,Midwest,Foodservice Packaging,10527.0,1523.26,434.43,0.0,1088.82
T0000680,O0000288,INV0000288,IL0000680,2024-10-24,2024-10-24,C00001,P0049,SR001,Midwest,Foodservice Packaging,22455.0,5456.56,1767.93,0.0,3688.64
T0000681,O0000288,INV0000288,IL0000681,2024-10-24,2024-10-24,C00001,P0029,SR001,Midwest,Foodservice Packaging,36219.0,11792.91,3820.9,0.0,7972.0
T0000682,O0000288,INV0000288,IL0000682,2024-10-24,2024-10-24,C00001,P0020,SR001,Midwest,Private Label,32234.0,1418.3,459.53,0.0,958.77
T0000683,O0000289,INV0000289,IL0000683,2024-10-08,2024-10-08,C00029,P0016,SR005,Midwest,Private Label,8822.0,917.49,269.56,0.0,647.93
T0000684,O0000289,INV0000289,IL0000684,2024-10-08,2024-10-08,C00029,P0024,SR005,Midwest,Private Label,5610.0,1608.39,472.54,0.0,1135.84
T0000685,O0000290,INV0000290,IL0000685,2024-10-01,2024-10-01,C00001,P0036,SR001,Midwest,Private Label,20089.0,2464.92,798.63,0.0,1666.29
T0000686,O0000291,INV0000291,IL0000686,2024-10-27,2024-10-27,C00078,P0063,SR006,Northeast,Industrial,3068.0,331.34,44.2,0.0,287.14
T0000687,O0000291,INV0000291,IL0000687,2024-10-27,2024-10-27,C00078,P0073,SR006,Northeast,Foodservice Packaging,3814.0,551.89,73.62,0.0,478.26
T0000688,O0000291,INV0000291,IL0000688,2024-10-27,2024-10-27,C00078,P0044,SR006,Northeast,Private Label,3059.0,996.01,132.87,0.0,863.14
T0000689,O0000291,INV0000291,IL0000689,2024-10-27,2024-10-27,C00078,P0056,SR006,Northeast,Private Label,3158.0,440.23,58.73,0.0,381.5
T0000690,O0000292,INV0000292,IL0000690,2024-10-08,2024-10-08,C00001,P0064,SR001,Midwest,Private Label,15268.0,3710.12,1202.08,0.0,2508.04
T0000691,O0000292,INV0000292,IL0000691,2024-10-08,2024-10-08,C00001,P0007,SR001,Midwest,Industrial,16859.0,2407.47,780.02,0.0,1627.45
T0000692,O0000292,INV0000292,IL0000692,2024-10-08,2024-10-08,C00001,P0025,SR001,Midwest,Foodservice Packaging,22232.0,1153.84,373.84,0.0,780.0
T0000693,O0000292,INV0000292,IL0000693,2024-10-08,2024-10-08,C00001,P0008,SR001,Midwest,Private Label,16927.0,2156.5,698.71,0.0,1457.79
T0000694,O0000293,INV0000293,IL0000694,2024-10-02,2024-10-02,C00001,P0074,SR001,Midwest,Retail Packaging,33137.0,10789.41,3495.77,0.0,7293.64
T0000695,O0000293,INV0000293,IL0000695,2024-10-02,2024-10-02,C00001,P0025,SR001,Midwest,Foodservice Packaging,26290.0,1364.45,442.08,0.0,922.37
T0000696,O0000293,INV0000293,IL0000696,2024-10-02,2024-10-02,C00001,P0014,SR001,Midwest,Retail Packaging,22261.0,7248.18,2348.41,0.0,4899.77
T0000697,O0000293,INV0000293,IL0000697,2024-10-02,2024-10-02,C00001,P0047,SR001,Midwest,Industrial,35849.0,4337.73,1405.42,26.92,2905.39
T0000698,O0000294,INV0000294,IL0000698,2024-10-24,2024-10-24,C00001,P0011,SR001,Midwest,Industrial,24124.0,3362.89,1089.57,0.0,2273.31
T0000699,O0000294,INV0000294,IL0000699,2024-10-24,2024-10-24,C00001,P0003,SR001,Midwest,Industrial,30916.0,3338.93,1081.81,0.0,2257.12
T0000700,O0000294,INV0000294,IL0000700,2024-10-24,2024-10-24,C00001,P0050,SR001,Midwest,Retail Packaging,26517.0,1166.75,378.03,0.0,788.72
T0000701,O0000295,INV0000295,IL0000701,2024-10-03,2024-10-03,C00042,P0038,SR018,Northeast,Retail Packaging,7047.0,897.79,127.93,0.0,769.85
T0000702,O0000295,INV0000295,IL0000702,2024-10-03,2024-10-03,C00042,P0068,SR018,Northeast,Private Label,13242.0,1687.03,240.4,0.0,1446.63
T0000703,O0000295,INV0000295,IL0000703,2024-10-03,2024-10-03,C00042,P0011,SR018,Northeast,Industrial,4720.0,657.97,93.76,0.0,564.21
T0000704,O0000295,INV0000295,IL0000704,2024-10-03,2024-10-03,C00042,P0039,SR018,Northeast,Industrial,4752.0,1362.4,194.14,0.0,1168.26
T0000705,O0000296,INV0000296,IL0000705,2024-10-23,2024-10-23,C00091,P0050,SR019,South,Retail Packaging,3854.0,169.58,32.51,0.0,137.07
T0000706,O0000296,INV0000296,IL0000706,2024-10-23,2024-10-23,C00091,P0063,SR019,South,Industrial,1639.0,177.01,33.93,0.0,143.08
T0000707,O0000296,INV0000296,IL0000707,2024-10-23,2024-10-23,C00091,P0041,SR019,South,Foodservice Packaging,1464.0,204.08,39.12,0.0,164.96
T0000708,O0000296,INV0000296,IL0000708,2024-10-23,2024-10-23,C00091,P0043,SR019,South,Industrial,3528.0,510.5,97.86,0.0,412.64
T0000709,O0000297,INV0000297,IL0000709,2024-10-02,2024-10-02,C00061,P0071,SR013,Midwest,Industrial,4384.0,611.13,184.81,0.0,426.32
T0000710,O0000297,INV0000297,IL0000710,2024-10-02,2024-10-02,C00061,P0032,SR013,Midwest,Private Label,1776.0,214.9,64.98,0.0,149.91
