Order_ID,Customer_ID,Ship_Date,Freight_Cost
O0001398,C00007,2025-02-05,235.9
O0001399,C00041,2025-02-11,47.48
O0001400,C00106,2025-02-11,35.56
O0001401,C00001,2025-02-25,363.22
O0001402,C00024,2025-02-22,168.24
O0001403,C00001,2025-02-02,662.61
O0001404,C00001,2025-02-01,15.53
O0001405,C00039,2025-02-22,182.19
O0001406,C00005,2025-02-08,382.0
O0001407,C00024,2025-02-23,7.54
O0001408,C00033,2025-02-17,48.46
O0001409,C00016,2025-02-23,155.14
O0001410,C00001,2025-02-19,7.4
O0001411,C00001,2025-02-09,421.94
O0001412,C00028,2025-02-06,235.06
O0001413,C00120,2025-02-05,0.58
O0001414,C00089,2025-02-01,15.57
O0001415,C00101,2025-02-18,11.52
O0001416,C00020,2025-02-09,108.45
O0001417,C00073,2025-02-18,28.19
O0001418,C00020,2025-02-10,143.63
O0001419,C00001,2025-02-27,495.6
O0001420,C00002,2025-02-15,370.83
O0001421,C00002,2025-02-22,634.77
O0001422,C00002,2025-02-10,109.53
O0001423,C00002,2025-02-13,292.69
O0001424,C00038,2025-02-21,101.0
O0001425,C00114,2025-02-09,1.15
O0001426,C00009,2025-02-18,7.09
O0001427,C00024,2025-02-02,192.99
O0001428,C00025,2025-02-10,187.8
O0001429,C00009,2025-02-18,183.5
O0001430,C00008,2025-02-17,1012.96
O0001431,C00043,2025-02-04,3.44
O0001432,C00001,2025-02-25,116.37
O0001433,C00013,2025-02-13,574.18
O0001434,C00001,2025-02-07,507.3
O0001435,C00039,2025-02-21,57.18
O0001436,C00003,2025-02-16,744.93
O0001437,C00072,2025-02-16,23.12
O0001438,C00013,2025-02-04,247.78
O0001439,C00002,2025-02-23,453.86
O0001440,C00011,2025-02-12,305.69
O0001441,C00001,2025-02-25,5.23
O0001442,C00037,2025-02-24,124.92
O0001443,C00012,2025-02-01,125.29
O0001444,C00082,2025-02-07,43.18
O0001445,C00069,2025-02-24,30.43
O0001446,C00003,2025-02-28,245.43
O0001447,C00001,2025-02-12,408.78
O0001448,C00001,2025-02-17,193.91
O0001449,C00015,2025-02-04,307.79
O0001450,C00043,2025-02-17,3.01
O0001451,C00055,2025-02-03,11.95
O0001452,C00070,2025-02-06,1.93
O0001453,C00005,2025-02-04,90.3
O0001454,C00025,2025-02-09,10.03
O0001455,C00021,2025-02-12,61.68
O0001456,C00009,2025-02-25,535.94
O0001457,C00001,2025-02-19,109.19
O0001458,C00016,2025-02-05,99.84
O0001459,C00004,2025-02-13,477.24
O0001460,C00103,2025-02-06,52.3
O0001461,C00036,2025-02-24,128.75
O0001462,C00062,2025-02-19,51.75
O0001463,C00010,2025-02-22,417.5
O0001464,C00001,2025-02-21,571.42
O0001465,C00009,2025-02-26,109.93
O0001466,C00001,2025-02-28,2.93
O0001467,C00004,2025-02-24,420.39
O0001468,C00012,2025-02-15,153.67
O0001469,C00011,2025-02-23,232.21
O0001470,C00008,2025-02-18,144.0
O0001471,C00022,2025-02-25,10.01
O0001472,C00004,2025-02-16,294.83
O0001473,C00001,2025-02-09,145.99
O0001474,C00001,2025-02-20,359.04
O0001475,C00116,2025-02-13,31.16
O0001476,C00050,2025-02-17,52.01
O0001477,C00049,2025-02-24,76.57
O0001478,C00008,2025-02-14,354.06
O0001479,C00001,2025-02-27,298.68
O0001480,C00011,2025-02-14,219.22
O0001481,C00005,2025-02-06,103.95
O0001482,C00048,2025-02-26,88.72
O0001483,C00018,2025-02-02,103.91
O0001484,C00002,2025-02-20,507.44
O0001485,C00011,2025-02-19,251.65
O0001486,C00073,2025-02-07,20.29
O0001487,C00019,2025-02-02,187.63
O0001488,C00001,2025-02-06,4.15
O0001489,C00002,2025-02-20,23.66
O0001490,C00001,2025-02-13,352.31
O0001491,C00021,2025-02-01,113.26
O0001492,C00046,2025-02-13,115.52
O0001493,C00001,2025-02-03,427.91
O0001494,C00023,2025-02-03,95.54
O0001495,C00001,2025-02-25,201.44
O0001496,C00030,2025-02-12,23.7
O0001497,C00079,2025-02-16,20.77
O0001498,C00002,2025-02-02,149.27
O0001499,C00005,2025-02-17,255.51
O0001500,C00002,2025-02-04,369.54
O0001501,C00001,2025-02-21,147.32
O0001502,C00089,2025-02-03,65.23
O0001503,C00096,2025-02-09,23.83
O0001504,C00014,2025-02-07,93.91
O0001505,C00001,2025-02-15,259.66
O0001506,C00051,2025-02-17,68.79
O0001507,C00021,2025-02-11,36.96
O0001508,C00001,2025-02-19,32.21
O0001509,C00009,2025-02-27,265.82
O0001510,C00001,2025-02-06,29.33
O0001511,C00013,2025-02-07,353.17
O0001512,C00018,2025-02-28,2.66
O0001513,C00003,2025-02-03,258.04
O0001514,C00002,2025-02-27,532.78
O0001515,C00089,2025-02-10,53.38
O0001516,C00016,2025-02-12,1.46
O0001517,C00001,2025-02-22,39.27
O0001518,C00095,2025-02-04,17.15
O0001519,C00001,2025-02-27,124.9
O0001520,C00001,2025-02-11,362.69
O0001521,C00029,2025-02-16,7.77
O0001522,C00086,2025-02-15,51.66
O0001523,C00116,2025-02-15,21.01
O0001524,C00001,2025-02-13,325.81
O0001525,C00024,2025-02-18,166.02
O0001526,C00001,2025-02-08,490.14
O0001527,C00075,2025-02-15,7.11
O0001528,C00015,2025-02-19,147.67
O0001529,C00041,2025-02-21,102.66
O0001530,C00011,2025-02-08,773.43
O0001531,C00018,2025-02-22,49.43
O0001532,C00003,2025-02-07,139.42
O0001533,C00002,2025-02-05,299.35
O0001534,C00083,2025-02-10,83.5
O0001535,C00001,2025-02-03,200.07
O0001536,C00001,2025-02-04,748.33
O0001537,C00003,2025-02-10,173.25
O0001538,C00001,2025-02-06,649.35
O0001539,C00002,2025-02-08,32.12
O0001540,C00008,2025-02-08,140.35
O0001541,C00034,2025-02-12,50.09
O0001542,C00084,2025-02-18,9.89
O0001543,C00002,2025-02-28,288.32
O0001544,C00071,2025-02-11,57.83
O0001545,C00032,2025-02-10,167.02
O0001546,C00006,2025-02-17,456.69
O0001547,C00005,2025-02-20,162.5
O0001548,C00027,2025-02-25,281.72
O0001549,C00001,2025-02-18,369.52
O0001550,C00097,2025-02-20,17.75
O0001551,C00001,2025-02-11,94.6
O0001552,C00021,2025-02-19,180.5
O0001553,C00001,2025-02-20,115.57
O0001554,C00005,2025-02-28,30.47
O0001555,C00001,2025-02-07,8.14
O0001556,C00002,2025-02-12,7.77
O0001557,C00003,2025-02-22,287.89
O0001558,C00008,2025-02-14,59.77
O0001559,C00001,2025-02-25,229.36
O0001560,C00007,2025-02-20,540.51
O0001561,C00007,2025-03-03,333.47
O0001562,C00024,2025-03-19,196.17
O0001563,C00012,2025-03-18,253.88
O0001564,C00002,2025-03-06,663.56
O0001565,C00044,2025-03-26,95.74
O0001566,C00002,2025-03-04,434.15
O0001567,C00013,2025-03-10,12.79
O0001568,C00001,2025-03-14,516.03
O0001569,C00068,2025-03-12,30.49
O0001570,C00051,2025-03-16,86.79
O0001571,C00004,2025-03-01,360.39
O0001572,C00095,2025-03-26,53.22
O0001573,C00001,2025-03-28,272.0
O0001574,C00001,2025-03-11,662.72
O0001575,C00030,2025-03-27,63.39
O0001576,C00009,2025-03-25,18.96
O0001577,C00097,2025-03-01,47.31
O0001578,C00016,2025-03-04,42.18
O0001579,C00013,2025-03-09,31.59
O0001580,C00027,2025-03-22,88.54
O0001581,C00007,2025-03-16,292.12
O0001582,C00001,2025-03-28,178.26
O0001583,C00013,2025-03-03,429.26
O0001584,C00001,2025-03-19,656.04
O0001585,C00001,2025-03-08,274.81
O0001586,C00113,2025-03-14,40.32
O0001587,C00006,2025-03-19,343.11
O0001588,C00101,2025-03-24,22.05
O0001589,C00026,2025-03-28,59.65
O0001590,C00017,2025-03-13,242.22
O0001591,C00011,2025-03-08,213.45
O0001592,C00007,2025-03-10,459.68
O0001593,C00002,2025-03-14,147.99
O0001594,C00004,2025-03-08,213.65
O0001595,C00001,2025-03-19,150.14
O0001596,C00025,2025-03-18,41.67
O0001597,C00017,2025-03-26,64.72
O0001598,C00042,2025-03-26,9.61
O0001599,C00010,2025-03-19,91.52
O0001600,C00010,2025-03-17,260.89
O0001601,C00001,2025-03-26,31.14
O0001602,C00001,2025-03-27,387.28
O0001603,C00078,2025-03-21,33.2
O0001604,C00047,2025-03-11,171.88
O0001605,C00008,2025-03-23,464.99
O0001606,C00007,2025-03-26,286.24
O0001607,C00027,2025-03-04,113.86
O0001608,C00017,2025-03-20,117.2
O0001609,C00005,2025-03-23,445.15
O0001610,C00010,2025-03-25,102.87
O0001611,C00106,2025-03-14,7.9
O0001612,C00002,2025-03-18,7.0
O0001613,C00110,2025-03-22,46.52
O0001614,C00001,2025-03-27,56.62
O0001615,C00001,2025-03-13,10.13
O0001616,C00050,2025-03-24,94.78
O0001617,C00003,2025-03-09,303.58
O0001618,C00003,2025-03-11,167.02
O0001619,C00072,2025-03-19,5.58
O0001620,C00032,2025-03-19,80.92
O0001621,C00005,2025-03-04,248.59
O0001622,C00007,2025-03-27,256.48
O0001623,C00104,2025-03-19,45.52
O0001624,C00012,2025-03-04,236.41
O0001625,C00086,2025-03-19,3.37
O0001626,C00002,2025-03-04,532.66
O0001627,C00017,2025-03-12,92.97
O0001628,C00001,2025-03-23,470.58
O0001629,C00008,2025-03-03,486.31
O0001630,C00001,2025-03-19,1042.43
O0001631,C00061,2025-03-25,54.25
O0001632,C00003,2025-03-22,295.23
O0001633,C00088,2025-03-08,0.42
O0001634,C00001,2025-03-20,600.95
O0001635,C00015,2025-03-14,190.65
O0001636,C00018,2025-03-23,20.02
O0001637,C00082,2025-03-13,23.35
O0001638,C00016,2025-03-11,147.75
O0001639,C00002,2025-03-26,57.7
O0001640,C00003,2025-03-12,656.93
O0001641,C00022,2025-03-19,188.13
O0001642,C00009,2025-03-09,44.14
O0001643,C00030,2025-03-02,121.05
O0001644,C00030,2025-03-01,154.16
O0001645,C00001,2025-03-10,176.7
O0001646,C00007,2025-03-28,376.25
O0001647,C00031,2025-03-11,76.26
O0001648,C00001,2025-03-22,684.07
O0001649,C00094,2025-03-18,20.16
O0001650,C00111,2025-03-15,33.31
O0001651,C00005,2025-03-14,226.62
O0001652,C00098,2025-03-24,34.75
O0001653,C00002,2025-03-17,265.92
O0001654,C00024,2025-03-14,6.58
O0001655,C00027,2025-03-05,75.95
O0001656,C00040,2025-03-14,97.17
O0001657,C00104,2025-03-16,14.88
O0001658,C00049,2025-03-18,39.12
O0001659,C00067,2025-03-02,1.57
O0001660,C00031,2025-03-05,117.05
O0001661,C00001,2025-03-06,6.29
O0001662,C00002,2025-03-08,340.44
O0001663,C00014,2025-03-05,614.26
O0001664,C00030,2025-03-06,15.54
O0001665,C00039,2025-03-26,144.61
O0001666,C00013,2025-03-06,193.2
O0001667,C00018,2025-03-08,188.87
O0001668,C00001,2025-03-24,174.59
O0001669,C00013,2025-03-19,43.67
O0001670,C00004,2025-03-09,194.78
O0001671,C00004,2025-03-04,258.23
O0001672,C00023,2025-03-05,3.8
O0001673,C00031,2025-03-21,74.59
O0001674,C00066,2025-03-26,2.45
O0001675,C00015,2025-03-21,192.98
O0001676,C00001,2025-03-10,76.45
O0001677,C00001,2025-03-09,82.06
O0001678,C00077,2025-03-12,5.84
O0001679,C00011,2025-03-25,486.03
O0001680,C00005,2025-03-01,58.97
O0001681,C00002,2025-03-06,19.09
O0001682,C00026,2025-03-27,145.56
O0001683,C00003,2025-03-11,7.52
O0001684,C00017,2025-03-12,69.02
O0001685,C00021,2025-03-08,161.2
O0001686,C00003,2025-03-04,107.87
O0001687,C00012,2025-03-28,225.92
O0001688,C00082,2025-03-01,10.57
O0001689,C00014,2025-03-06,117.99
O0001690,C00002,2025-03-16,74.63
O0001691,C00022,2025-03-24,65.15
O0001692,C00002,2025-03-04,177.34
O0001693,C00013,2025-03-01,7.78
O0001694,C00001,2025-03-27,64.64
O0001695,C00019,2025-03-22,138.94
O0001696,C00010,2025-03-27,454.84
O0001697,C00017,2025-03-05,103.89
O0001698,C00020,2025-03-06,53.58
O0001699,C00100,2025-03-10,4.6
O0001700,C00001,2025-03-12,414.02
O0001701,C00001,2025-03-17,145.01
O0001702,C00003,2025-03-11,29.85
O0001703,C00038,2025-03-10,114.44
O0001704,C00004,2025-03-06,505.53
O0001705,C00001,2025-03-18,262.79
O0001706,C00016,2025-03-19,127.87
O0001707,C00008,2025-03-22,571.91
O0001708,C00001,2025-03-12,439.55
O0001709,C00067,2025-03-08,40.46
O0001710,C00042,2025-03-09,135.02
O0001711,C00046,2025-03-22,118.63
O0001712,C00001,2025-03-06,152.31
O0001713,C00009,2025-03-25,9.13
O0001714,C00013,2025-03-23,57.15
O0001715,C00035,2025-03-06,49.96
O0001716,C00003,2025-03-24,115.01
O0001717,C00001,2025-03-27,130.02
O0001718,C00005,2025-03-12,73.11
O0001719,C00027,2025-03-16,61.05
O0001720,C00001,2025-03-21,35.61
O0001721,C00005,2025-03-23,417.09
O0001722,C00040,2025-03-08,90.41
O0001723,C00038,2025-03-06,134.46
O0001724,C00027,2025-03-13,116.86
O0001725,C00006,2025-03-08,381.29
O0001726,C00003,2025-03-04,708.23
O0001727,C00109,2025-03-28,6.18
O0001728,C00001,2025-03-07,489.86
O0001729,C00036,2025-03-03,71.91
O0001730,C00096,2025-03-05,29.14
O0001731,C00091,2025-03-22,47.65
O0001732,C00001,2025-03-25,728.97
O0001733,C00058,2025-03-02,1.08
O0001734,C00030,2025-03-19,146.61
O0001735,C00001,2025-03-02,456.3
O0001736,C00027,2025-03-26,4.19
O0001737,C00001,2025-03-12,35.28
O0001738,C00001,2025-03-09,176.76
O0001739,C00013,2025-03-24,639.97
O0001740,C00024,2025-03-12,16.85
O0001741,C00014,2025-03-20,204.22
O0001742,C00089,2025-03-14,22.4
O0001743,C00001,2025-03-14,199.53
O0001744,C00001,2025-03-14,434.21
O0001745,C00041,2025-03-13,65.33
O0001746,C00006,2025-03-23,580.21
O0001747,C00085,2025-03-10,4.91
O0001748,C00001,2025-03-01,366.51
O0001749,C00013,2025-03-19,9.0
O0001750,C00001,2025-03-07,253.25
O0001751,C00089,2025-03-07,32.15
O0001752,C00001,2025-03-07,718.62
O0001753,C00025,2025-03-26,47.38
O0001754,C00001,2025-03-05,339.15
O0001755,C00006,2025-03-09,227.47
O0001756,C00086,2025-03-11,27.85
O0001757,C00090,2025-03-16,44.08
O0001758,C00014,2025-03-19,649.61
O0001759,C00022,2025-03-03,90.83
O0001760,C00040,2025-03-28,2.33
O0001761,C00001,2025-03-25,757.79
O0001762,C00076,2025-03-21,23.13
O0001763,C00003,2025-03-27,350.6
O0001764,C00001,2025-03-17,378.03
O0001765,C00001,2025-03-24,305.89
O0001766,C00002,2025-03-07,342.01
O0001767,C00002,2025-03-16,6.17
O0001768,C00011,2025-03-06,666.34
O0001769,C00036,2025-03-23,187.57
O0001770,C00001,2025-03-17,304.2
O0001771,C00002,2025-03-21,402.71
O0001772,C00005,2025-03-05,263.17
O0001773,C00002,2025-03-02,501.52
O0001774,C00028,2025-03-08,48.26
O0001775,C00001,2025-03-11,152.55
O0001776,C00040,2025-03-14,40.04
O0001777,C00033,2025-03-18,3.91
O0001778,C00001,2025-03-05,349.07
O0001779,C00008,2025-03-09,140.37
O0001780,C00116,2025-03-05,8.22
O0001781,C00035,2025-03-11,138.62
O0001782,C00003,2025-03-07,619.03
O0001783,C00020,2025-03-08,54.99
O0001784,C00002,2025-03-05,474.51
O0001785,C00003,2025-03-20,322.83
O0001786,C00009,2025-03-06,88.34
O0001787,C00038,2025-03-23,146.66
O0001788,C00001,2025-03-12,116.66
O0001789,C00020,2025-03-07,280.59
O0001790,C00014,2025-03-14,139.92
O0001791,C00002,2025-03-26,544.88
O0001792,C00080,2025-03-19,32.31
O0001793,C00001,2025-03-12,104.05
O0001794,C00030,2025-03-11,243.88
O0001795,C00014,2025-03-20,172.3
O0001796,C00016,2025-03-16,89.07
O0001797,C00057,2025-03-13,40.43
O0001798,C00062,2025-03-08,1.85
O0001799,C00049,2025-03-27,66.54
O0001800,C00001,2025-03-23,562.6
O0001801,C00082,2025-03-01,19.41
O0001802,C00041,2025-03-08,55.15
O0001803,C00042,2025-03-27,124.52
O0001804,C00001,2025-03-06,467.93
O0001805,C00002,2025-03-09,455.13
O0001806,C00029,2025-03-05,69.12
O0001807,C00041,2025-03-20,128.54
O0001808,C00043,2025-03-09,45.39
O0001809,C00001,2025-03-17,312.85
O0001810,C00001,2025-03-05,503.49
O0001811,C00001,2025-03-11,549.97
O0001812,C00053,2025-03-06,34.57
O0001813,C00003,2025-03-23,148.91
O0001814,C00001,2025-03-04,538.08
O0001815,C00001,2025-03-17,36.14
O0001816,C00001,2025-03-26,345.38
O0001817,C00019,2025-03-10,3.98
O0001818,C00024,2025-03-11,268.34
O0001819,C00001,2025-03-23,299.21
O0001820,C00002,2025-03-14,254.9
O0001821,C00050,2025-04-13,90.78
O0001822,C00001,2025-04-05,60.32
O0001823,C00060,2025-04-05,22.39
O0001824,C00001,2025-04-05,785.09
O0001825,C00005,2025-04-07,507.83
O0001826,C00002,2025-04-07,3.72
O0001827,C00006,2025-04-15,116.33
O0001828,C00069,2025-04-14,1.56
O0001829,C00001,2025-04-07,199.76
O0001830,C00010,2025-04-17,342.68
O0001831,C00053,2025-04-28,112.03
O0001832,C00016,2025-04-16,272.86
O0001833,C00007,2025-04-23,218.69
O0001834,C00001,2025-04-02,73.56
O0001835,C00024,2025-04-25,142.43
O0001836,C00064,2025-04-08,37.59
O0001837,C00011,2025-04-04,184.57
O0001838,C00003,2025-04-27,75.06
O0001839,C00038,2025-04-20,63.8
O0001840,C00001,2025-04-11,98.96
O0001841,C00049,2025-04-15,7.29
O0001842,C00001,2025-04-28,369.82
O0001843,C00019,2025-04-03,9.95
O0001844,C00019,2025-04-22,120.18
O0001845,C00001,2025-04-25,339.38
O0001846,C00088,2025-04-21,31.64
O0001847,C00030,2025-04-19,89.72
O0001848,C00042,2025-04-23,136.53
O0001849,C00001,2025-04-13,165.92
O0001850,C00001,2025-04-08,368.35
O0001851,C00026,2025-04-15,73.99
O0001852,C00086,2025-04-24,67.06
O0001853,C00001,2025-04-03,426.14
O0001854,C00056,2025-04-02,12.59
O0001855,C00003,2025-04-17,398.37
O0001856,C00117,2025-04-07,8.19
O0001857,C00091,2025-04-16,37.75
O0001858,C00019,2025-04-14,131.1
O0001859,C00002,2025-04-24,6.23
O0001860,C00001,2025-04-19,37.72
O0001861,C00001,2025-04-19,280.21
O0001862,C00001,2025-04-10,682.21
O0001863,C00002,2025-04-09,100.74
O0001864,C00032,2025-04-07,9.01
O0001865,C00053,2025-04-23,183.38
O0001866,C00002,2025-04-22,196.54
O0001867,C00061,2025-04-20,19.72
O0001868,C00001,2025-04-19,590.02
O0001869,C00013,2025-04-14,408.5
O0001870,C00047,2025-04-05,12.79
O0001871,C00001,2025-04-23,215.0
O0001872,C00086,2025-04-22,17.61
O0001873,C00001,2025-04-07,320.35
O0001874,C00019,2025-04-08,49.32
O0001875,C00006,2025-04-01,39.06
O0001876,C00001,2025-04-15,234.27
O0001877,C00001,2025-04-27,229.49
O0001878,C00001,2025-04-18,385.25
O0001879,C00064,2025-04-17,1.27
O0001880,C00001,2025-04-15,104.37
O0001881,C00073,2025-04-08,61.69
O0001882,C00001,2025-04-18,268.19
O0001883,C00001,2025-04-05,139.66
O0001884,C00037,2025-04-24,136.92
O0001885,C00005,2025-04-22,254.15
O0001886,C00001,2025-04-19,124.19
O0001887,C00001,2025-04-20,243.85
O0001888,C00076,2025-04-24,75.86
O0001889,C00038,2025-04-22,96.39
O0001890,C00002,2025-04-03,216.96
O0001891,C00001,2025-04-04,234.79
O0001892,C00044,2025-04-24,166.49
O0001893,C00002,2025-04-24,824.42
O0001894,C00001,2025-04-25,253.33
O0001895,C00001,2025-04-10,704.98
O0001896,C00016,2025-04-13,87.43
O0001897,C00002,2025-04-09,38.5
O0001898,C00011,2025-04-01,9.5
O0001899,C00065,2025-04-14,25.86
O0001900,C00104,2025-04-19,1.87
O0001901,C00112,2025-04-24,1.08
O0001902,C00001,2025-04-27,673.38
O0001903,C00105,2025-04-12,15.62
O0001904,C00029,2025-04-13,94.13
O0001905,C00001,2025-04-16,346.53
O0001906,C00019,2025-04-16,22.53
O0001907,C00001,2025-04-21,133.54
O0001908,C00001,2025-04-01,404.03
O0001909,C00002,2025-04-24,249.53
O0001910,C00120,2025-04-27,37.36
O0001911,C00006,2025-04-16,216.65
O0001912,C00054,2025-04-01,64.7
O0001913,C00023,2025-04-10,75.14
O0001914,C00009,2025-04-07,214.5
O0001915,C00004,2025-04-22,493.66
O0001916,C00011,2025-04-19,379.18
O0001917,C00092,2025-04-10,79.19
O0001918,C00018,2025-04-06,106.76
O0001919,C00007,2025-04-25,207.9
O0001920,C00001,2025-04-16,4.62
O0001921,C00001,2025-04-18,431.29
O0001922,C00103,2025-04-10,26.82
O0001923,C00002,2025-04-23,863.54
O0001924,C00050,2025-04-19,51.14
O0001925,C00004,2025-04-06,169.08
O0001926,C00080,2025-04-27,16.43
O0001927,C00016,2025-04-04,72.89
O0001928,C00003,2025-04-12,530.8
O0001929,C00002,2025-04-15,242.22
O0001930,C00026,2025-04-01,200.35
O0001931,C00001,2025-04-20,178.29
O0001932,C00004,2025-04-13,807.13
O0001933,C00023,2025-04-02,249.24
O0001934,C00062,2025-04-07,74.88
O0001935,C00080,2025-04-18,51.85
O0001936,C00047,2025-04-11,66.33
O0001937,C00001,2025-04-03,52.26
O0001938,C00001,2025-04-07,299.21
O0001939,C00005,2025-04-14,236.55
O0001940,C00054,2025-04-19,5.32
O0001941,C00093,2025-04-23,27.89
O0001942,C00012,2025-04-03,53.56
O0001943,C00001,2025-04-04,243.06
O0001944,C00001,2025-04-15,296.3
O0001945,C00010,2025-04-19,7.48
O0001946,C00001,2025-04-02,264.67
O0001947,C00100,2025-04-25,36.91
O0001948,C00002,2025-04-28,576.3
O0001949,C00007,2025-04-15,80.17
O0001950,C00065,2025-04-14,45.98
O0001951,C00001,2025-04-04,105.1
O0001952,C00005,2025-04-08,169.82
O0001953,C00001,2025-04-24,394.26
O0001954,C00004,2025-04-24,472.93
O0001955,C00078,2025-04-04,38.96
O0001956,C00008,2025-04-10,175.66
O0001957,C00001,2025-04-07,649.25
O0001958,C00005,2025-04-23,131.79
O0001959,C00001,2025-04-21,142.94
O0001960,C00091,2025-04-09,40.33
O0001961,C00004,2025-04-20,38.41
O0001962,C00042,2025-04-25,111.19
O0001963,C00002,2025-04-03,79.28
O0001964,C00005,2025-04-08,794.51
O0001965,C00001,2025-04-04,405.84
O0001966,C00014,2025-04-23,441.32
O0001967,C00010,2025-04-21,195.06
O0001968,C00013,2025-04-06,375.31
O0001969,C00106,2025-04-16,3.01
O0001970,C00031,2025-04-23,3.77
O0001971,C00036,2025-04-26,53.96
O0001972,C00057,2025-04-12,107.11
O0001973,C00052,2025-04-04,259.7
O0001974,C00002,2025-04-08,105.59
O0001975,C00001,2025-04-01,468.73
O0001976,C00001,2025-04-11,424.53
O0001977,C00014,2025-04-20,197.9
O0001978,C00004,2025-04-13,161.26
O0001979,C00120,2025-04-02,33.91
O0001980,C00100,2025-04-13,76.13
O0001981,C00006,2025-04-07,774.19
O0001982,C00052,2025-04-26,11.26
O0001983,C00022,2025-04-07,163.11
O0001984,C00001,2025-04-11,584.32
O0001985,C00056,2025-04-02,7.29
O0001986,C00008,2025-04-19,383.56
O0001987,C00092,2025-04-22,22.58
O0001988,C00022,2025-04-03,158.64
O0001989,C00004,2025-04-04,698.2
O0001990,C00001,2025-04-24,558.66
O0001991,C00004,2025-04-18,236.85
O0001992,C00001,2025-04-03,136.99
O0001993,C00001,2025-04-24,610.44
O0001994,C00006,2025-04-13,216.26
O0001995,C00001,2025-04-20,531.49
O0001996,C00005,2025-04-20,280.6
O0001997,C00017,2025-04-11,141.03
O0001998,C00038,2025-04-21,95.89
O0001999,C00110,2025-04-08,4.44
O0002000,C00066,2025-04-13,32.28
O0002001,C00001,2025-04-27,582.74
O0002002,C00008,2025-04-26,537.93
O0002003,C00119,2025-04-11,51.19
O0002004,C00116,2025-04-15,28.98
O0002005,C00001,2025-04-19,531.66
O0002006,C00117,2025-04-23,22.79
O0002007,C00001,2025-04-26,280.67
O0002008,C00011,2025-04-06,410.29
O0002009,C00002,2025-04-18,116.98
O0002010,C00001,2025-04-24,9.25
O0002011,C00013,2025-04-15,395.48
O0002012,C00001,2025-04-27,555.37
O0002013,C00032,2025-04-13,81.39
O0002014,C00084,2025-04-26,43.44
O0002015,C00021,2025-04-17,201.91
O0002016,C00014,2025-04-27,299.75
O0002017,C00045,2025-04-19,46.8
O0002018,C00001,2025-04-10,49.65
O0002019,C00114,2025-04-16,37.87
O0002020,C00055,2025-04-19,17.77
O0002021,C00001,2025-04-20,642.5
O0002022,C00015,2025-04-12,67.12
O0002023,C00081,2025-04-03,28.76
O0002024,C00046,2025-04-17,59.71
O0002025,C00002,2025-04-20,368.42
O0002026,C00001,2025-04-13,313.95
O0002027,C00040,2025-04-05,85.76
O0002028,C00001,2025-04-22,10.76
O0002029,C00018,2025-04-19,216.91
O0002030,C00002,2025-04-23,359.58
O0002031,C00007,2025-04-11,488.23
O0002032,C00056,2025-04-14,32.76
O0002033,C00001,2025-04-15,39.79
O0002034,C00011,2025-04-20,116.78
O0002035,C00034,2025-04-16,137.14
O0002036,C00001,2025-04-28,502.48
O0002037,C00001,2025-04-18,217.32
O0002038,C00017,2025-04-15,95.96
O0002039,C00074,2025-04-26,14.28
O0002040,C00002,2025-04-18,212.11
O0002041,C00002,2025-04-25,339.34
O0002042,C00021,2025-04-03,71.78
O0002043,C00020,2025-04-02,123.49
O0002044,C00024,2025-04-01,50.75
O0002045,C00046,2025-04-04,158.01
O0002046,C00088,2025-04-03,40.51
O0002047,C00040,2025-04-13,180.43
O0002048,C00025,2025-04-21,14.19
O0002049,C00014,2025-04-17,175.48
O0002050,C00001,2025-04-10,396.65
O0002051,C00001,2025-04-25,495.98
O0002052,C00005,2025-04-23,519.7
O0002053,C00013,2025-04-19,579.55
O0002054,C00105,2025-04-12,16.25
O0002055,C00001,2025-04-09,266.28
O0002056,C00001,2025-04-11,836.93
O0002057,C00050,2025-04-22,64.74
O0002058,C00065,2025-04-04,13.2
O0002059,C00119,2025-04-15,23.85
O0002060,C00001,2025-04-05,441.85
O0002061,C00001,2025-04-24,431.91
O0002062,C00042,2025-04-15,136.1
O0002063,C00091,2025-04-07,65.8
O0002064,C00001,2025-04-12,471.34
O0002065,C00001,2025-04-08,372.3
O0002066,C00042,2025-04-12,117.7
O0002067,C00004,2025-04-07,393.45
O0002068,C00002,2025-04-10,159.04
O0002069,C00013,2025-04-24,59.93
O0002070,C00037,2025-04-15,127.41
O0002071,C00002,2025-04-25,227.69
O0002072,C00082,2025-04-01,64.23
O0002073,C00048,2025-04-21,202.17
O0002074,C00002,2025-04-28,399.91
O0002075,C00001,2025-04-24,354.88
O0002076,C00065,2025-04-24,29.71
O0002077,C00005,2025-04-12,283.1
O0002078,C00002,2025-04-23,182.12
O0002079,C00058,2025-04-11,38.89
O0002080,C00001,2025-04-28,267.74
O0002081,C00001,2025-05-02,534.22
O0002082,C00099,2025-05-09,47.52
O0002083,C00004,2025-05-10,257.73
O0002084,C00046,2025-05-21,240.36
O0002085,C00058,2025-05-17,45.28
O0002086,C00045,2025-05-12,200.48
O0002087,C00046,2025-05-19,78.77
O0002088,C00086,2025-05-15,80.63
O0002089,C00022,2025-05-10,38.59
O0002090,C00014,2025-05-28,597.22
O0002091,C00119,2025-05-25,34.29
O0002092,C00001,2025-05-03,419.65
O0002093,C00001,2025-05-04,756.7
O0002094,C00042,2025-05-27,208.5
O0002095,C00009,2025-05-21,373.34
