Expense_ID,GL_Account,Cost_Center,Department,Expense_Date,Expense_Type,Expense_Category,Expense_Amount
EXP0000619,6500,CC0014,Department 6,2025-03-28,Marketing,Marketing,22939.98
EXP0000620,6500,CC0006,Department 6,2026-11-28,Operations,Administrative,22061.94
EXP0000621,6300,CC0008,Department 8,2025-02-08,Operations,Administrative,1202.61
EXP0000622,6100,CC0015,Department 7,2025-12-08,Operations,Administrative,19535.27
EXP0000623,6300,CC0015,Department 7,2025-11-09,SG&A,Administrative,21308.65
EXP0000624,6100,CC0016,Department 8,2025-11-12,Sales,Sales,2507.75
EXP0000625,6500,CC0004,Department 4,2026-12-05,Sales,Sales,8971.7
EXP0000626,6500,CC0020,Department 4,2025-09-11,SG&A,Administrative,9336.03
EXP0000627,6300,CC0003,Department 3,2026-09-03,Operations,Administrative,20411.92
EXP0000628,6400,CC0013,Department 5,2025-10-01,Sales,Sales,13320.13
EXP0000629,6300,CC0018,Department 2,2026-08-10,Sales,Sales,23308.45
EXP0000630,6200,CC0020,Department 4,2026-04-19,Operations,Administrative,21556.65
EXP0000631,6300,CC0001,Department 1,2026-06-11,Operations,Administrative,13863.71
EXP0000632,6200,CC0012,Department 4,2026-12-29,Sales,Sales,1177.48
EXP0000633,6200,CC0010,Department 2,2026-07-29,SG&A,Administrative,23320.04
EXP0000634,6100,CC0019,Department 3,2026-12-19,Sales,Sales,22562.67
EXP0000635,6400,CC0001,Department 1,2025-10-15,Operations,Administrative,3141.16
EXP0000636,6200,CC0014,Department 6,2026-12-17,Operations,Administrative,184.59
EXP0000637,6200,CC0012,Department 4,2026-10-05,Operations,Administrative,9509.29
EXP0000638,6300,CC0008,Department 8,2026-09-23,Marketing,Marketing,2229.53
EXP0000639,6300,CC0012,Department 4,2025-04-01,Marketing,Marketing,16793.03
EXP0000640,6500,CC0003,Department 3,2026-04-19,Sales,Sales,16690.3
EXP0000641,6400,CC0015,Department 7,2025-04-15,Marketing,Marketing,6535.27
EXP0000642,6100,CC0005,Department 5,2025-11-25,Sales,Sales,13027.63
EXP0000643,6400,CC0011,Department 3,2025-01-19,SG&A,Administrative,6812.46
EXP0000644,6200,CC0016,Department 8,2026-12-10,Operations,Administrative,22057.89
EXP0000645,6300,CC0016,Department 8,2026-10-15,Operations,Administrative,2616.83
EXP0000646,6200,CC0019,Department 3,2025-08-02,Sales,Sales,9115.8
EXP0000647,6100,CC0015,Department 7,2025-10-28,Operations,Administrative,24451.64
EXP0000648,6400,CC0009,Department 1,2026-01-24,Sales,Sales,2334.82
EXP0000649,6400,CC0015,Department 7,2025-08-19,Operations,Administrative,15891.32
EXP0000650,6500,CC0003,Department 3,2026-01-04,Operations,Administrative,16083.55
EXP0000651,6100,CC0006,Department 6,2026-08-07,Marketing,Marketing,9822.01
EXP0000652,6500,CC0018,Department 2,2026-08-08,SG&A,Administrative,4492.96
EXP0000653,6500,CC0020,Department 4,2025-07-14,Marketing,Marketing,10594.29
EXP0000654,6200,CC0012,Department 4,2025-11-17,Marketing,Marketing,19573.57
EXP0000655,6500,CC0011,Department 3,2026-05-30,Operations,Administrative,22689.59
EXP0000656,6200,CC0016,Department 8,2025-01-16,Marketing,Marketing,1742.89
EXP0000657,6300,CC0009,Department 1,2025-09-19,Operations,Administrative,2640.16
EXP0000658,6400,CC0014,Department 6,2025-04-24,Operations,Administrative,15523.73
EXP0000659,6500,CC0009,Department 1,2025-12-13,Sales,Sales,5259.98
EXP0000660,6100,CC0001,Department 1,2026-05-04,Sales,Sales,5445.19
EXP0000661,6300,CC0019,Department 3,2025-05-01,Sales,Sales,6549.36
EXP0000662,6300,CC0005,Department 5,2025-05-30,Operations,Administrative,5330.54
EXP0000663,6200,CC0009,Department 1,2026-05-11,Operations,Administrative,14824.39
EXP0000664,6100,CC0004,Department 4,2025-03-15,Operations,Administrative,20327.19
EXP0000665,6100,CC0008,Department 8,2026-09-21,Operations,Administrative,22816.98
EXP0000666,6100,CC0007,Department 7,2026-06-14,Marketing,Marketing,10917.81
EXP0000667,6300,CC0005,Department 5,2026-12-27,Marketing,Marketing,1882.49
EXP0000668,6400,CC0013,Department 5,2026-01-16,Operations,Administrative,5010.77
EXP0000669,6500,CC0017,Department 1,2026-11-10,Operations,Administrative,17876.41
EXP0000670,6100,CC0011,Department 3,2026-03-23,SG&A,Administrative,23857.2
EXP0000671,6300,CC0006,Department 6,2025-05-08,Operations,Administrative,10514.27
EXP0000672,6200,CC0014,Department 6,2026-09-07,Marketing,Marketing,5640.67
EXP0000673,6100,CC0018,Department 2,2025-08-13,Marketing,Marketing,3765.17
EXP0000674,6400,CC0014,Department 6,2026-05-10,Operations,Administrative,23695.79
EXP0000675,6100,CC0007,Department 7,2026-03-25,SG&A,Administrative,16656.46
EXP0000676,6500,CC0017,Department 1,2025-11-08,Marketing,Marketing,22753.24
EXP0000677,6300,CC0018,Department 2,2026-01-18,SG&A,Administrative,17244.99
EXP0000678,6200,CC0013,Department 5,2026-09-01,SG&A,Administrative,21246.61
EXP0000679,6200,CC0006,Department 6,2026-11-16,SG&A,Administrative,7180.87
EXP0000680,6200,CC0012,Department 4,2025-10-08,Marketing,Marketing,14617.54
EXP0000681,6300,CC0001,Department 1,2025-07-12,Marketing,Marketing,5402.72
EXP0000682,6200,CC0004,Department 4,2025-11-16,Sales,Sales,21050.15
EXP0000683,6300,CC0001,Department 1,2025-12-19,SG&A,Administrative,23838.95
EXP0000684,6400,CC0019,Department 3,2025-12-05,Marketing,Marketing,12075.04
EXP0000685,6300,CC0008,Department 8,2025-10-27,SG&A,Administrative,21354.62
EXP0000686,6100,CC0014,Department 6,2026-03-05,Sales,Sales,7212.03
EXP0000687,6500,CC0014,Department 6,2026-11-03,Marketing,Marketing,4415.84
EXP0000688,6200,CC0017,Department 1,2025-07-02,Marketing,Marketing,10366.82
EXP0000689,6400,CC0018,Department 2,2025-02-09,Operations,Administrative,5091.43
EXP0000690,6400,CC0003,Department 3,2026-01-01,Marketing,Marketing,2518.72
EXP0000691,6400,CC0015,Department 7,2026-03-29,Operations,Administrative,7254.66
EXP0000692,6200,CC0013,Department 5,2025-06-22,SG&A,Administrative,8459.57
EXP0000693,6300,CC0013,Department 5,2025-03-05,Sales,Sales,21977.13
EXP0000694,6300,CC0020,Department 4,2026-05-19,Sales,Sales,1294.58
EXP0000695,6200,CC0009,Department 1,2026-05-03,Operations,Administrative,10262.57
EXP0000696,6400,CC0012,Department 4,2026-04-05,Operations,Administrative,3090.4
EXP0000697,6500,CC0013,Department 5,2026-10-23,Marketing,Marketing,10188.48
EXP0000698,6500,CC0020,Department 4,2026-11-09,SG&A,Administrative,22463.02
EXP0000699,6100,CC0005,Department 5,2026-07-12,SG&A,Administrative,12691.12
EXP0000700,6500,CC0004,Department 4,2026-05-15,Operations,Administrative,3910.01
EXP0000701,6300,CC0004,Department 4,2025-12-24,Operations,Administrative,12826.38
EXP0000702,6200,CC0013,Department 5,2026-07-18,SG&A,Administrative,4348.18
EXP0000703,6400,CC0014,Department 6,2025-08-22,Sales,Sales,21833.85
EXP0000704,6100,CC0009,Department 1,2026-11-06,SG&A,Administrative,16497.53
EXP0000705,6400,CC0013,Department 5,2025-09-06,SG&A,Administrative,11160.09
EXP0000706,6100,CC0006,Department 6,2026-02-01,SG&A,Administrative,23046.9
EXP0000707,6500,CC0008,Department 8,2026-01-04,Operations,Administrative,6951.31
EXP0000708,6500,CC0004,Department 4,2026-04-15,SG&A,Administrative,12076.53
EXP0000709,6100,CC0003,Department 3,2025-09-23,Sales,Sales,21601.12
EXP0000710,6300,CC0012,Department 4,2026-07-26,SG&A,Administrative,9915.85
EXP0000711,6300,CC0019,Department 3,2025-11-23,Operations,Administrative,24718.05
EXP0000712,6400,CC0011,Department 3,2025-07-03,Operations,Administrative,10946.58
EXP0000713,6300,CC0009,Department 1,2026-12-14,SG&A,Administrative,21822.31
EXP0000714,6500,CC0012,Department 4,2026-04-14,SG&A,Administrative,15556.65
EXP0000715,6500,CC0020,Department 4,2025-02-22,Operations,Administrative,14052.99
EXP0000716,6400,CC0009,Department 1,2025-12-22,SG&A,Administrative,6697.59
EXP0000717,6500,CC0007,Department 7,2026-06-20,SG&A,Administrative,17358.33
EXP0000718,6100,CC0009,Department 1,2026-12-26,SG&A,Administrative,14844.72
EXP0000719,6300,CC0013,Department 5,2025-07-30,Sales,Sales,17800.11
EXP0000720,6100,CC0008,Department 8,2025-06-03,Marketing,Marketing,24216.21
EXP0000721,6300,CC0017,Department 1,2025-09-22,SG&A,Administrative,2221.61
EXP0000722,6400,CC0013,Department 5,2026-02-26,SG&A,Administrative,20930.62
EXP0000723,6200,CC0012,Department 4,2026-08-07,Operations,Administrative,23646.93
EXP0000724,6400,CC0003,Department 3,2026-11-08,Marketing,Marketing,18456.87
EXP0000725,6200,CC0007,Department 7,2026-12-13,Operations,Administrative,24215.79
EXP0000726,6300,CC0020,Department 4,2026-05-20,Operations,Administrative,1388.29
EXP0000727,6400,CC0020,Department 4,2025-08-25,Marketing,Marketing,17332.14
EXP0000728,6100,CC0015,Department 7,2026-12-15,Sales,Sales,7151.89
EXP0000729,6300,CC0005,Department 5,2025-04-08,Sales,Sales,7224.31
EXP0000730,6500,CC0017,Department 1,2025-03-07,Operations,Administrative,14838.81
EXP0000731,6300,CC0013,Department 5,2026-11-30,Sales,Sales,3745.39
EXP0000732,6100,CC0018,Department 2,2026-02-08,Marketing,Marketing,11260.42
EXP0000733,6200,CC0014,Department 6,2026-08-12,Sales,Sales,23359.2
EXP0000734,6100,CC0015,Department 7,2025-01-31,SG&A,Administrative,2416.51
EXP0000735,6400,CC0018,Department 2,2026-06-27,Sales,Sales,17600.78
EXP0000736,6200,CC0012,Department 4,2026-04-07,Operations,Administrative,1645.68
EXP0000737,6400,CC0001,Department 1,2026-06-26,SG&A,Administrative,6021.76
EXP0000738,6100,CC0013,Department 5,2025-02-08,Marketing,Marketing,14369.76
EXP0000739,6500,CC0014,Department 6,2025-05-09,Operations,Administrative,16775.09
EXP0000740,6300,CC0014,Department 6,2025-02-21,Sales,Sales,168.13
EXP0000741,6300,CC0020,Department 4,2026-11-13,Operations,Administrative,20943.53
EXP0000742,6100,CC0015,Department 7,2025-03-05,Operations,Administrative,24715.14
EXP0000743,6400,CC0018,Department 2,2026-01-19,SG&A,Administrative,12796.32
EXP0000744,6300,CC0014,Department 6,2025-06-29,SG&A,Administrative,5371.22
EXP0000745,6300,CC0015,Department 7,2026-06-11,SG&A,Administrative,13292.29
EXP0000746,6500,CC0010,Department 2,2025-03-08,SG&A,Administrative,17400.45
EXP0000747,6200,CC0006,Department 6,2026-02-02,Sales,Sales,18401.74
EXP0000748,6400,CC0012,Department 4,2026-04-02,Sales,Sales,14952.54
EXP0000749,6200,CC0015,Department 7,2026-07-18,Marketing,Marketing,14286.12
EXP0000750,6300,CC0009,Department 1,2025-11-04,SG&A,Administrative,13301.54
EXP0000751,6300,CC0007,Department 7,2025-10-07,SG&A,Administrative,21048.05
EXP0000752,6500,CC0015,Department 7,2025-03-10,Operations,Administrative,17738.83
EXP0000753,6200,CC0011,Department 3,2026-04-11,Sales,Sales,21355.85
EXP0000754,6300,CC0009,Department 1,2026-02-17,Marketing,Marketing,4953.05
EXP0000755,6500,CC0012,Department 4,2025-07-03,SG&A,Administrative,16119.21
EXP0000756,6200,CC0012,Department 4,2026-06-06,SG&A,Administrative,24292.54
EXP0000757,6300,CC0019,Department 3,2026-07-22,Marketing,Marketing,2259.69
EXP0000758,6400,CC0014,Department 6,2025-06-21,SG&A,Administrative,11422.27
EXP0000759,6500,CC0006,Department 6,2026-11-18,Operations,Administrative,23599.67
EXP0000760,6100,CC0013,Department 5,2025-10-09,SG&A,Administrative,20905.47
EXP0000761,6500,CC0002,Department 2,2025-03-15,Marketing,Marketing,5888.96
EXP0000762,6100,CC0009,Department 1,2025-10-06,Marketing,Marketing,16542.9
EXP0000763,6500,CC0008,Department 8,2025-03-10,SG&A,Administrative,5492.23
EXP0000764,6300,CC0016,Department 8,2025-01-21,SG&A,Administrative,22558.48
EXP0000765,6100,CC0016,Department 8,2026-05-21,Sales,Sales,15285.81
EXP0000766,6500,CC0013,Department 5,2026-01-03,Marketing,Marketing,7414.21
EXP0000767,6400,CC0011,Department 3,2025-10-23,SG&A,Administrative,6905.8
EXP0000768,6400,CC0020,Department 4,2026-05-16,Operations,Administrative,13562.02
EXP0000769,6200,CC0016,Department 8,2026-08-27,SG&A,Administrative,3752.08
EXP0000770,6500,CC0008,Department 8,2026-12-20,Sales,Sales,2941.21
EXP0000771,6100,CC0011,Department 3,2025-01-16,SG&A,Administrative,2542.26
EXP0000772,6500,CC0012,Department 4,2026-12-16,Operations,Administrative,20182.38
EXP0000773,6500,CC0012,Department 4,2025-10-02,SG&A,Administrative,12701.07
EXP0000774,6500,CC0007,Department 7,2025-06-29,SG&A,Administrative,13973.28
EXP0000775,6400,CC0019,Department 3,2026-09-02,Marketing,Marketing,19033.81
EXP0000776,6200,CC0019,Department 3,2025-12-02,Sales,Sales,5910.27
EXP0000777,6300,CC0014,Department 6,2025-06-26,Operations,Administrative,23689.3
EXP0000778,6100,CC0015,Department 7,2026-12-18,Operations,Administrative,24878.4
EXP0000779,6400,CC0015,Department 7,2026-12-13,Marketing,Marketing,17431.44
EXP0000780,6200,CC0007,Department 7,2026-06-26,Operations,Administrative,21746.22
EXP0000781,6500,CC0005,Department 5,2025-05-07,Operations,Administrative,13043.02
EXP0000782,6100,CC0006,Department 6,2026-09-12,Marketing,Marketing,20058.32
EXP0000783,6500,CC0009,Department 1,2025-11-12,Operations,Administrative,7844.61
EXP0000784,6200,CC0013,Department 5,2026-09-07,Marketing,Marketing,8300.71
EXP0000785,6100,CC0016,Department 8,2025-07-06,Operations,Administrative,7130.36
EXP0000786,6500,CC0010,Department 2,2026-09-17,SG&A,Administrative,3449.4
EXP0000787,6500,CC0005,Department 5,2026-10-27,Marketing,Marketing,1089.91
EXP0000788,6200,CC0019,Department 3,2025-02-05,SG&A,Administrative,8601.31
EXP0000789,6200,CC0008,Department 8,2026-01-12,Marketing,Marketing,24629.28
EXP0000790,6100,CC0018,Department 2,2025-10-19,Operations,Administrative,3727.77
EXP0000791,6400,CC0010,Department 2,2026-08-19,Operations,Administrative,13520.99
EXP0000792,6400,CC0006,Department 6,2026-03-20,Sales,Sales,7957.48
EXP0000793,6200,CC0012,Department 4,2025-01-15,Sales,Sales,13002.31
EXP0000794,6300,CC0008,Department 8,2025-01-10,Sales,Sales,6156.81
EXP0000795,6400,CC0010,Department 2,2025-06-03,Sales,Sales,6685.67
EXP0000796,6100,CC0012,Department 4,2025-06-12,Marketing,Marketing,5752.9
EXP0000797,6300,CC0010,Department 2,2026-07-29,SG&A,Administrative,22673.68
EXP0000798,6500,CC0008,Department 8,2025-09-10,SG&A,Administrative,9405.09
EXP0000799,6400,CC0008,Department 8,2026-05-18,Marketing,Marketing,16015.66
EXP0000800,6300,CC0011,Department 3,2026-10-27,Sales,Sales,13342.7
EXP0000801,6200,CC0007,Department 7,2026-07-06,Sales,Sales,2288.09
EXP0000802,6500,CC0020,Department 4,2025-12-25,Operations,Administrative,8397.89
EXP0000803,6100,CC0013,Department 5,2026-05-21,Operations,Administrative,23700.49
EXP0000804,6100,CC0010,Department 2,2025-10-16,SG&A,Administrative,2746.67
EXP0000805,6100,CC0010,Department 2,2025-07-18,Marketing,Marketing,7990.58
EXP0000806,6200,CC0009,Department 1,2026-06-23,SG&A,Administrative,22344.46
EXP0000807,6500,CC0006,Department 6,2025-04-18,Operations,Administrative,13065.78
EXP0000808,6300,CC0015,Department 7,2026-07-27,Sales,Sales,1995.0
EXP0000809,6400,CC0012,Department 4,2025-02-18,Sales,Sales,13976.99
EXP0000810,6100,CC0005,Department 5,2026-07-25,Operations,Administrative,24786.69
EXP0000811,6200,CC0016,Department 8,2025-09-15,Sales,Sales,14202.2
EXP0000812,6300,CC0013,Department 5,2026-04-17,Sales,Sales,7188.79
EXP0000813,6500,CC0006,Department 6,2026-12-08,Marketing,Marketing,4326.88
EXP0000814,6500,CC0016,Department 8,2025-07-09,SG&A,Administrative,2350.58
EXP0000815,6300,CC0006,Department 6,2026-05-23,Sales,Sales,19112.68
EXP0000816,6500,CC0012,Department 4,2026-06-03,Marketing,Marketing,24221.27
EXP0000817,6200,CC0006,Department 6,2025-12-18,Operations,Administrative,19246.98
EXP0000818,6100,CC0015,Department 7,2025-10-28,SG&A,Administrative,16883.79
EXP0000819,6500,CC0006,Department 6,2025-04-22,Marketing,Marketing,8007.71
EXP0000820,6400,CC0004,Department 4,2025-04-22,Operations,Administrative,5098.97
EXP0000821,6400,CC0009,Department 1,2026-11-14,Operations,Administrative,21845.57
EXP0000822,6100,CC0006,Department 6,2026-10-07,Marketing,Marketing,4440.11
EXP0000823,6200,CC0011,Department 3,2025-10-03,Sales,Sales,6112.7
EXP0000824,6300,CC0020,Department 4,2026-09-15,Marketing,Marketing,24635.45
EXP0000825,6200,CC0015,Department 7,2025-12-06,Sales,Sales,11681.02
EXP0000826,6500,CC0001,Department 1,2025-05-09,Operations,Administrative,24757.61
EXP0000827,6100,CC0001,Department 1,2026-01-24,Marketing,Marketing,15043.98
EXP0000828,6300,CC0005,Department 5,2025-06-18,Operations,Administrative,2586.57
EXP0000829,6300,CC0018,Department 2,2026-10-01,Sales,Sales,3804.99
EXP0000830,6300,CC0007,Department 7,2025-02-24,Sales,Sales,16914.74
EXP0000831,6200,CC0004,Department 4,2026-12-14,Sales,Sales,7545.47
EXP0000832,6400,CC0019,Department 3,2026-03-23,Marketing,Marketing,2470.43
EXP0000833,6300,CC0019,Department 3,2026-08-23,Operations,Administrative,20008.33
EXP0000834,6400,CC0006,Department 6,2025-09-20,Sales,Sales,19761.69
EXP0000835,6500,CC0018,Department 2,2026-12-04,SG&A,Administrative,22272.85
EXP0000836,6500,CC0004,Department 4,2025-04-20,Marketing,Marketing,2003.24
EXP0000837,6400,CC0015,Department 7,2025-09-30,Marketing,Marketing,15439.25
EXP0000838,6400,CC0004,Department 4,2025-03-14,SG&A,Administrative,17209.45
EXP0000839,6400,CC0007,Department 7,2025-09-17,Operations,Administrative,478.84
EXP0000840,6100,CC0017,Department 1,2025-01-07,SG&A,Administrative,5924.42
EXP0000841,6500,CC0004,Department 4,2026-05-22,SG&A,Administrative,24386.02
EXP0000842,6200,CC0003,Department 3,2026-06-28,SG&A,Administrative,10443.34
EXP0000843,6300,CC0007,Department 7,2025-03-18,Marketing,Marketing,11271.66
EXP0000844,6200,CC0005,Department 5,2025-04-19,SG&A,Administrative,17656.99
EXP0000845,6100,CC0017,Department 1,2026-11-27,Operations,Administrative,12067.3
EXP0000846,6400,CC0003,Department 3,2026-06-09,Sales,Sales,904.58
EXP0000847,6500,CC0016,Department 8,2025-04-28,Sales,Sales,21846.18
EXP0000848,6300,CC0020,Department 4,2026-06-21,SG&A,Administrative,22684.91
EXP0000849,6100,CC0008,Department 8,2025-07-08,SG&A,Administrative,809.9
EXP0000850,6300,CC0016,Department 8,2026-11-27,Marketing,Marketing,21891.49
EXP0000851,6100,CC0017,Department 1,2025-07-20,SG&A,Administrative,10952.85
EXP0000852,6400,CC0003,Department 3,2025-06-14,SG&A,Administrative,18906.25
EXP0000853,6500,CC0010,Department 2,2025-02-07,Sales,Sales,24342.19
EXP0000854,6100,CC0008,Department 8,2026-02-28,Sales,Sales,13543.58
EXP0000855,6200,CC0017,Department 1,2025-06-11,SG&A,Administrative,2518.87
EXP0000856,6100,CC0004,Department 4,2026-07-19,Operations,Administrative,22243.45
EXP0000857,6400,CC0020,Department 4,2025-03-05,SG&A,Administrative,9795.14
EXP0000858,6100,CC0013,Department 5,2026-03-20,Sales,Sales,21066.82
EXP0000859,6300,CC0012,Department 4,2026-02-19,Marketing,Marketing,8238.09
EXP0000860,6500,CC0011,Department 3,2025-12-11,Marketing,Marketing,22231.48
EXP0000861,6500,CC0003,Department 3,2026-11-30,SG&A,Administrative,978.29
EXP0000862,6400,CC0005,Department 5,2026-08-06,Sales,Sales,7939.86
EXP0000863,6400,CC0012,Department 4,2025-04-07,Marketing,Marketing,24425.0
EXP0000864,6400,CC0020,Department 4,2026-05-12,Marketing,Marketing,8153.14
EXP0000865,6300,CC0009,Department 1,2025-12-30,SG&A,Administrative,5804.17
EXP0000866,6300,CC0005,Department 5,2025-07-17,Sales,Sales,15243.69
EXP0000867,6400,CC0019,Department 3,2026-08-06,Marketing,Marketing,6868.24
EXP0000868,6200,CC0013,Department 5,2026-11-13,Operations,Administrative,16721.2
EXP0000869,6500,CC0014,Department 6,2026-12-14,Operations,Administrative,7977.67
EXP0000870,6400,CC0012,Department 4,2025-12-04,Operations,Administrative,218.88
EXP0000871,6400,CC0017,Department 1,2026-04-30,SG&A,Administrative,9746.4
EXP0000872,6500,CC0020,Department 4,2025-01-09,Marketing,Marketing,9810.15
EXP0000873,6100,CC0002,Department 2,2026-06-12,Marketing,Marketing,12775.01
EXP0000874,6400,CC0019,Department 3,2026-01-14,SG&A,Administrative,6800.95
EXP0000875,6200,CC0011,Department 3,2026-09-04,Operations,Administrative,2390.74
EXP0000876,6100,CC0018,Department 2,2026-06-22,Operations,Administrative,15678.41
EXP0000877,6200,CC0016,Department 8,2026-09-03,Marketing,Marketing,22231.61
EXP0000878,6100,CC0004,Department 4,2026-08-26,Operations,Administrative,19757.31
EXP0000879,6100,CC0012,Department 4,2026-06-03,Operations,Administrative,8371.88
EXP0000880,6500,CC0001,Department 1,2025-12-08,Sales,Sales,2439.63
EXP0000881,6200,CC0015,Department 7,2026-08-16,SG&A,Administrative,4658.78
EXP0000882,6300,CC0004,Department 4,2025-12-09,Operations,Administrative,5494.51
EXP0000883,6300,CC0002,Department 2,2026-08-22,SG&A,Administrative,13525.05
EXP0000884,6200,CC0017,Department 1,2025-10-04,SG&A,Administrative,13222.72
EXP0000885,6100,CC0004,Department 4,2025-03-04,Sales,Sales,18164.32
EXP0000886,6500,CC0004,Department 4,2025-02-17,Operations,Administrative,16726.42
EXP0000887,6400,CC0006,Department 6,2026-08-25,Marketing,Marketing,23365.77
EXP0000888,6100,CC0011,Department 3,2026-07-28,Sales,Sales,17905.22
EXP0000889,6200,CC0001,Department 1,2026-08-18,Marketing,Marketing,21337.45
EXP0000890,6100,CC0007,Department 7,2025-06-28,Operations,Administrative,13926.33
EXP0000891,6500,CC0001,Department 1,2026-06-05,Marketing,Marketing,11087.6
EXP0000892,6400,CC0006,Department 6,2025-07-26,Sales,Sales,19346.2
EXP0000893,6300,CC0011,Department 3,2026-02-18,Operations,Administrative,7466.61
EXP0000894,6100,CC0017,Department 1,2026-03-11,Marketing,Marketing,3298.2
EXP0000895,6500,CC0013,Department 5,2025-08-11,Operations,Administrative,8453.79
EXP0000896,6300,CC0002,Department 2,2025-01-13,SG&A,Administrative,13796.82
EXP0000897,6500,CC0020,Department 4,2025-04-04,Operations,Administrative,21230.2
EXP0000898,6100,CC0018,Department 2,2026-11-18,Sales,Sales,23500.17
EXP0000899,6100,CC0012,Department 4,2026-10-30,SG&A,Administrative,10880.23
EXP0000900,6100,CC0007,Department 7,2026-09-29,Marketing,Marketing,14123.1
EXP0000901,6500,CC0008,Department 8,2025-08-20,SG&A,Administrative,10097.27
EXP0000902,6400,CC0020,Department 4,2025-09-05,Operations,Administrative,11093.21
EXP0000903,6300,CC0002,Department 2,2025-11-04,Marketing,Marketing,17884.67
EXP0000904,6200,CC0004,Department 4,2026-08-05,Sales,Sales,14634.24
EXP0000905,6500,CC0008,Department 8,2025-01-28,Operations,Administrative,22654.37
EXP0000906,6300,CC0014,Department 6,2026-09-20,Sales,Sales,15031.22
EXP0000907,6300,CC0010,Department 2,2026-10-19,SG&A,Administrative,8141.97
EXP0000908,6200,CC0004,Department 4,2026-06-27,Operations,Administrative,9926.15
EXP0000909,6300,CC0004,Department 4,2026-01-18,Sales,Sales,22754.94
EXP0000910,6100,CC0010,Department 2,2025-12-11,Marketing,Marketing,3911.92
EXP0000911,6500,CC0004,Department 4,2025-09-09,Sales,Sales,3865.69
EXP0000912,6200,CC0006,Department 6,2025-10-15,Operations,Administrative,4999.1
EXP0000913,6200,CC0008,Department 8,2025-07-05,SG&A,Administrative,13842.99
EXP0000914,6300,CC0015,Department 7,2026-11-30,Marketing,Marketing,5859.46
EXP0000915,6100,CC0020,Department 4,2025-09-20,SG&A,Administrative,11101.32
EXP0000916,6500,CC0015,Department 7,2025-03-17,Operations,Administrative,7682.34
EXP0000917,6500,CC0017,Department 1,2026-05-17,Sales,Sales,9630.85
EXP0000918,6400,CC0006,Department 6,2026-07-24,Sales,Sales,24179.55
EXP0000919,6100,CC0007,Department 7,2025-08-04,SG&A,Administrative,10415.21
EXP0000920,6100,CC0015,Department 7,2026-07-03,Operations,Administrative,1489.38
EXP0000921,6400,CC0007,Department 7,2026-03-13,SG&A,Administrative,7153.1
EXP0000922,6500,CC0007,Department 7,2025-09-01,SG&A,Administrative,209.62
EXP0000923,6200,CC0012,Department 4,2025-02-19,Sales,Sales,18215.72
EXP0000924,6100,CC0004,Department 4,2026-01-10,Operations,Administrative,6705.81
EXP0000925,6300,CC0005,Department 5,2026-07-01,SG&A,Administrative,15115.5
EXP0000926,6100,CC0007,Department 7,2026-01-22,Marketing,Marketing,2930.3
EXP0000927,6400,CC0004,Department 4,2026-02-25,SG&A,Administrative,7046.96
EXP0000928,6200,CC0013,Department 5,2026-02-01,SG&A,Administrative,8638.65
EXP0000929,6200,CC0016,Department 8,2026-11-22,Operations,Administrative,20158.84
EXP0000930,6500,CC0004,Department 4,2026-08-05,Operations,Administrative,4316.04
EXP0000931,6100,CC0004,Department 4,2026-05-31,Marketing,Marketing,17436.09
EXP0000932,6300,CC0002,Department 2,2026-06-05,Operations,Administrative,9036.07
EXP0000933,6500,CC0008,Department 8,2025-12-20,SG&A,Administrative,24577.25
EXP0000934,6200,CC0015,Department 7,2026-07-21,Operations,Administrative,13013.34
EXP0000935,6400,CC0018,Department 2,2025-10-20,Operations,Administrative,17748.63
EXP0000936,6100,CC0013,Department 5,2026-04-09,Sales,Sales,5486.48
EXP0000937,6300,CC0012,Department 4,2026-06-10,SG&A,Administrative,5518.68
EXP0000938,6400,CC0006,Department 6,2025-11-23,Sales,Sales,8735.58
EXP0000939,6500,CC0016,Department 8,2026-11-12,Sales,Sales,21416.87
EXP0000940,6500,CC0018,Department 2,2026-05-13,Operations,Administrative,11134.69
EXP0000941,6200,CC0002,Department 2,2025-11-10,Marketing,Marketing,20169.15
EXP0000942,6300,CC0006,Department 6,2025-11-07,Sales,Sales,16601.04
EXP0000943,6200,CC0020,Department 4,2025-02-25,Marketing,Marketing,17891.91
EXP0000944,6300,CC0016,Department 8,2025-02-04,Marketing,Marketing,830.84
EXP0000945,6500,CC0009,Department 1,2026-10-26,SG&A,Administrative,12112.56
EXP0000946,6500,CC0018,Department 2,2026-05-11,Sales,Sales,23233.41
EXP0000947,6500,CC0005,Department 5,2026-06-21,Operations,Administrative,22209.88
EXP0000948,6300,CC0016,Department 8,2026-12-03,SG&A,Administrative,23315.22
EXP0000949,6500,CC0003,Department 3,2026-03-18,Operations,Administrative,23684.28
EXP0000950,6500,CC0001,Department 1,2025-04-01,Sales,Sales,13945.72
EXP0000951,6100,CC0011,Department 3,2025-04-13,SG&A,Administrative,15907.55
EXP0000952,6300,CC0018,Department 2,2025-10-05,Marketing,Marketing,15754.62
EXP0000953,6300,CC0014,Department 6,2025-10-12,SG&A,Administrative,21099.54
EXP0000954,6500,CC0016,Department 8,2026-09-22,Sales,Sales,14117.21
EXP0000955,6400,CC0003,Department 3,2026-09-17,SG&A,Administrative,9208.78
EXP0000956,6300,CC0012,Department 4,2025-06-01,SG&A,Administrative,22824.23
