Journal_ID,Posting_Date,GL_Account,Account_Type,Cost_Center,Profit_Center,Amount,Currency,Fiscal_Period,Fiscal_Year
JRN0000636,2025-09-19,4000,Revenue,CC0005,PC005,32332.87,USD,9,2025
JRN0000637,2026-09-14,6100,Operating Expense,CC0015,PC005,-9066.01,USD,9,2026
JRN0000638,2025-12-07,4000,Revenue,CC0010,PC010,29533.38,USD,12,2025
JRN0000639,2025-09-03,4000,Revenue,CC0002,PC002,47496.49,USD,9,2025
JRN0000640,2025-12-25,5000,COGS,CC0020,PC010,-39597.18,USD,12,2025
JRN0000641,2026-07-07,6100,Operating Expense,CC0005,PC005,-49993.53,USD,7,2026
JRN0000642,2025-11-04,6200,Operating Expense,CC0005,PC005,-5265.04,USD,11,2025
JRN0000643,2026-05-22,6200,Operating Expense,CC0006,PC006,-12409.69,USD,5,2026
JRN0000644,2026-01-24,6200,Operating Expense,CC0013,PC003,-1473.49,USD,1,2026
JRN0000645,2026-08-22,4000,Revenue,CC0018,PC008,14441.46,USD,8,2026
JRN0000646,2026-07-08,5000,COGS,CC0002,PC002,-40623.57,USD,7,2026
JRN0000647,2025-09-15,6200,Operating Expense,CC0020,PC010,-9227.65,USD,9,2025
JRN0000648,2026-04-20,6200,Operating Expense,CC0002,PC002,-28862.7,USD,4,2026
JRN0000649,2026-02-13,5000,COGS,CC0007,PC007,-9527.81,USD,2,2026
JRN0000650,2026-08-08,6200,Operating Expense,CC0017,PC007,-26253.08,USD,8,2026
JRN0000651,2026-01-28,6200,Operating Expense,CC0006,PC006,-2440.69,USD,1,2026
JRN0000652,2026-04-23,6100,Operating Expense,CC0013,PC003,-32311.94,USD,4,2026
JRN0000653,2025-03-07,5000,COGS,CC0017,PC007,-47610.34,USD,3,2025
JRN0000654,2026-07-17,6100,Operating Expense,CC0006,PC006,-31063.27,USD,7,2026
JRN0000655,2026-03-04,6100,Operating Expense,CC0016,PC006,-29937.24,USD,3,2026
JRN0000656,2025-11-21,4000,Revenue,CC0012,PC002,3072.61,USD,11,2025
JRN0000657,2025-08-08,6100,Operating Expense,CC0012,PC002,-32216.45,USD,8,2025
JRN0000658,2025-01-09,6100,Operating Expense,CC0016,PC006,-48971.89,USD,1,2025
JRN0000659,2025-03-05,5000,COGS,CC0016,PC006,-36076.8,USD,3,2025
JRN0000660,2025-12-09,5000,COGS,CC0001,PC001,-34331.27,USD,12,2025
JRN0000661,2025-09-30,4000,Revenue,CC0019,PC009,29167.51,USD,9,2025
JRN0000662,2025-12-08,5000,COGS,CC0010,PC010,-31334.98,USD,12,2025
JRN0000663,2026-10-21,5000,COGS,CC0001,PC001,-32241.52,USD,10,2026
JRN0000664,2026-02-21,4000,Revenue,CC0002,PC002,26050.12,USD,2,2026
JRN0000665,2025-08-07,6200,Operating Expense,CC0013,PC003,-46805.23,USD,8,2025
JRN0000666,2026-12-30,4000,Revenue,CC0006,PC006,11727.98,USD,12,2026
JRN0000667,2025-08-24,4000,Revenue,CC0004,PC004,22953.15,USD,8,2025
JRN0000668,2026-09-02,6100,Operating Expense,CC0014,PC004,-8324.97,USD,9,2026
JRN0000669,2026-02-12,4000,Revenue,CC0012,PC002,44651.97,USD,2,2026
JRN0000670,2026-01-26,6200,Operating Expense,CC0012,PC002,-11704.6,USD,1,2026
JRN0000671,2026-02-24,4000,Revenue,CC0005,PC005,28412.6,USD,2,2026
JRN0000672,2025-03-13,6100,Operating Expense,CC0002,PC002,-25352.14,USD,3,2025
JRN0000673,2026-01-05,6100,Operating Expense,CC0016,PC006,-25317.41,USD,1,2026
JRN0000674,2025-04-22,6100,Operating Expense,CC0003,PC003,-40728.24,USD,4,2025
JRN0000675,2025-12-08,6200,Operating Expense,CC0016,PC006,-45134.57,USD,12,2025
JRN0000676,2026-06-12,6200,Operating Expense,CC0008,PC008,-29523.35,USD,6,2026
JRN0000677,2025-07-07,5000,COGS,CC0007,PC007,-17504.63,USD,7,2025
JRN0000678,2026-08-19,4000,Revenue,CC0020,PC010,36679.39,USD,8,2026
JRN0000679,2026-04-11,4000,Revenue,CC0002,PC002,2096.09,USD,4,2026
JRN0000680,2026-10-06,6200,Operating Expense,CC0005,PC005,-12817.5,USD,10,2026
JRN0000681,2025-07-09,5000,COGS,CC0013,PC003,-37855.24,USD,7,2025
JRN0000682,2025-05-21,5000,COGS,CC0004,PC004,-4329.61,USD,5,2025
JRN0000683,2026-09-25,6100,Operating Expense,CC0013,PC003,-10481.2,USD,9,2026
JRN0000684,2026-01-25,5000,COGS,CC0020,PC010,-22029.91,USD,1,2026
JRN0000685,2026-02-24,6100,Operating Expense,CC0009,PC009,-44495.34,USD,2,2026
JRN0000686,2026-06-13,5000,COGS,CC0016,PC006,-23085.68,USD,6,2026
JRN0000687,2026-04-02,5000,COGS,CC0017,PC007,-16283.27,USD,4,2026
JRN0000688,2026-11-28,6200,Operating Expense,CC0018,PC008,-49760.35,USD,11,2026
JRN0000689,2026-12-17,5000,COGS,CC0012,PC002,-10682.25,USD,12,2026
JRN0000690,2025-07-15,4000,Revenue,CC0013,PC003,46190.44,USD,7,2025
JRN0000691,2025-05-14,6200,Operating Expense,CC0014,PC004,-22887.21,USD,5,2025
JRN0000692,2026-09-06,5000,COGS,CC0017,PC007,-27519.08,USD,9,2026
JRN0000693,2026-07-09,4000,Revenue,CC0018,PC008,7879.72,USD,7,2026
JRN0000694,2025-11-19,6200,Operating Expense,CC0018,PC008,-7172.89,USD,11,2025
JRN0000695,2025-03-25,6200,Operating Expense,CC0004,PC004,-18795.26,USD,3,2025
JRN0000696,2026-09-04,6100,Operating Expense,CC0014,PC004,-3009.44,USD,9,2026
JRN0000697,2026-02-21,6200,Operating Expense,CC0005,PC005,-28332.59,USD,2,2026
JRN0000698,2026-08-06,4000,Revenue,CC0019,PC009,22628.55,USD,8,2026
JRN0000699,2026-01-30,6100,Operating Expense,CC0003,PC003,-49403.06,USD,1,2026
JRN0000700,2026-09-09,6100,Operating Expense,CC0013,PC003,-26999.6,USD,9,2026
JRN0000701,2025-03-31,5000,COGS,CC0004,PC004,-16374.44,USD,3,2025
JRN0000702,2025-08-30,6200,Operating Expense,CC0015,PC005,-6685.08,USD,8,2025
JRN0000703,2025-11-01,5000,COGS,CC0016,PC006,-17635.9,USD,11,2025
JRN0000704,2026-03-21,6100,Operating Expense,CC0015,PC005,-30904.78,USD,3,2026
JRN0000705,2026-11-20,6200,Operating Expense,CC0019,PC009,-7811.23,USD,11,2026
JRN0000706,2025-08-20,6100,Operating Expense,CC0017,PC007,-30237.01,USD,8,2025
JRN0000707,2025-09-28,4000,Revenue,CC0005,PC005,19148.22,USD,9,2025
JRN0000708,2026-01-31,4000,Revenue,CC0004,PC004,35080.23,USD,1,2026
JRN0000709,2026-03-02,4000,Revenue,CC0013,PC003,25939.44,USD,3,2026
JRN0000710,2026-09-17,5000,COGS,CC0008,PC008,-45472.75,USD,9,2026
JRN0000711,2026-04-20,6200,Operating Expense,CC0012,PC002,-15090.57,USD,4,2026
JRN0000712,2025-06-20,5000,COGS,CC0019,PC009,-30435.01,USD,6,2025
JRN0000713,2026-01-30,6200,Operating Expense,CC0002,PC002,-31216.54,USD,1,2026
JRN0000714,2026-07-14,6100,Operating Expense,CC0008,PC008,-25033.63,USD,7,2026
JRN0000715,2026-09-09,6100,Operating Expense,CC0012,PC002,-1976.04,USD,9,2026
JRN0000716,2026-07-31,6200,Operating Expense,CC0008,PC008,-38725.39,USD,7,2026
JRN0000717,2025-12-12,4000,Revenue,CC0012,PC002,43318.54,USD,12,2025
JRN0000718,2025-04-08,4000,Revenue,CC0013,PC003,21807.35,USD,4,2025
JRN0000719,2026-08-10,6100,Operating Expense,CC0018,PC008,-41205.73,USD,8,2026
JRN0000720,2026-08-16,6100,Operating Expense,CC0009,PC009,-6028.55,USD,8,2026
JRN0000721,2025-07-01,6100,Operating Expense,CC0001,PC001,-42461.35,USD,7,2025
JRN0000722,2026-04-18,5000,COGS,CC0007,PC007,-44429.62,USD,4,2026
JRN0000723,2025-04-11,5000,COGS,CC0014,PC004,-32290.26,USD,4,2025
JRN0000724,2025-05-23,5000,COGS,CC0017,PC007,-24296.6,USD,5,2025
JRN0000725,2025-08-06,5000,COGS,CC0011,PC001,-35467.65,USD,8,2025
JRN0000726,2026-12-25,5000,COGS,CC0014,PC004,-19831.76,USD,12,2026
JRN0000727,2025-07-11,4000,Revenue,CC0003,PC003,39494.35,USD,7,2025
JRN0000728,2026-08-17,4000,Revenue,CC0014,PC004,36694.6,USD,8,2026
JRN0000729,2026-02-12,6100,Operating Expense,CC0015,PC005,-23315.39,USD,2,2026
JRN0000730,2025-05-17,5000,COGS,CC0015,PC005,-15452.21,USD,5,2025
JRN0000731,2026-06-18,6100,Operating Expense,CC0010,PC010,-19984.19,USD,6,2026
JRN0000732,2025-01-23,6100,Operating Expense,CC0007,PC007,-25168.76,USD,1,2025
JRN0000733,2026-11-20,4000,Revenue,CC0002,PC002,10017.74,USD,11,2026
JRN0000734,2025-10-03,5000,COGS,CC0003,PC003,-33517.61,USD,10,2025
JRN0000735,2025-09-28,6100,Operating Expense,CC0008,PC008,-33586.77,USD,9,2025
JRN0000736,2026-12-15,6200,Operating Expense,CC0008,PC008,-39726.21,USD,12,2026
JRN0000737,2025-01-14,5000,COGS,CC0012,PC002,-35977.88,USD,1,2025
JRN0000738,2026-09-30,4000,Revenue,CC0004,PC004,11918.29,USD,9,2026
JRN0000739,2025-09-14,4000,Revenue,CC0009,PC009,45988.64,USD,9,2025
JRN0000740,2025-08-24,5000,COGS,CC0008,PC008,-39759.0,USD,8,2025
JRN0000741,2025-09-26,6100,Operating Expense,CC0006,PC006,-23678.61,USD,9,2025
JRN0000742,2025-08-06,5000,COGS,CC0018,PC008,-45783.8,USD,8,2025
JRN0000743,2025-09-11,6200,Operating Expense,CC0019,PC009,-428.37,USD,9,2025
JRN0000744,2025-07-22,5000,COGS,CC0013,PC003,-29380.51,USD,7,2025
JRN0000745,2026-07-13,6100,Operating Expense,CC0018,PC008,-47018.2,USD,7,2026
JRN0000746,2026-10-25,6200,Operating Expense,CC0010,PC010,-41662.41,USD,10,2026
JRN0000747,2025-04-01,4000,Revenue,CC0006,PC006,4943.33,USD,4,2025
JRN0000748,2025-01-02,4000,Revenue,CC0006,PC006,48506.87,USD,1,2025
JRN0000749,2025-06-06,6200,Operating Expense,CC0009,PC009,-29051.54,USD,6,2025
JRN0000750,2025-01-21,4000,Revenue,CC0012,PC002,41781.58,USD,1,2025
JRN0000751,2026-12-08,6200,Operating Expense,CC0020,PC010,-25819.16,USD,12,2026
JRN0000752,2026-07-08,6200,Operating Expense,CC0014,PC004,-11857.57,USD,7,2026
JRN0000753,2026-03-16,4000,Revenue,CC0011,PC001,21090.8,USD,3,2026
JRN0000754,2025-05-05,6100,Operating Expense,CC0018,PC008,-46626.79,USD,5,2025
JRN0000755,2026-10-11,6200,Operating Expense,CC0007,PC007,-32785.06,USD,10,2026
JRN0000756,2026-04-20,6100,Operating Expense,CC0009,PC009,-516.85,USD,4,2026
JRN0000757,2026-12-27,6100,Operating Expense,CC0004,PC004,-2673.27,USD,12,2026
JRN0000758,2025-12-13,6100,Operating Expense,CC0005,PC005,-11270.95,USD,12,2025
JRN0000759,2025-08-27,6100,Operating Expense,CC0013,PC003,-42459.41,USD,8,2025
JRN0000760,2026-09-19,5000,COGS,CC0002,PC002,-21699.49,USD,9,2026
JRN0000761,2026-08-29,4000,Revenue,CC0013,PC003,41978.84,USD,8,2026
JRN0000762,2026-07-15,4000,Revenue,CC0013,PC003,39810.63,USD,7,2026
JRN0000763,2026-01-29,5000,COGS,CC0016,PC006,-1596.36,USD,1,2026
JRN0000764,2025-07-01,6200,Operating Expense,CC0008,PC008,-6093.56,USD,7,2025
JRN0000765,2025-08-06,5000,COGS,CC0009,PC009,-7717.34,USD,8,2025
JRN0000766,2025-12-21,4000,Revenue,CC0015,PC005,34283.51,USD,12,2025
JRN0000767,2026-07-17,6200,Operating Expense,CC0002,PC002,-1070.39,USD,7,2026
JRN0000768,2025-06-18,6200,Operating Expense,CC0010,PC010,-20282.58,USD,6,2025
JRN0000769,2025-09-18,6200,Operating Expense,CC0007,PC007,-5262.78,USD,9,2025
JRN0000770,2026-05-27,5000,COGS,CC0003,PC003,-27277.54,USD,5,2026
JRN0000771,2025-12-25,6100,Operating Expense,CC0007,PC007,-32623.16,USD,12,2025
JRN0000772,2025-04-08,6100,Operating Expense,CC0007,PC007,-15998.38,USD,4,2025
JRN0000773,2025-07-15,4000,Revenue,CC0020,PC010,15163.86,USD,7,2025
JRN0000774,2026-01-29,4000,Revenue,CC0017,PC007,38895.18,USD,1,2026
JRN0000775,2026-11-03,6200,Operating Expense,CC0016,PC006,-23245.09,USD,11,2026
JRN0000776,2025-03-04,6100,Operating Expense,CC0017,PC007,-2687.11,USD,3,2025
JRN0000777,2026-07-23,5000,COGS,CC0009,PC009,-22739.13,USD,7,2026
JRN0000778,2026-11-27,5000,COGS,CC0003,PC003,-29771.84,USD,11,2026
JRN0000779,2025-08-31,4000,Revenue,CC0013,PC003,13466.16,USD,8,2025
JRN0000780,2026-08-03,4000,Revenue,CC0015,PC005,15635.35,USD,8,2026
JRN0000781,2025-09-26,5000,COGS,CC0019,PC009,-16833.38,USD,9,2025
JRN0000782,2026-05-24,6100,Operating Expense,CC0016,PC006,-41905.42,USD,5,2026
JRN0000783,2026-06-17,5000,COGS,CC0007,PC007,-41493.45,USD,6,2026
JRN0000784,2025-10-21,6100,Operating Expense,CC0010,PC010,-47877.62,USD,10,2025
JRN0000785,2025-08-28,6100,Operating Expense,CC0020,PC010,-40249.57,USD,8,2025
JRN0000786,2025-09-26,6200,Operating Expense,CC0011,PC001,-8384.86,USD,9,2025
JRN0000787,2026-11-24,6200,Operating Expense,CC0014,PC004,-48232.34,USD,11,2026
JRN0000788,2025-11-21,6100,Operating Expense,CC0016,PC006,-813.27,USD,11,2025
JRN0000789,2025-06-19,4000,Revenue,CC0015,PC005,30466.0,USD,6,2025
JRN0000790,2025-01-05,5000,COGS,CC0010,PC010,-2639.27,USD,1,2025
JRN0000791,2025-11-27,6100,Operating Expense,CC0001,PC001,-30210.73,USD,11,2025
JRN0000792,2025-04-23,6100,Operating Expense,CC0005,PC005,-5517.65,USD,4,2025
JRN0000793,2026-04-27,6100,Operating Expense,CC0014,PC004,-48322.27,USD,4,2026
JRN0000794,2025-05-19,4000,Revenue,CC0007,PC007,48703.61,USD,5,2025
JRN0000795,2026-10-05,4000,Revenue,CC0004,PC004,39099.53,USD,10,2026
JRN0000796,2026-10-21,6100,Operating Expense,CC0013,PC003,-7933.78,USD,10,2026
JRN0000797,2025-06-06,4000,Revenue,CC0007,PC007,5017.03,USD,6,2025
JRN0000798,2025-09-10,4000,Revenue,CC0006,PC006,14410.63,USD,9,2025
JRN0000799,2025-11-10,6100,Operating Expense,CC0006,PC006,-36034.33,USD,11,2025
JRN0000800,2026-08-10,4000,Revenue,CC0009,PC009,22780.15,USD,8,2026
JRN0000801,2026-08-19,5000,COGS,CC0016,PC006,-31667.81,USD,8,2026
JRN0000802,2026-10-29,5000,COGS,CC0008,PC008,-30847.27,USD,10,2026
JRN0000803,2026-01-15,5000,COGS,CC0005,PC005,-18595.0,USD,1,2026
JRN0000804,2025-04-18,6200,Operating Expense,CC0018,PC008,-47279.68,USD,4,2025
JRN0000805,2025-06-21,4000,Revenue,CC0019,PC009,39672.03,USD,6,2025
JRN0000806,2026-01-05,6100,Operating Expense,CC0014,PC004,-5939.84,USD,1,2026
JRN0000807,2026-04-15,6100,Operating Expense,CC0002,PC002,-6741.85,USD,4,2026
JRN0000808,2025-03-27,4000,Revenue,CC0020,PC010,32202.6,USD,3,2025
JRN0000809,2026-02-18,4000,Revenue,CC0005,PC005,40757.31,USD,2,2026
JRN0000810,2025-03-30,5000,COGS,CC0016,PC006,-7216.99,USD,3,2025
JRN0000811,2026-12-24,5000,COGS,CC0006,PC006,-10287.98,USD,12,2026
JRN0000812,2026-03-13,6100,Operating Expense,CC0003,PC003,-6210.65,USD,3,2026
JRN0000813,2026-02-16,5000,COGS,CC0004,PC004,-7580.67,USD,2,2026
JRN0000814,2026-01-11,6100,Operating Expense,CC0004,PC004,-33720.34,USD,1,2026
JRN0000815,2026-05-04,6200,Operating Expense,CC0005,PC005,-31377.71,USD,5,2026
JRN0000816,2026-02-06,4000,Revenue,CC0004,PC004,10758.55,USD,2,2026
JRN0000817,2025-02-28,6200,Operating Expense,CC0001,PC001,-28975.96,USD,2,2025
JRN0000818,2025-11-01,6200,Operating Expense,CC0010,PC010,-7019.18,USD,11,2025
JRN0000819,2025-12-01,5000,COGS,CC0014,PC004,-6902.49,USD,12,2025
JRN0000820,2025-08-12,6100,Operating Expense,CC0002,PC002,-49027.8,USD,8,2025
JRN0000821,2026-11-13,6100,Operating Expense,CC0007,PC007,-13563.55,USD,11,2026
JRN0000822,2026-03-28,6100,Operating Expense,CC0019,PC009,-40842.0,USD,3,2026
JRN0000823,2025-11-07,4000,Revenue,CC0010,PC010,23146.61,USD,11,2025
JRN0000824,2026-06-03,4000,Revenue,CC0018,PC008,2633.02,USD,6,2026
JRN0000825,2025-03-13,5000,COGS,CC0016,PC006,-3724.18,USD,3,2025
JRN0000826,2025-04-15,6100,Operating Expense,CC0015,PC005,-41866.65,USD,4,2025
JRN0000827,2026-07-11,5000,COGS,CC0003,PC003,-36019.79,USD,7,2026
JRN0000828,2026-03-01,4000,Revenue,CC0018,PC008,47727.53,USD,3,2026
JRN0000829,2025-06-08,4000,Revenue,CC0009,PC009,44728.66,USD,6,2025
JRN0000830,2025-02-24,4000,Revenue,CC0019,PC009,20928.8,USD,2,2025
JRN0000831,2025-11-28,6100,Operating Expense,CC0020,PC010,-24840.72,USD,11,2025
JRN0000832,2026-09-03,6100,Operating Expense,CC0008,PC008,-47282.66,USD,9,2026
JRN0000833,2026-01-25,4000,Revenue,CC0002,PC002,21838.49,USD,1,2026
JRN0000834,2025-04-25,6200,Operating Expense,CC0017,PC007,-13859.28,USD,4,2025
JRN0000835,2025-11-17,6200,Operating Expense,CC0004,PC004,-22863.91,USD,11,2025
JRN0000836,2025-07-27,6100,Operating Expense,CC0006,PC006,-49098.35,USD,7,2025
JRN0000837,2025-07-23,5000,COGS,CC0003,PC003,-30169.01,USD,7,2025
JRN0000838,2026-02-18,6200,Operating Expense,CC0002,PC002,-30809.46,USD,2,2026
JRN0000839,2026-05-02,6100,Operating Expense,CC0010,PC010,-31164.75,USD,5,2026
JRN0000840,2026-04-28,6200,Operating Expense,CC0015,PC005,-17520.53,USD,4,2026
JRN0000841,2025-03-01,6100,Operating Expense,CC0007,PC007,-29071.02,USD,3,2025
JRN0000842,2025-03-19,4000,Revenue,CC0005,PC005,43970.39,USD,3,2025
JRN0000843,2026-05-06,4000,Revenue,CC0016,PC006,21587.53,USD,5,2026
JRN0000844,2025-06-21,6200,Operating Expense,CC0016,PC006,-36219.37,USD,6,2025
JRN0000845,2025-05-21,6100,Operating Expense,CC0008,PC008,-27223.79,USD,5,2025
JRN0000846,2025-05-14,4000,Revenue,CC0016,PC006,1982.2,USD,5,2025
JRN0000847,2026-02-08,5000,COGS,CC0017,PC007,-2685.22,USD,2,2026
JRN0000848,2026-02-09,4000,Revenue,CC0005,PC005,5168.97,USD,2,2026
JRN0000849,2025-12-25,6100,Operating Expense,CC0012,PC002,-45546.77,USD,12,2025
JRN0000850,2026-01-07,6100,Operating Expense,CC0003,PC003,-46630.12,USD,1,2026
JRN0000851,2026-06-07,6100,Operating Expense,CC0007,PC007,-10586.25,USD,6,2026
JRN0000852,2025-07-16,6100,Operating Expense,CC0020,PC010,-25650.47,USD,7,2025
JRN0000853,2026-05-19,6200,Operating Expense,CC0010,PC010,-36313.07,USD,5,2026
JRN0000854,2026-12-02,5000,COGS,CC0013,PC003,-41874.43,USD,12,2026
JRN0000855,2026-12-23,4000,Revenue,CC0009,PC009,22292.37,USD,12,2026
JRN0000856,2026-09-09,4000,Revenue,CC0004,PC004,16891.25,USD,9,2026
JRN0000857,2026-03-29,5000,COGS,CC0018,PC008,-47426.65,USD,3,2026
JRN0000858,2025-01-15,6200,Operating Expense,CC0001,PC001,-25202.31,USD,1,2025
JRN0000859,2026-02-09,6100,Operating Expense,CC0006,PC006,-6394.24,USD,2,2026
JRN0000860,2025-05-04,6200,Operating Expense,CC0009,PC009,-35541.46,USD,5,2025
JRN0000861,2026-03-23,5000,COGS,CC0007,PC007,-46924.91,USD,3,2026
JRN0000862,2025-06-04,4000,Revenue,CC0003,PC003,12096.43,USD,6,2025
JRN0000863,2025-04-15,6100,Operating Expense,CC0016,PC006,-18812.62,USD,4,2025
JRN0000864,2026-09-20,5000,COGS,CC0003,PC003,-7325.74,USD,9,2026
JRN0000865,2026-08-17,6100,Operating Expense,CC0015,PC005,-29373.12,USD,8,2026
JRN0000866,2026-02-20,6200,Operating Expense,CC0003,PC003,-42612.73,USD,2,2026
JRN0000867,2025-06-23,4000,Revenue,CC0003,PC003,35436.88,USD,6,2025
JRN0000868,2026-08-25,4000,Revenue,CC0014,PC004,2416.38,USD,8,2026
JRN0000869,2025-12-09,4000,Revenue,CC0018,PC008,34122.31,USD,12,2025
JRN0000870,2026-03-30,6200,Operating Expense,CC0020,PC010,-32560.25,USD,3,2026
JRN0000871,2026-09-19,6200,Operating Expense,CC0009,PC009,-24059.23,USD,9,2026
JRN0000872,2026-08-12,6200,Operating Expense,CC0003,PC003,-3956.71,USD,8,2026
JRN0000873,2026-12-31,4000,Revenue,CC0002,PC002,15389.82,USD,12,2026
JRN0000874,2026-06-03,4000,Revenue,CC0013,PC003,16964.64,USD,6,2026
JRN0000875,2025-08-24,6200,Operating Expense,CC0010,PC010,-22841.85,USD,8,2025
JRN0000876,2025-12-06,5000,COGS,CC0004,PC004,-25981.59,USD,12,2025
JRN0000877,2026-10-20,5000,COGS,CC0007,PC007,-21439.41,USD,10,2026
JRN0000878,2026-03-19,5000,COGS,CC0006,PC006,-9343.81,USD,3,2026
JRN0000879,2025-11-02,4000,Revenue,CC0014,PC004,1867.47,USD,11,2025
JRN0000880,2025-09-25,4000,Revenue,CC0003,PC003,24064.76,USD,9,2025
JRN0000881,2025-12-23,6200,Operating Expense,CC0006,PC006,-35630.47,USD,12,2025
JRN0000882,2025-06-09,4000,Revenue,CC0007,PC007,4797.15,USD,6,2025
JRN0000883,2025-03-11,4000,Revenue,CC0001,PC001,29793.83,USD,3,2025
JRN0000884,2025-12-03,6200,Operating Expense,CC0009,PC009,-24608.66,USD,12,2025
JRN0000885,2026-08-21,5000,COGS,CC0012,PC002,-30808.58,USD,8,2026
JRN0000886,2026-02-19,6200,Operating Expense,CC0013,PC003,-5562.29,USD,2,2026
JRN0000887,2026-02-06,5000,COGS,CC0020,PC010,-30413.67,USD,2,2026
JRN0000888,2026-06-10,6100,Operating Expense,CC0014,PC004,-16721.73,USD,6,2026
JRN0000889,2026-08-05,6100,Operating Expense,CC0010,PC010,-49234.62,USD,8,2026
JRN0000890,2026-12-18,6100,Operating Expense,CC0005,PC005,-5800.59,USD,12,2026
JRN0000891,2025-08-13,4000,Revenue,CC0015,PC005,43934.87,USD,8,2025
JRN0000892,2026-05-21,6100,Operating Expense,CC0003,PC003,-11443.52,USD,5,2026
JRN0000893,2025-09-08,5000,COGS,CC0013,PC003,-822.91,USD,9,2025
JRN0000894,2026-12-25,4000,Revenue,CC0017,PC007,943.96,USD,12,2026
JRN0000895,2026-01-05,4000,Revenue,CC0013,PC003,4877.97,USD,1,2026
JRN0000896,2026-09-26,4000,Revenue,CC0002,PC002,16346.84,USD,9,2026
JRN0000897,2026-07-27,6100,Operating Expense,CC0011,PC001,-31286.89,USD,7,2026
JRN0000898,2025-08-13,6100,Operating Expense,CC0014,PC004,-40154.65,USD,8,2025
JRN0000899,2026-06-23,6200,Operating Expense,CC0007,PC007,-32068.39,USD,6,2026
JRN0000900,2025-10-19,6200,Operating Expense,CC0004,PC004,-22643.05,USD,10,2025
JRN0000901,2025-02-01,5000,COGS,CC0001,PC001,-25924.22,USD,2,2025
JRN0000902,2025-08-08,4000,Revenue,CC0014,PC004,1368.83,USD,8,2025
JRN0000903,2026-02-24,6200,Operating Expense,CC0007,PC007,-12872.47,USD,2,2026
JRN0000904,2026-03-18,5000,COGS,CC0009,PC009,-4066.14,USD,3,2026
JRN0000905,2026-05-16,6200,Operating Expense,CC0005,PC005,-21317.57,USD,5,2026
JRN0000906,2026-12-22,5000,COGS,CC0011,PC001,-2193.72,USD,12,2026
JRN0000907,2026-04-30,4000,Revenue,CC0016,PC006,3082.78,USD,4,2026
JRN0000908,2026-10-23,5000,COGS,CC0020,PC010,-13507.17,USD,10,2026
JRN0000909,2025-10-09,6200,Operating Expense,CC0016,PC006,-16059.93,USD,10,2025
JRN0000910,2025-06-12,4000,Revenue,CC0008,PC008,27067.2,USD,6,2025
JRN0000911,2025-07-01,6100,Operating Expense,CC0002,PC002,-21862.64,USD,7,2025
JRN0000912,2025-08-13,5000,COGS,CC0008,PC008,-12073.35,USD,8,2025
JRN0000913,2026-01-14,6200,Operating Expense,CC0013,PC003,-21903.79,USD,1,2026
JRN0000914,2025-10-08,4000,Revenue,CC0002,PC002,45886.66,USD,10,2025
JRN0000915,2026-07-07,6200,Operating Expense,CC0011,PC001,-5400.78,USD,7,2026
JRN0000916,2026-11-03,4000,Revenue,CC0011,PC001,37747.96,USD,11,2026
JRN0000917,2026-12-19,5000,COGS,CC0019,PC009,-10108.3,USD,12,2026
JRN0000918,2026-06-11,6200,Operating Expense,CC0003,PC003,-27174.92,USD,6,2026
JRN0000919,2025-10-06,5000,COGS,CC0015,PC005,-12992.19,USD,10,2025
JRN0000920,2025-03-03,6100,Operating Expense,CC0019,PC009,-19970.55,USD,3,2025
JRN0000921,2025-03-06,6200,Operating Expense,CC0010,PC010,-38453.82,USD,3,2025
JRN0000922,2025-02-26,6100,Operating Expense,CC0011,PC001,-43479.09,USD,2,2025
JRN0000923,2026-10-27,6100,Operating Expense,CC0003,PC003,-11331.49,USD,10,2026
JRN0000924,2025-09-24,5000,COGS,CC0016,PC006,-9039.13,USD,9,2025
JRN0000925,2025-10-08,6100,Operating Expense,CC0011,PC001,-11543.07,USD,10,2025
JRN0000926,2025-01-06,6200,Operating Expense,CC0001,PC001,-30985.18,USD,1,2025
JRN0000927,2026-01-24,6200,Operating Expense,CC0014,PC004,-24429.57,USD,1,2026
JRN0000928,2025-11-04,4000,Revenue,CC0001,PC001,49980.87,USD,11,2025
JRN0000929,2025-03-30,6200,Operating Expense,CC0015,PC005,-20433.59,USD,3,2025
JRN0000930,2025-06-04,6200,Operating Expense,CC0020,PC010,-17373.41,USD,6,2025
JRN0000931,2026-09-09,6100,Operating Expense,CC0017,PC007,-4770.76,USD,9,2026
JRN0000932,2025-11-27,5000,COGS,CC0006,PC006,-34187.94,USD,11,2025
JRN0000933,2025-07-16,6200,Operating Expense,CC0006,PC006,-21559.59,USD,7,2025
JRN0000934,2025-04-13,5000,COGS,CC0019,PC009,-7430.71,USD,4,2025
JRN0000935,2026-10-24,6200,Operating Expense,CC0017,PC007,-45230.51,USD,10,2026
JRN0000936,2026-06-27,5000,COGS,CC0020,PC010,-39883.32,USD,6,2026
JRN0000937,2025-07-18,4000,Revenue,CC0009,PC009,32029.42,USD,7,2025
JRN0000938,2026-05-12,5000,COGS,CC0007,PC007,-4899.92,USD,5,2026
JRN0000939,2025-06-26,6200,Operating Expense,CC0003,PC003,-12178.51,USD,6,2025
JRN0000940,2025-09-23,6200,Operating Expense,CC0013,PC003,-42417.44,USD,9,2025
JRN0000941,2025-08-27,6100,Operating Expense,CC0005,PC005,-10096.73,USD,8,2025
