Budget_ID,Fiscal_Year,Fiscal_Period,Cost_Center,Profit_Center,Budget_Revenue,Budget_Cost,Budget_Profit,Forecast_Revenue,Forecast_Cost
BUD0000747,2025,4,CC0009,PC009,678924.27,527852.52,151071.75,642115.35,509641.49
BUD0000748,2026,2,CC0016,PC006,526201.43,313479.14,212722.29,540115.23,320236.44
BUD0000749,2025,9,CC0019,PC009,272715.51,167055.13,105660.38,269296.29,163508.9
BUD0000750,2026,7,CC0018,PC008,543032.74,408083.05,134949.69,562323.43,416329.91
BUD0000751,2026,4,CC0017,PC007,236768.83,135917.72,100851.11,235462.95,141250.43
BUD0000752,2025,12,CC0005,PC005,266016.61,181242.98,84773.63,261383.44,183882.39
BUD0000753,2025,5,CC0010,PC010,530803.48,342099.45,188704.03,582316.38,350606.42
BUD0000754,2026,2,CC0003,PC003,472631.12,273260.35,199370.77,462791.1,290844.62
BUD0000755,2025,9,CC0008,PC008,364721.33,295830.7,68890.63,347501.29,314372.13
BUD0000756,2026,9,CC0012,PC002,192598.43,143395.53,49202.9,186272.5,146716.6
BUD0000757,2026,9,CC0015,PC005,417833.5,341950.22,75883.28,438842.87,350088.47
BUD0000758,2025,10,CC0018,PC008,314983.53,237745.46,77238.07,307708.81,256454.83
BUD0000759,2026,10,CC0017,PC007,560324.83,407468.68,152856.15,614250.26,432531.83
BUD0000760,2026,4,CC0008,PC008,723996.3,570102.59,153893.71,768765.96,561255.99
BUD0000761,2026,12,CC0015,PC005,634845.51,503354.11,131491.4,683661.05,537266.83
BUD0000762,2026,4,CC0017,PC007,482047.74,366827.18,115220.56,493188.44,369642.36
BUD0000763,2025,7,CC0007,PC007,572340.31,352653.49,219686.82,623963.93,372914.79
BUD0000764,2026,4,CC0007,PC007,729498.04,534485.75,195012.29,688902.92,564938.49
BUD0000765,2026,9,CC0011,PC001,329233.67,191431.02,137802.65,349612.76,200402.97
BUD0000766,2026,1,CC0009,PC009,407533.75,236606.63,170927.12,441413.45,229690.45
BUD0000767,2026,3,CC0012,PC002,707814.15,390182.0,317632.15,674194.65,404270.81
BUD0000768,2025,4,CC0001,PC001,254807.1,145678.14,109128.96,255607.0,153703.99
BUD0000769,2026,9,CC0015,PC005,338636.55,247655.6,90980.95,340891.8,250301.65
BUD0000770,2026,1,CC0005,PC005,209171.78,127761.56,81410.22,201038.01,127089.97
BUD0000771,2025,11,CC0005,PC005,551184.01,451548.31,99635.7,604072.8,449861.34
BUD0000772,2025,4,CC0006,PC006,377808.93,300837.77,76971.16,365868.69,295717.94
BUD0000773,2025,1,CC0006,PC006,740788.3,455791.56,284996.74,763540.15,473192.28
BUD0000774,2026,12,CC0001,PC001,243190.2,180262.96,62927.24,246367.63,190894.66
BUD0000775,2026,3,CC0011,PC001,172764.02,122126.53,50637.49,182952.28,128515.94
BUD0000776,2025,12,CC0004,PC004,597682.76,456182.74,141500.02,595198.57,481290.36
BUD0000777,2025,11,CC0002,PC002,363529.17,293413.91,70115.26,393418.32,305153.98
BUD0000778,2025,2,CC0011,PC001,608102.36,416325.96,191776.4,583470.76,433796.68
BUD0000779,2025,7,CC0013,PC003,495991.46,388098.74,107892.72,509498.96,408098.84
BUD0000780,2026,7,CC0019,PC009,468093.9,349782.23,118311.67,513198.33,367221.35
BUD0000781,2026,10,CC0010,PC010,687327.78,393428.94,293898.84,731283.21,413040.54
BUD0000782,2026,3,CC0001,PC001,90355.31,70956.83,19398.48,88337.75,69139.12
BUD0000783,2025,6,CC0010,PC010,323926.98,198474.88,125452.1,349122.9,200017.11
BUD0000784,2026,12,CC0004,PC004,497744.54,277684.47,220060.07,481227.28,264775.16
BUD0000785,2026,2,CC0001,PC001,486841.89,333193.38,153648.51,518487.47,353334.81
BUD0000786,2025,6,CC0013,PC003,75915.73,49473.02,26442.71,72451.67,51989.55
BUD0000787,2026,7,CC0019,PC009,615215.4,444530.8,170684.6,582269.04,470347.43
BUD0000788,2026,1,CC0015,PC005,693798.46,451044.92,242753.54,748061.89,479532.46
BUD0000789,2026,3,CC0009,PC009,462707.46,326056.04,136651.42,478191.97,332702.31
BUD0000790,2026,4,CC0005,PC005,52018.04,38008.76,14009.28,51383.84,38000.51
BUD0000791,2025,1,CC0018,PC008,716339.12,443195.74,273143.38,747420.62,468842.77
BUD0000792,2026,6,CC0014,PC004,340859.61,214688.34,126171.27,362237.48,230578.99
BUD0000793,2026,4,CC0019,PC009,555265.39,452412.87,102852.52,583405.27,440976.18
BUD0000794,2025,12,CC0009,PC009,67261.6,53716.82,13544.78,71269.26,54677.32
BUD0000795,2025,6,CC0008,PC008,686479.27,433262.12,253217.15,646826.03,453245.05
BUD0000796,2025,6,CC0008,PC008,51516.2,37235.31,14280.89,50809.28,37241.28
BUD0000797,2025,8,CC0015,PC005,666034.45,480440.54,185593.91,719756.99,466706.25
BUD0000798,2025,2,CC0008,PC008,491492.71,273906.11,217586.6,494603.55,266890.76
BUD0000799,2025,9,CC0017,PC007,56280.28,31436.33,24843.95,55150.88,32788.35
BUD0000800,2026,7,CC0013,PC003,144725.11,93561.52,51163.59,157459.94,96255.84
BUD0000801,2026,7,CC0020,PC010,622306.51,424831.04,197475.47,678152.22,411029.7
BUD0000802,2025,2,CC0009,PC009,515973.92,422521.32,93452.6,497165.28,437395.7
BUD0000803,2026,7,CC0019,PC009,184528.71,141496.81,43031.9,184935.17,142075.97
BUD0000804,2026,2,CC0002,PC002,350568.99,255600.62,94968.37,337090.1,249616.33
BUD0000805,2025,10,CC0017,PC007,381288.79,261730.45,119558.34,398387.11,260700.92
BUD0000806,2025,7,CC0006,PC006,296173.66,182638.17,113535.49,306573.65,197243.53
BUD0000807,2025,5,CC0014,PC004,481400.72,350643.53,130757.19,477760.33,342725.53
BUD0000808,2025,7,CC0002,PC002,698460.88,404252.46,294208.42,728935.41,408642.71
BUD0000809,2026,9,CC0011,PC001,119483.66,83646.0,35837.66,116488.84,81955.82
BUD0000810,2025,8,CC0014,PC004,180710.15,146320.67,34389.48,190807.82,142267.16
BUD0000811,2026,4,CC0016,PC006,140711.1,97532.81,43178.29,145635.21,102148.06
BUD0000812,2026,12,CC0005,PC005,76807.39,59717.38,17090.01,82060.95,64249.63
BUD0000813,2026,11,CC0001,PC001,152406.59,117066.57,35340.02,154303.37,112708.39
BUD0000814,2025,6,CC0004,PC004,189302.56,139689.43,49613.13,183706.39,140376.99
BUD0000815,2025,12,CC0020,PC010,515391.85,418170.92,97220.93,509339.61,433833.25
BUD0000816,2025,5,CC0016,PC006,628646.5,441929.35,186717.15,603881.73,470295.64
BUD0000817,2026,1,CC0014,PC004,475039.5,322158.74,152880.76,518733.72,340755.86
BUD0000818,2026,8,CC0018,PC008,313952.62,222835.28,91117.34,343226.81,238421.99
BUD0000819,2025,2,CC0008,PC008,599705.38,394484.49,205220.89,647700.34,421451.12
BUD0000820,2025,6,CC0012,PC002,378218.35,301554.16,76664.19,401617.34,287126.75
BUD0000821,2026,12,CC0007,PC007,299041.38,189206.03,109835.35,286275.17,181023.01
BUD0000822,2025,12,CC0016,PC006,685228.42,509959.27,175269.15,673587.74,493932.07
BUD0000823,2025,6,CC0001,PC001,80177.92,50288.61,29889.31,79219.87,50861.2
BUD0000824,2026,6,CC0014,PC004,546559.19,308528.53,238030.66,541247.31,323984.95
BUD0000825,2026,3,CC0018,PC008,578315.29,469600.89,108714.4,629357.13,450870.31
BUD0000826,2026,1,CC0018,PC008,259103.46,207597.49,51505.97,261273.16,207006.01
BUD0000827,2025,1,CC0005,PC005,442554.05,296534.27,146019.78,476214.79,293226.63
BUD0000828,2025,4,CC0007,PC007,51845.52,34583.91,17261.61,56975.78,35024.68
BUD0000829,2026,12,CC0008,PC008,217108.81,167924.14,49184.67,235644.18,166999.39
BUD0000830,2025,10,CC0003,PC003,270509.11,219017.75,51491.36,287294.28,215046.14
BUD0000831,2025,10,CC0010,PC010,416739.78,318465.11,98274.67,452088.11,341267.25
BUD0000832,2025,5,CC0009,PC009,606771.82,395769.24,211002.58,590748.24,419911.83
BUD0000833,2026,12,CC0015,PC005,302635.32,177774.1,124861.22,320131.78,181192.05
BUD0000834,2026,9,CC0015,PC005,225573.33,131988.44,93584.89,219798.96,126862.41
BUD0000835,2026,3,CC0010,PC010,251791.26,147198.89,104592.37,275144.45,157145.45
BUD0000836,2025,9,CC0002,PC002,267488.59,208061.99,59426.6,252187.79,201504.13
BUD0000837,2025,8,CC0015,PC005,176616.88,131932.1,44684.78,181162.11,135378.47
BUD0000838,2025,10,CC0012,PC002,228540.23,172547.24,55992.99,245670.24,183929.18
BUD0000839,2026,7,CC0004,PC004,617978.68,419028.28,198950.4,663182.7,408048.63
BUD0000840,2026,3,CC0009,PC009,316867.61,216221.01,100646.6,326359.65,217492.11
BUD0000841,2026,6,CC0006,PC006,325207.5,211379.97,113827.53,330810.41,213151.48
BUD0000842,2026,6,CC0001,PC001,267430.57,155940.89,111489.68,258894.85,157213.85
BUD0000843,2025,5,CC0010,PC010,681730.55,419010.92,262719.63,674928.52,400577.23
BUD0000844,2026,3,CC0009,PC009,290516.71,192826.52,97690.19,302115.18,192554.87
BUD0000845,2025,5,CC0015,PC005,118745.43,75139.5,43605.93,125261.26,74733.47
BUD0000846,2025,12,CC0007,PC007,162009.4,96363.67,65645.73,163497.12,99544.53
BUD0000847,2026,8,CC0009,PC009,170216.46,120855.4,49361.06,163050.64,119759.67
BUD0000848,2026,10,CC0011,PC001,131494.55,90763.52,40731.03,125753.5,95318.52
BUD0000849,2025,10,CC0017,PC007,279432.08,208010.6,71421.48,303646.65,220697.36
BUD0000850,2026,11,CC0012,PC002,602965.91,400768.45,202197.46,613191.67,418682.53
BUD0000851,2026,5,CC0016,PC006,551863.72,404227.71,147636.01,549503.71,417207.25
BUD0000852,2025,9,CC0020,PC010,453937.29,283694.12,170243.17,462894.39,270402.72
BUD0000853,2025,6,CC0001,PC001,542625.74,398736.97,143888.77,567815.96,400349.81
BUD0000854,2026,3,CC0006,PC006,480144.38,343850.26,136294.12,457554.14,359775.67
BUD0000855,2025,5,CC0016,PC006,701242.54,535221.77,166020.77,734357.76,525887.01
BUD0000856,2025,5,CC0010,PC010,722690.78,468614.06,254076.72,731123.89,480608.65
BUD0000857,2025,8,CC0017,PC007,561051.01,382500.85,178550.16,571271.22,407761.46
BUD0000858,2026,2,CC0004,PC004,228384.36,170861.8,57522.56,240146.51,182963.11
BUD0000859,2026,2,CC0004,PC004,225986.2,170637.42,55348.78,242018.73,170031.32
BUD0000860,2026,3,CC0010,PC010,385533.03,261162.61,124370.42,372472.14,276081.76
BUD0000861,2025,5,CC0012,PC002,527881.73,409391.4,118490.33,541041.1,409763.73
BUD0000862,2025,11,CC0015,PC005,439201.58,336467.96,102733.62,435560.6,356479.39
BUD0000863,2025,12,CC0012,PC002,717726.81,505394.62,212332.19,714334.68,514920.13
BUD0000864,2026,4,CC0002,PC002,664942.43,492411.34,172531.09,720635.98,525817.72
BUD0000865,2026,7,CC0005,PC005,95325.7,58341.19,36984.51,97965.78,61916.5
BUD0000866,2026,2,CC0016,PC006,294753.87,178938.28,115815.59,277286.35,176327.91
BUD0000867,2025,12,CC0002,PC002,730999.8,446451.52,284548.28,711684.56,430229.03
BUD0000868,2025,12,CC0014,PC004,131929.64,93037.26,38892.38,130017.88,98517.47
BUD0000869,2026,5,CC0008,PC008,174157.41,110406.75,63750.66,186101.84,104928.98
BUD0000870,2026,4,CC0010,PC010,633745.16,453996.35,179748.81,670622.1,457769.11
BUD0000871,2025,4,CC0004,PC004,471493.67,301797.8,169695.87,445072.56,310409.99
BUD0000872,2026,2,CC0019,PC009,537484.07,400786.57,136697.5,517104.12,387971.1
BUD0000873,2026,6,CC0010,PC010,488938.21,371358.38,117579.83,463349.64,384372.82
BUD0000874,2025,12,CC0003,PC003,106759.96,68277.21,38482.75,108246.24,73221.07
BUD0000875,2025,4,CC0004,PC004,141289.35,82718.92,58570.43,146195.96,88522.76
BUD0000876,2026,2,CC0015,PC005,542655.59,391676.69,150978.9,522026.0,416995.71
BUD0000877,2025,3,CC0018,PC008,613473.52,450635.49,162838.03,619006.6,456977.67
BUD0000878,2025,6,CC0006,PC006,454699.47,350592.92,104106.55,435347.68,364239.68
BUD0000879,2026,5,CC0005,PC005,522190.71,355083.26,167107.45,540513.85,378817.1
BUD0000880,2025,3,CC0001,PC001,357553.99,228672.98,128881.01,344787.24,217673.3
BUD0000881,2025,11,CC0020,PC010,585540.85,411796.43,173744.42,605590.18,442991.33
BUD0000882,2025,8,CC0011,PC001,461526.14,282714.99,178811.15,460768.24,287080.58
BUD0000883,2025,5,CC0013,PC003,73737.63,59431.98,14305.65,70852.54,61518.21
BUD0000884,2026,4,CC0019,PC009,385186.27,246537.33,138648.94,363699.44,234387.94
BUD0000885,2025,1,CC0010,PC010,116181.29,70076.98,46104.31,120142.94,74652.74
BUD0000886,2026,7,CC0002,PC002,206940.56,141264.3,65676.26,220888.36,149624.63
BUD0000887,2025,8,CC0013,PC003,488018.63,297719.38,190299.25,508699.94,306066.32
BUD0000888,2026,11,CC0018,PC008,394564.01,314742.67,79821.34,407855.27,299708.93
BUD0000889,2025,12,CC0019,PC009,363501.5,200955.82,162545.68,383897.33,199386.8
BUD0000890,2026,7,CC0015,PC005,320054.1,213585.12,106468.98,322655.49,210823.59
BUD0000891,2025,9,CC0016,PC006,64981.88,45952.62,19029.26,64644.15,48726.25
BUD0000892,2025,8,CC0017,PC007,277930.79,156391.02,121539.77,288349.3,166630.07
BUD0000893,2026,4,CC0014,PC004,708722.96,542456.08,166266.88,778017.26,538912.39
BUD0000894,2025,7,CC0008,PC008,627960.12,440806.03,187154.09,685673.31,419664.04
BUD0000895,2025,12,CC0017,PC007,687168.69,387646.46,299522.23,654520.29,403367.35
BUD0000896,2025,11,CC0011,PC001,732372.17,552839.79,179532.38,770916.45,560470.39
BUD0000897,2025,9,CC0005,PC005,325870.88,221637.98,104232.9,335899.97,221263.32
BUD0000898,2026,2,CC0005,PC005,299817.8,210878.54,88939.26,305918.65,210954.35
BUD0000899,2026,1,CC0007,PC007,476955.97,333685.97,143270.0,468899.83,336082.62
BUD0000900,2025,12,CC0011,PC001,577389.05,381798.0,195591.05,550841.48,378979.2
BUD0000901,2025,2,CC0018,PC008,242236.97,164770.9,77466.07,265920.66,162382.24
BUD0000902,2026,6,CC0004,PC004,551164.3,363121.2,188043.1,559714.08,361926.98
BUD0000903,2026,10,CC0005,PC005,734086.51,579717.91,154368.6,700646.54,613909.03
BUD0000904,2025,11,CC0008,PC008,537170.95,387939.11,149231.84,525855.39,380694.08
BUD0000905,2025,10,CC0012,PC002,559158.79,451714.69,107444.1,538688.9,452014.26
BUD0000906,2026,9,CC0006,PC006,549734.77,426267.55,123467.22,553131.93,429796.4
BUD0000907,2025,1,CC0013,PC003,518606.37,328275.22,190331.15,497210.02,319596.84
BUD0000908,2026,9,CC0018,PC008,346540.31,229187.43,117352.88,368832.55,223900.94
BUD0000909,2026,11,CC0011,PC001,717247.1,459228.23,258018.87,718425.8,493879.83
BUD0000910,2025,3,CC0019,PC009,630340.6,443336.19,187004.41,604867.79,440044.05
BUD0000911,2026,2,CC0016,PC006,129427.72,78532.4,50895.32,129360.13,80553.24
BUD0000912,2025,5,CC0016,PC006,406081.78,318455.2,87626.58,421451.55,313388.16
BUD0000913,2026,11,CC0007,PC007,642681.28,372501.77,270179.51,628529.44,381033.13
BUD0000914,2025,1,CC0004,PC004,56759.83,36391.11,20368.72,59644.6,38976.88
BUD0000915,2026,7,CC0018,PC008,301585.87,175703.19,125882.68,326472.35,172193.12
BUD0000916,2025,1,CC0006,PC006,586910.92,420982.8,165928.12,555344.84,440126.41
BUD0000917,2026,6,CC0004,PC004,113681.93,83404.18,30277.75,116288.95,84993.17
BUD0000918,2025,7,CC0002,PC002,446133.44,261290.14,184843.3,482041.98,280147.4
BUD0000919,2026,11,CC0001,PC001,693583.44,555940.13,137643.31,750333.95,558762.83
BUD0000920,2025,10,CC0006,PC006,246557.84,173220.42,73337.42,241787.04,182847.35
BUD0000921,2025,10,CC0014,PC004,97192.83,56695.6,40497.23,97614.43,56215.55
BUD0000922,2026,9,CC0011,PC001,506343.4,355741.26,150602.14,515269.27,344019.38
BUD0000923,2026,3,CC0015,PC005,501516.66,331797.62,169719.04,520325.08,350907.44
BUD0000924,2026,8,CC0006,PC006,709795.24,549308.54,160486.7,780179.53,554776.62
BUD0000925,2026,7,CC0001,PC001,271438.55,207514.7,63923.85,292571.08,208655.55
BUD0000926,2025,10,CC0001,PC001,319364.51,176774.66,142589.85,340498.7,183890.79
BUD0000927,2025,12,CC0001,PC001,346752.16,221097.18,125654.98,362271.79,235420.9
BUD0000928,2026,7,CC0012,PC002,745499.53,440576.16,304923.37,807557.53,421308.5
BUD0000929,2026,7,CC0019,PC009,573973.72,466129.33,107844.39,542363.07,475405.92
BUD0000930,2025,12,CC0015,PC005,190324.76,147206.45,43118.31,190295.35,155676.81
BUD0000931,2026,4,CC0007,PC007,152392.48,106981.18,45411.3,167320.94,112516.34
BUD0000932,2026,3,CC0006,PC006,317988.6,224079.29,93909.31,344607.5,228414.37
BUD0000933,2026,12,CC0015,PC005,620178.06,468090.78,152087.28,646804.05,497110.23
BUD0000934,2025,2,CC0005,PC005,640270.35,408437.77,231832.58,620430.99,406519.1
BUD0000935,2026,5,CC0004,PC004,514470.38,299345.87,215124.51,531034.61,313879.7
BUD0000936,2025,2,CC0007,PC007,339104.71,214850.56,124254.15,366535.81,219462.35
BUD0000937,2026,8,CC0009,PC009,533412.84,395666.08,137746.76,562562.76,414776.79
BUD0000938,2025,3,CC0007,PC007,416780.66,250176.8,166603.86,425290.94,246323.79
BUD0000939,2025,1,CC0017,PC007,87389.03,68876.72,18512.31,93427.6,72645.8
BUD0000940,2026,9,CC0006,PC006,546238.43,370659.01,175579.42,521905.58,400223.85
BUD0000941,2026,11,CC0010,PC010,98528.27,65939.03,32589.24,104344.97,62703.83
BUD0000942,2026,7,CC0007,PC007,114151.77,64934.48,49217.29,115978.35,61766.43
BUD0000943,2026,1,CC0014,PC004,533497.17,433419.29,100077.88,521563.4,414756.41
BUD0000944,2026,11,CC0004,PC004,623469.69,473683.21,149786.48,590048.3,465258.37
BUD0000945,2025,7,CC0017,PC007,639985.41,499535.58,140449.83,632593.45,516615.72
BUD0000946,2025,8,CC0018,PC008,458551.82,334386.37,124165.45,484881.96,354794.63
BUD0000947,2025,5,CC0011,PC001,186611.87,111600.18,75011.69,180043.4,111090.32
BUD0000948,2026,10,CC0008,PC008,95922.92,76500.55,19422.37,102110.44,81489.38
BUD0000949,2025,1,CC0018,PC008,557571.34,429560.98,128010.36,590729.13,428543.43
BUD0000950,2025,7,CC0006,PC006,518215.38,326832.13,191383.25,562140.74,343973.65
BUD0000951,2025,10,CC0016,PC006,733160.34,501709.07,231451.27,709378.84,510063.05
BUD0000952,2025,12,CC0006,PC006,600797.95,400485.06,200312.89,620198.19,424284.17
BUD0000953,2025,7,CC0009,PC009,299079.76,228921.99,70157.77,291788.68,224244.49
BUD0000954,2025,3,CC0004,PC004,405911.41,281922.4,123989.01,403855.78,279150.68
BUD0000955,2026,6,CC0002,PC002,176248.56,97056.99,79191.57,177784.73,92357.74
BUD0000956,2026,12,CC0017,PC007,136091.78,76774.82,59316.96,145463.78,74059.93
BUD0000957,2026,10,CC0011,PC001,369943.87,266806.23,103137.64,389037.26,255701.44
BUD0000958,2025,7,CC0018,PC008,504280.98,347834.58,156446.4,552328.69,330807.13
BUD0000959,2026,7,CC0019,PC009,537449.71,340017.18,197432.53,579336.86,333529.18
BUD0000960,2026,4,CC0004,PC004,178857.5,144278.69,34578.81,185914.37,152338.06
BUD0000961,2026,9,CC0011,PC001,422496.76,328649.07,93847.69,407711.31,337706.07
BUD0000962,2026,12,CC0009,PC009,281026.16,174541.33,106484.83,274784.95,167094.8
BUD0000963,2025,7,CC0017,PC007,549674.21,422144.76,127529.45,560556.04,443333.78
BUD0000964,2025,11,CC0019,PC009,567712.41,450651.61,117060.8,578892.1,444274.76
BUD0000965,2026,3,CC0018,PC008,520069.39,381845.53,138223.86,533753.83,363374.42
BUD0000966,2025,2,CC0017,PC007,258924.31,175273.48,83650.83,244451.04,169223.75
BUD0000967,2025,3,CC0008,PC008,209897.95,123950.98,85946.97,216189.53,132356.86
BUD0000968,2026,1,CC0006,PC006,540043.92,303549.83,236494.09,520382.06,301341.23
BUD0000969,2025,10,CC0015,PC005,620539.16,476115.05,144424.11,632987.61,458717.43
BUD0000970,2025,1,CC0002,PC002,176965.15,109411.93,67553.22,184265.97,110948.59
BUD0000971,2025,4,CC0014,PC004,721803.03,553288.87,168514.16,780448.88,591999.17
BUD0000972,2025,12,CC0001,PC001,686965.54,544836.59,142128.95,695861.51,582243.52
BUD0000973,2025,12,CC0002,PC002,599569.42,360024.4,239545.02,643274.72,363095.5
BUD0000974,2026,11,CC0003,PC003,625243.26,442019.75,183223.51,672950.33,449757.89
BUD0000975,2026,7,CC0005,PC005,553303.82,349037.25,204266.57,564542.55,334039.72
BUD0000976,2025,11,CC0012,PC002,554690.37,380343.42,174346.95,577653.66,385495.08
BUD0000977,2026,6,CC0012,PC002,491134.2,396560.8,94573.4,514474.24,408780.77
BUD0000978,2025,11,CC0016,PC006,747607.07,515554.5,232052.57,803126.78,517395.49
BUD0000979,2025,8,CC0003,PC003,631709.33,492425.35,139283.98,651642.69,512461.66
BUD0000980,2026,8,CC0020,PC010,88688.8,55202.6,33486.2,84352.37,55481.71
BUD0000981,2026,6,CC0008,PC008,567064.83,320771.81,246293.02,603420.02,338574.37
BUD0000982,2026,11,CC0014,PC004,554767.55,407761.48,147006.07,583764.83,399180.02
BUD0000983,2026,1,CC0006,PC006,117068.1,65153.58,51914.52,120113.82,64227.61
BUD0000984,2026,7,CC0018,PC008,707068.33,545315.27,161753.06,680206.31,560918.44
BUD0000985,2026,3,CC0019,PC009,443965.24,299921.3,144043.94,451935.65,313356.64
BUD0000986,2026,2,CC0012,PC002,255731.42,160999.13,94732.29,265160.12,172931.43
BUD0000987,2026,3,CC0016,PC006,131309.03,88468.96,42840.07,126920.3,92808.51
BUD0000988,2025,3,CC0017,PC007,132231.97,100921.5,31310.47,130071.72,97864.6
BUD0000989,2025,2,CC0004,PC004,646825.82,504868.04,141957.78,617937.33,520739.5
BUD0000990,2026,6,CC0017,PC007,82800.2,50830.75,31969.45,87190.33,52947.54
BUD0000991,2025,7,CC0014,PC004,212029.01,158348.13,53680.88,218631.39,165450.39
BUD0000992,2026,1,CC0013,PC003,739794.98,529883.28,209911.7,724287.19,524253.71
BUD0000993,2026,10,CC0012,PC002,105949.68,76040.43,29909.25,112839.93,72530.97
BUD0000994,2026,3,CC0019,PC009,92047.04,60923.25,31123.79,95342.41,61635.46
BUD0000995,2025,10,CC0003,PC003,426156.07,308310.77,117845.3,400724.12,294998.46
BUD0000996,2026,1,CC0019,PC009,81636.74,51549.03,30087.71,77338.75,54404.5
BUD0000997,2025,7,CC0020,PC010,302303.38,201009.98,101293.4,298584.49,193555.76
BUD0000998,2025,5,CC0017,PC007,238784.93,175383.09,63401.84,262385.92,168689.73
BUD0000999,2026,8,CC0012,PC002,377138.0,231671.23,145466.77,356050.52,230663.8
BUD0001000,2026,3,CC0003,PC003,105642.86,72872.45,32770.41,100470.04,71588.06
BUD0001001,2026,9,CC0002,PC002,607729.52,411030.64,196698.88,602790.89,435205.29
BUD0001002,2026,12,CC0010,PC010,504438.85,342985.3,161453.55,543651.59,369449.03
BUD0001003,2026,6,CC0010,PC010,192227.07,150778.23,41448.84,183168.29,161430.69
BUD0001004,2025,8,CC0001,PC001,227723.28,150500.33,77222.95,236964.18,149479.45
BUD0001005,2026,11,CC0004,PC004,552796.04,318437.27,234358.77,589177.69,334999.51
BUD0001006,2025,8,CC0007,PC007,538945.42,360078.46,178866.96,533033.21,360204.61
BUD0001007,2026,10,CC0006,PC006,580830.84,462126.22,118704.62,552818.54,498349.46
BUD0001008,2025,7,CC0018,PC008,541301.78,421495.51,119806.27,549833.02,408241.1
BUD0001009,2026,3,CC0018,PC008,196109.58,136969.22,59140.36,185318.74,144803.64
BUD0001010,2026,2,CC0007,PC007,602887.46,413292.41,189595.05,620815.38,435880.61
BUD0001011,2026,11,CC0001,PC001,202129.72,147389.34,54740.38,200681.44,154253.39
BUD0001012,2026,12,CC0019,PC009,582975.69,392332.56,190643.13,615800.12,381425.75
BUD0001013,2025,7,CC0015,PC005,73493.72,55504.74,17988.98,79076.58,56673.26
BUD0001014,2025,9,CC0015,PC005,240683.96,150914.42,89769.54,234223.0,146208.51
BUD0001015,2025,6,CC0015,PC005,746809.49,556673.01,190136.48,749919.14,562557.11
BUD0001016,2026,7,CC0008,PC008,130321.2,75586.77,54734.43,126762.37,74276.47
BUD0001017,2025,9,CC0017,PC007,720328.55,587125.36,133203.19,779774.97,607670.34
BUD0001018,2025,9,CC0016,PC006,566329.4,319104.55,247224.85,602604.35,330018.5
BUD0001019,2026,4,CC0009,PC009,620625.66,490822.91,129802.75,635046.21,516698.87
BUD0001020,2026,9,CC0015,PC005,721098.04,515499.51,205598.53,758184.09,514323.8
BUD0001021,2025,1,CC0003,PC003,592185.49,432845.99,159339.5,573338.14,412461.87
BUD0001022,2025,8,CC0002,PC002,110671.33,71493.79,39177.54,107416.01,73279.6
BUD0001023,2026,2,CC0011,PC001,338861.54,268345.71,70515.83,359887.15,282050.51
BUD0001024,2026,12,CC0001,PC001,211778.94,146213.91,65565.03,208914.73,141328.89
BUD0001025,2025,2,CC0020,PC010,646260.71,434476.34,211784.37,670605.58,422579.74
BUD0001026,2026,3,CC0019,PC009,169131.55,118801.05,50330.5,171823.27,117122.7
BUD0001027,2025,7,CC0010,PC010,264093.77,202964.06,61129.71,268429.49,203701.65
BUD0001028,2026,5,CC0017,PC007,737840.71,603032.99,134807.72,725681.02,590881.27
BUD0001029,2026,4,CC0016,PC006,582862.12,413668.58,169193.54,629977.7,425787.64
BUD0001030,2026,7,CC0017,PC007,315305.87,239653.43,75652.44,300663.93,229749.63
BUD0001031,2026,8,CC0009,PC009,69187.33,40954.35,28232.98,66369.49,40824.28
BUD0001032,2025,7,CC0006,PC006,460278.13,286324.39,173953.74,486761.88,282177.29
BUD0001033,2025,10,CC0011,PC001,78804.61,43745.48,35059.13,83466.34,43141.25
BUD0001034,2025,7,CC0008,PC008,155211.93,93202.78,62009.15,166325.23,98687.75
BUD0001035,2026,9,CC0013,PC003,72120.27,49610.78,22509.49,75230.96,47293.25
BUD0001036,2025,4,CC0016,PC006,233879.27,168085.93,65793.34,227186.12,171685.72
BUD0001037,2025,4,CC0018,PC008,56220.19,43823.0,12397.19,55594.24,47169.07
BUD0001038,2026,6,CC0020,PC010,92612.05,62303.43,30308.62,90456.59,61506.3
BUD0001039,2026,1,CC0016,PC006,245369.43,192309.17,53060.26,231701.57,184413.84
BUD0001040,2026,11,CC0010,PC010,131748.21,83326.05,48422.16,140480.52,85225.18
BUD0001041,2026,2,CC0003,PC003,347335.91,236254.69,111081.22,361305.99,248008.8
BUD0001042,2025,7,CC0006,PC006,379012.41,232635.13,146377.28,369747.8,240134.39
BUD0001043,2025,9,CC0015,PC005,134385.36,75066.69,59318.67,133366.84,79399.77
BUD0001044,2025,9,CC0015,PC005,536890.68,418341.16,118549.52,534851.7,442424.35
BUD0001045,2025,8,CC0009,PC009,214017.89,140355.84,73662.05,213573.15,144374.05
BUD0001046,2025,10,CC0009,PC009,483463.08,367028.45,116434.63,481758.85,374163.01
BUD0001047,2025,12,CC0004,PC004,440239.01,274628.11,165610.9,469470.32,275497.52
BUD0001048,2026,1,CC0014,PC004,686584.67,432016.73,254567.94,716690.47,410820.5
