Commission_ID,Transaction_ID,Invoice_Line_ID,Sales_Rep_ID,Customer_ID,Product_ID,Commission_Date,Commission_Type,Commission_Rate,Commission_Amount
COM0001356,T0001356,IL0001356,SR036,C00194,P0002,2026-05-01,Accelerator,0.0496,9.89
COM0001357,T0001357,IL0001357,SR037,C00056,P0112,2026-03-02,New Account,0.0372,10.81
COM0001358,T0001358,IL0001358,SR038,C00169,P0116,2026-08-23,Accelerator,0.049,103.7
COM0001359,T0001359,IL0001359,SR039,C00110,P0006,2026-09-13,Accelerator,0.0546,41.25
COM0001360,T0001360,IL0001360,SR040,C00118,P0137,2025-02-25,New Account,0.0526,76.09
COM0001361,T0001361,IL0001361,SR001,C00410,P0033,2025-08-26,Standard,0.0389,6.23
COM0001362,T0001362,IL0001362,SR002,C00134,P0086,2025-09-23,Standard,0.0577,37.37
COM0001363,T0001363,IL0001363,SR003,C00266,P0038,2025-04-02,Standard,0.0424,12.71
COM0001364,T0001364,IL0001364,SR004,C00016,P0009,2025-12-12,New Account,0.056,7.11
COM0001365,T0001365,IL0001365,SR005,C00300,P0021,2026-10-15,New Account,0.0313,16.14
COM0001366,T0001366,IL0001366,SR006,C00014,P0039,2026-09-12,Accelerator,0.0358,26.51
COM0001367,T0001367,IL0001367,SR007,C00308,P0148,2025-06-01,New Account,0.0345,30.58
COM0001368,T0001368,IL0001368,SR008,C00161,P0098,2025-02-13,Standard,0.0307,4.23
COM0001369,T0001369,IL0001369,SR009,C00175,P0023,2026-10-14,Accelerator,0.0646,61.93
COM0001370,T0001370,IL0001370,SR010,C00190,P0013,2025-11-26,New Account,0.0511,73.26
COM0001371,T0001371,IL0001371,SR011,C00124,P0106,2025-08-01,New Account,0.0527,79.0
COM0001372,T0001372,IL0001372,SR012,C00095,P0033,2026-06-23,Accelerator,0.0136,1.64
COM0001373,T0001373,IL0001373,SR013,C00379,P0002,2026-06-26,Standard,0.0605,83.22
COM0001374,T0001374,IL0001374,SR014,C00271,P0017,2025-07-12,Accelerator,0.0473,20.37
COM0001375,T0001375,IL0001375,SR015,C00343,P0079,2026-10-23,New Account,0.0193,6.76
COM0001376,T0001376,IL0001376,SR016,C00054,P0080,2025-08-08,Standard,0.0429,10.33
COM0001377,T0001377,IL0001377,SR017,C00388,P0075,2026-01-18,Standard,0.0614,29.2
COM0001378,T0001378,IL0001378,SR018,C00343,P0022,2025-01-24,New Account,0.0204,14.46
COM0001379,T0001379,IL0001379,SR019,C00396,P0058,2025-01-24,Accelerator,0.0425,23.57
COM0001380,T0001380,IL0001380,SR020,C00426,P0016,2026-09-17,Accelerator,0.0514,3.79
COM0001381,T0001381,IL0001381,SR021,C00100,P0135,2025-12-30,Accelerator,0.0623,98.82
COM0001382,T0001382,IL0001382,SR022,C00270,P0120,2026-04-11,Accelerator,0.0396,12.62
COM0001383,T0001383,IL0001383,SR023,C00166,P0058,2026-10-22,Accelerator,0.0306,55.38
COM0001384,T0001384,IL0001384,SR024,C00200,P0025,2025-12-02,Standard,0.0101,22.53
COM0001385,T0001385,IL0001385,SR025,C00416,P0008,2025-01-28,Accelerator,0.0217,4.87
COM0001386,T0001386,IL0001386,SR026,C00242,P0128,2025-12-08,Standard,0.0586,73.84
COM0001387,T0001387,IL0001387,SR027,C00189,P0089,2026-02-06,Standard,0.0159,0.7
COM0001388,T0001388,IL0001388,SR028,C00116,P0060,2025-10-27,Standard,0.0325,45.2
COM0001389,T0001389,IL0001389,SR029,C00311,P0130,2025-08-09,Standard,0.0304,3.87
COM0001390,T0001390,IL0001390,SR030,C00067,P0134,2025-10-29,Accelerator,0.0193,44.51
COM0001391,T0001391,IL0001391,SR031,C00223,P0012,2026-03-15,New Account,0.027,2.63
COM0001392,T0001392,IL0001392,SR032,C00454,P0053,2026-06-17,Accelerator,0.0576,51.41
COM0001393,T0001393,IL0001393,SR033,C00052,P0045,2025-08-06,New Account,0.0137,17.2
COM0001394,T0001394,IL0001394,SR034,C00218,P0144,2026-05-12,Standard,0.0219,23.31
COM0001395,T0001395,IL0001395,SR035,C00230,P0050,2026-06-25,Accelerator,0.0638,27.96
COM0001396,T0001396,IL0001396,SR036,C00192,P0032,2026-10-23,Accelerator,0.0159,6.16
COM0001397,T0001397,IL0001397,SR037,C00034,P0075,2026-12-26,New Account,0.0522,38.57
COM0001398,T0001398,IL0001398,SR038,C00294,P0108,2026-12-25,Accelerator,0.0133,32.09
COM0001399,T0001399,IL0001399,SR039,C00348,P0117,2026-11-24,Standard,0.0135,13.45
COM0001400,T0001400,IL0001400,SR040,C00151,P0006,2025-04-16,Standard,0.0305,29.33
COM0001401,T0001401,IL0001401,SR001,C00151,P0037,2025-08-17,Accelerator,0.0473,57.99
COM0001402,T0001402,IL0001402,SR002,C00061,P0118,2026-10-18,Accelerator,0.0594,7.98
COM0001403,T0001403,IL0001403,SR003,C00344,P0093,2025-11-30,New Account,0.0312,16.25
COM0001404,T0001404,IL0001404,SR004,C00455,P0031,2026-02-22,Standard,0.0244,46.87
COM0001405,T0001405,IL0001405,SR005,C00076,P0112,2026-11-24,Standard,0.0405,17.22
COM0001406,T0001406,IL0001406,SR006,C00415,P0110,2026-05-09,Standard,0.0137,8.72
COM0001407,T0001407,IL0001407,SR007,C00205,P0139,2025-10-01,Accelerator,0.0605,48.77
COM0001408,T0001408,IL0001408,SR008,C00245,P0058,2025-06-18,Accelerator,0.0218,0.88
COM0001409,T0001409,IL0001409,SR009,C00258,P0052,2026-02-01,Standard,0.0516,15.87
COM0001410,T0001410,IL0001410,SR010,C00029,P0072,2026-06-25,Accelerator,0.0131,14.64
COM0001411,T0001411,IL0001411,SR011,C00447,P0150,2025-07-20,New Account,0.0593,89.89
COM0001412,T0001412,IL0001412,SR012,C00145,P0101,2026-09-06,Accelerator,0.0485,12.58
COM0001413,T0001413,IL0001413,SR013,C00010,P0143,2025-12-19,New Account,0.0627,118.48
COM0001414,T0001414,IL0001414,SR014,C00394,P0068,2025-03-10,Accelerator,0.0389,75.46
COM0001415,T0001415,IL0001415,SR015,C00489,P0081,2025-05-16,New Account,0.0467,11.0
COM0001416,T0001416,IL0001416,SR016,C00348,P0027,2025-06-18,New Account,0.0294,1.78
COM0001417,T0001417,IL0001417,SR017,C00280,P0147,2026-05-23,Standard,0.0605,22.61
COM0001418,T0001418,IL0001418,SR018,C00443,P0149,2025-06-22,New Account,0.0641,3.42
COM0001419,T0001419,IL0001419,SR019,C00232,P0053,2025-08-31,Standard,0.0325,7.92
COM0001420,T0001420,IL0001420,SR020,C00039,P0004,2025-07-11,New Account,0.0511,21.75
COM0001421,T0001421,IL0001421,SR021,C00088,P0147,2026-03-06,Standard,0.0556,76.06
COM0001422,T0001422,IL0001422,SR022,C00125,P0030,2026-07-07,Standard,0.0595,32.22
COM0001423,T0001423,IL0001423,SR023,C00403,P0140,2026-05-20,New Account,0.0345,49.69
COM0001424,T0001424,IL0001424,SR024,C00266,P0038,2026-02-19,Standard,0.0256,39.98
COM0001425,T0001425,IL0001425,SR025,C00082,P0023,2026-11-22,Standard,0.0274,4.17
COM0001426,T0001426,IL0001426,SR026,C00268,P0045,2025-03-16,Accelerator,0.0317,18.72
COM0001427,T0001427,IL0001427,SR027,C00138,P0061,2026-11-30,Standard,0.0483,49.96
COM0001428,T0001428,IL0001428,SR028,C00488,P0059,2025-02-04,Accelerator,0.0387,87.27
COM0001429,T0001429,IL0001429,SR029,C00434,P0132,2025-12-12,New Account,0.0621,16.26
COM0001430,T0001430,IL0001430,SR030,C00336,P0113,2026-12-13,Standard,0.0154,28.83
COM0001431,T0001431,IL0001431,SR031,C00014,P0116,2025-07-11,New Account,0.054,87.38
COM0001432,T0001432,IL0001432,SR032,C00278,P0039,2026-01-29,New Account,0.043,127.49
COM0001433,T0001433,IL0001433,SR033,C00384,P0010,2026-05-21,Accelerator,0.0603,77.7
COM0001434,T0001434,IL0001434,SR034,C00340,P0093,2025-01-31,Standard,0.0569,93.32
COM0001435,T0001435,IL0001435,SR035,C00399,P0088,2025-06-30,Accelerator,0.0142,5.87
COM0001436,T0001436,IL0001436,SR036,C00096,P0064,2025-10-29,New Account,0.057,115.46
COM0001437,T0001437,IL0001437,SR037,C00479,P0027,2026-08-10,Standard,0.0318,16.1
COM0001438,T0001438,IL0001438,SR038,C00092,P0088,2026-05-10,Standard,0.0529,50.11
COM0001439,T0001439,IL0001439,SR039,C00190,P0027,2026-12-04,Accelerator,0.0489,22.28
COM0001440,T0001440,IL0001440,SR040,C00167,P0005,2026-07-27,Standard,0.0339,44.67
COM0001441,T0001441,IL0001441,SR001,C00458,P0132,2026-11-23,New Account,0.0291,11.88
COM0001442,T0001442,IL0001442,SR002,C00121,P0069,2026-08-19,New Account,0.0442,19.29
COM0001443,T0001443,IL0001443,SR003,C00111,P0045,2025-04-20,Accelerator,0.0489,47.09
COM0001444,T0001444,IL0001444,SR004,C00009,P0069,2025-02-16,New Account,0.0191,3.69
COM0001445,T0001445,IL0001445,SR005,C00357,P0135,2025-05-05,Standard,0.0301,10.78
COM0001446,T0001446,IL0001446,SR006,C00286,P0090,2026-06-24,Accelerator,0.0246,18.78
COM0001447,T0001447,IL0001447,SR007,C00260,P0107,2026-08-21,Accelerator,0.0244,35.16
COM0001448,T0001448,IL0001448,SR008,C00144,P0139,2026-11-17,Accelerator,0.0104,22.44
COM0001449,T0001449,IL0001449,SR009,C00467,P0031,2026-09-22,New Account,0.0507,122.57
COM0001450,T0001450,IL0001450,SR010,C00118,P0060,2026-10-17,New Account,0.0637,14.55
COM0001451,T0001451,IL0001451,SR011,C00166,P0088,2025-01-06,New Account,0.0477,5.4
COM0001452,T0001452,IL0001452,SR012,C00269,P0099,2026-06-17,Standard,0.045,21.86
COM0001453,T0001453,IL0001453,SR013,C00330,P0106,2025-10-27,Accelerator,0.0186,0.2
COM0001454,T0001454,IL0001454,SR014,C00270,P0056,2025-03-13,Standard,0.0548,135.69
COM0001455,T0001455,IL0001455,SR015,C00004,P0079,2026-10-23,New Account,0.0172,1.03
COM0001456,T0001456,IL0001456,SR016,C00238,P0089,2026-07-21,Accelerator,0.041,26.61
COM0001457,T0001457,IL0001457,SR017,C00238,P0083,2026-05-07,Accelerator,0.0566,70.46
COM0001458,T0001458,IL0001458,SR018,C00262,P0117,2025-04-03,New Account,0.018,16.44
COM0001459,T0001459,IL0001459,SR019,C00033,P0118,2025-06-29,Accelerator,0.0638,33.05
COM0001460,T0001460,IL0001460,SR020,C00167,P0047,2025-01-30,Standard,0.0558,28.85
COM0001461,T0001461,IL0001461,SR021,C00337,P0150,2025-12-01,New Account,0.0145,7.07
COM0001462,T0001462,IL0001462,SR022,C00439,P0139,2026-08-15,Standard,0.011,11.63
COM0001463,T0001463,IL0001463,SR023,C00083,P0101,2025-08-13,New Account,0.0617,81.81
COM0001464,T0001464,IL0001464,SR024,C00093,P0115,2025-04-30,Accelerator,0.0386,6.13
COM0001465,T0001465,IL0001465,SR025,C00467,P0128,2026-06-24,Accelerator,0.0204,12.13
COM0001466,T0001466,IL0001466,SR026,C00015,P0026,2025-06-02,Accelerator,0.0118,9.65
COM0001467,T0001467,IL0001467,SR027,C00251,P0120,2026-07-22,Standard,0.0201,30.45
COM0001468,T0001468,IL0001468,SR028,C00183,P0048,2026-06-11,Standard,0.0451,59.44
COM0001469,T0001469,IL0001469,SR029,C00155,P0061,2025-10-12,New Account,0.063,23.48
COM0001470,T0001470,IL0001470,SR030,C00447,P0147,2025-08-04,Standard,0.0614,7.13
COM0001471,T0001471,IL0001471,SR031,C00156,P0051,2025-04-05,New Account,0.0644,64.03
COM0001472,T0001472,IL0001472,SR032,C00043,P0054,2026-04-27,Accelerator,0.0257,10.25
COM0001473,T0001473,IL0001473,SR033,C00444,P0118,2025-05-01,New Account,0.0265,54.15
COM0001474,T0001474,IL0001474,SR034,C00067,P0047,2025-04-18,New Account,0.0346,16.32
COM0001475,T0001475,IL0001475,SR035,C00102,P0055,2025-09-12,Accelerator,0.0179,17.62
COM0001476,T0001476,IL0001476,SR036,C00398,P0134,2025-11-05,Accelerator,0.0209,14.44
COM0001477,T0001477,IL0001477,SR037,C00473,P0087,2025-05-24,New Account,0.0336,69.32
COM0001478,T0001478,IL0001478,SR038,C00434,P0094,2026-12-19,New Account,0.0559,103.33
COM0001479,T0001479,IL0001479,SR039,C00177,P0033,2026-09-03,Standard,0.0374,81.8
COM0001480,T0001480,IL0001480,SR040,C00168,P0139,2026-07-17,New Account,0.0503,37.84
COM0001481,T0001481,IL0001481,SR001,C00073,P0124,2025-01-27,Accelerator,0.0268,10.79
COM0001482,T0001482,IL0001482,SR002,C00369,P0022,2026-03-30,Accelerator,0.0367,79.94
COM0001483,T0001483,IL0001483,SR003,C00164,P0067,2025-12-17,Standard,0.0595,1.05
COM0001484,T0001484,IL0001484,SR004,C00490,P0128,2026-02-20,Standard,0.037,36.83
COM0001485,T0001485,IL0001485,SR005,C00146,P0109,2026-01-16,Standard,0.0137,5.31
COM0001486,T0001486,IL0001486,SR006,C00394,P0031,2025-03-02,New Account,0.019,1.33
COM0001487,T0001487,IL0001487,SR007,C00251,P0042,2025-04-03,New Account,0.0363,11.04
COM0001488,T0001488,IL0001488,SR008,C00499,P0088,2025-04-21,Standard,0.0457,16.59
COM0001489,T0001489,IL0001489,SR009,C00417,P0074,2025-02-18,Accelerator,0.0511,141.63
COM0001490,T0001490,IL0001490,SR010,C00094,P0090,2026-03-22,New Account,0.0259,51.7
COM0001491,T0001491,IL0001491,SR011,C00102,P0052,2025-12-08,New Account,0.0128,5.58
COM0001492,T0001492,IL0001492,SR012,C00041,P0091,2025-06-02,New Account,0.0235,4.56
COM0001493,T0001493,IL0001493,SR013,C00052,P0080,2026-03-12,Standard,0.0307,3.76
COM0001494,T0001494,IL0001494,SR014,C00384,P0068,2025-01-21,New Account,0.0228,16.42
COM0001495,T0001495,IL0001495,SR015,C00294,P0001,2025-10-04,Accelerator,0.0195,18.32
COM0001496,T0001496,IL0001496,SR016,C00153,P0128,2026-08-27,Standard,0.0337,96.62
COM0001497,T0001497,IL0001497,SR017,C00309,P0143,2026-01-27,Standard,0.016,4.29
COM0001498,T0001498,IL0001498,SR018,C00128,P0060,2025-09-30,Standard,0.0341,29.33
COM0001499,T0001499,IL0001499,SR019,C00313,P0115,2025-04-27,Accelerator,0.0306,8.6
COM0001500,T0001500,IL0001500,SR020,C00027,P0132,2026-04-24,Accelerator,0.044,114.52
COM0001501,T0001501,IL0001501,SR021,C00322,P0067,2026-11-08,New Account,0.0459,126.45
COM0001502,T0001502,IL0001502,SR022,C00230,P0038,2026-08-22,New Account,0.0294,13.01
COM0001503,T0001503,IL0001503,SR023,C00016,P0019,2026-06-05,Accelerator,0.0352,70.39
COM0001504,T0001504,IL0001504,SR024,C00378,P0060,2026-06-10,Accelerator,0.0303,69.55
COM0001505,T0001505,IL0001505,SR025,C00243,P0082,2026-03-05,New Account,0.0523,24.08
COM0001506,T0001506,IL0001506,SR026,C00044,P0041,2026-11-16,Accelerator,0.0604,111.36
COM0001507,T0001507,IL0001507,SR027,C00297,P0123,2026-02-06,New Account,0.0556,8.78
COM0001508,T0001508,IL0001508,SR028,C00219,P0012,2025-12-30,Accelerator,0.0529,108.82
COM0001509,T0001509,IL0001509,SR029,C00182,P0028,2026-01-22,Accelerator,0.0138,33.99
COM0001510,T0001510,IL0001510,SR030,C00360,P0073,2026-03-08,Accelerator,0.0208,18.26
COM0001511,T0001511,IL0001511,SR031,C00228,P0003,2025-03-08,Accelerator,0.0395,45.97
COM0001512,T0001512,IL0001512,SR032,C00278,P0140,2025-10-09,Standard,0.0515,0.73
COM0001513,T0001513,IL0001513,SR033,C00022,P0112,2026-09-21,Accelerator,0.037,23.41
COM0001514,T0001514,IL0001514,SR034,C00046,P0077,2025-03-06,Accelerator,0.0304,35.63
COM0001515,T0001515,IL0001515,SR035,C00418,P0042,2026-10-18,Standard,0.046,16.76
COM0001516,T0001516,IL0001516,SR036,C00165,P0143,2025-09-18,New Account,0.049,10.76
COM0001517,T0001517,IL0001517,SR037,C00075,P0068,2026-05-23,Accelerator,0.0572,13.96
COM0001518,T0001518,IL0001518,SR038,C00241,P0124,2025-03-06,New Account,0.0444,23.11
COM0001519,T0001519,IL0001519,SR039,C00444,P0103,2025-01-03,New Account,0.0275,17.27
COM0001520,T0001520,IL0001520,SR040,C00319,P0048,2025-12-01,Accelerator,0.0423,83.19
COM0001521,T0001521,IL0001521,SR001,C00357,P0141,2026-02-10,Standard,0.0432,67.64
COM0001522,T0001522,IL0001522,SR002,C00412,P0013,2025-11-18,Standard,0.0429,19.19
COM0001523,T0001523,IL0001523,SR003,C00476,P0098,2026-12-15,New Account,0.015,4.8
COM0001524,T0001524,IL0001524,SR004,C00414,P0102,2026-07-23,Accelerator,0.0152,12.85
COM0001525,T0001525,IL0001525,SR005,C00195,P0125,2025-02-27,Standard,0.0295,0.71
COM0001526,T0001526,IL0001526,SR006,C00151,P0097,2025-02-18,Standard,0.0293,34.49
COM0001527,T0001527,IL0001527,SR007,C00083,P0004,2025-09-26,Standard,0.0113,9.28
COM0001528,T0001528,IL0001528,SR008,C00394,P0082,2025-11-12,Standard,0.052,44.91
COM0001529,T0001529,IL0001529,SR009,C00402,P0034,2026-01-26,Accelerator,0.0625,55.94
COM0001530,T0001530,IL0001530,SR010,C00356,P0109,2025-01-10,Standard,0.0462,8.59
COM0001531,T0001531,IL0001531,SR011,C00243,P0080,2026-11-04,New Account,0.0165,9.69
COM0001532,T0001532,IL0001532,SR012,C00467,P0129,2026-01-17,Accelerator,0.0347,83.14
COM0001533,T0001533,IL0001533,SR013,C00265,P0102,2026-08-26,Standard,0.0568,160.09
COM0001534,T0001534,IL0001534,SR014,C00477,P0070,2025-01-14,Standard,0.0326,25.76
COM0001535,T0001535,IL0001535,SR015,C00028,P0053,2025-06-18,New Account,0.0558,21.07
COM0001536,T0001536,IL0001536,SR016,C00025,P0119,2026-06-30,New Account,0.0492,92.61
COM0001537,T0001537,IL0001537,SR017,C00356,P0060,2026-07-25,New Account,0.0588,89.18
COM0001538,T0001538,IL0001538,SR018,C00335,P0095,2025-11-09,New Account,0.0509,49.86
COM0001539,T0001539,IL0001539,SR019,C00147,P0138,2026-04-04,Standard,0.0264,49.73
COM0001540,T0001540,IL0001540,SR020,C00341,P0076,2025-09-06,New Account,0.0596,36.42
COM0001541,T0001541,IL0001541,SR021,C00366,P0004,2025-12-29,New Account,0.0644,19.01
COM0001542,T0001542,IL0001542,SR022,C00017,P0099,2025-07-19,Accelerator,0.0603,28.56
COM0001543,T0001543,IL0001543,SR023,C00007,P0010,2025-11-09,Standard,0.0588,20.35
COM0001544,T0001544,IL0001544,SR024,C00143,P0066,2025-06-26,Accelerator,0.0384,23.72
COM0001545,T0001545,IL0001545,SR025,C00318,P0056,2026-09-10,Standard,0.0261,12.43
COM0001546,T0001546,IL0001546,SR026,C00076,P0138,2025-05-07,Accelerator,0.025,38.65
COM0001547,T0001547,IL0001547,SR027,C00264,P0040,2026-06-25,New Account,0.0639,7.53
COM0001548,T0001548,IL0001548,SR028,C00071,P0065,2026-11-29,Standard,0.0587,7.64
COM0001549,T0001549,IL0001549,SR029,C00068,P0053,2025-10-02,New Account,0.0424,33.55
COM0001550,T0001550,IL0001550,SR030,C00282,P0128,2026-11-07,Standard,0.0334,68.15
COM0001551,T0001551,IL0001551,SR031,C00296,P0143,2026-12-30,Accelerator,0.0128,2.54
COM0001552,T0001552,IL0001552,SR032,C00198,P0119,2026-06-19,Accelerator,0.0621,21.04
COM0001553,T0001553,IL0001553,SR033,C00367,P0099,2026-05-08,Accelerator,0.0463,2.18
COM0001554,T0001554,IL0001554,SR034,C00149,P0082,2026-07-21,Standard,0.0122,3.61
COM0001555,T0001555,IL0001555,SR035,C00100,P0081,2025-05-22,Standard,0.0594,109.52
COM0001556,T0001556,IL0001556,SR036,C00235,P0104,2025-01-18,Standard,0.0296,0.51
COM0001557,T0001557,IL0001557,SR037,C00463,P0012,2025-01-21,Accelerator,0.0159,36.23
COM0001558,T0001558,IL0001558,SR038,C00445,P0023,2025-11-03,New Account,0.0469,61.09
COM0001559,T0001559,IL0001559,SR039,C00396,P0121,2025-10-03,Standard,0.0289,54.18
COM0001560,T0001560,IL0001560,SR040,C00274,P0146,2026-01-22,Accelerator,0.0518,23.89
COM0001561,T0001561,IL0001561,SR001,C00290,P0031,2026-10-13,Standard,0.0263,73.4
COM0001562,T0001562,IL0001562,SR002,C00186,P0117,2025-07-04,Accelerator,0.0202,30.76
COM0001563,T0001563,IL0001563,SR003,C00392,P0092,2026-12-20,Accelerator,0.0332,58.56
COM0001564,T0001564,IL0001564,SR004,C00189,P0036,2026-08-09,Standard,0.0613,62.43
COM0001565,T0001565,IL0001565,SR005,C00250,P0076,2025-05-22,Standard,0.0415,34.64
COM0001566,T0001566,IL0001566,SR006,C00207,P0036,2026-08-30,Accelerator,0.0619,21.59
COM0001567,T0001567,IL0001567,SR007,C00370,P0094,2025-09-28,Accelerator,0.0287,3.47
COM0001568,T0001568,IL0001568,SR008,C00065,P0001,2026-06-02,Accelerator,0.0423,6.03
COM0001569,T0001569,IL0001569,SR009,C00205,P0057,2026-10-10,New Account,0.0391,29.0
COM0001570,T0001570,IL0001570,SR010,C00084,P0144,2026-05-31,Standard,0.0252,40.22
COM0001571,T0001571,IL0001571,SR011,C00094,P0042,2026-06-14,Accelerator,0.0637,48.49
COM0001572,T0001572,IL0001572,SR012,C00004,P0124,2026-01-18,Standard,0.0545,13.69
COM0001573,T0001573,IL0001573,SR013,C00313,P0046,2025-01-02,Accelerator,0.012,7.29
COM0001574,T0001574,IL0001574,SR014,C00028,P0146,2026-03-28,New Account,0.0226,2.59
COM0001575,T0001575,IL0001575,SR015,C00425,P0023,2026-12-19,Accelerator,0.037,94.85
COM0001576,T0001576,IL0001576,SR016,C00212,P0143,2026-04-25,New Account,0.0591,64.25
COM0001577,T0001577,IL0001577,SR017,C00492,P0132,2025-04-01,Accelerator,0.0183,12.56
COM0001578,T0001578,IL0001578,SR018,C00024,P0040,2025-12-07,New Account,0.0167,36.7
COM0001579,T0001579,IL0001579,SR019,C00225,P0066,2026-01-04,New Account,0.0229,11.58
COM0001580,T0001580,IL0001580,SR020,C00230,P0050,2026-03-16,Accelerator,0.0155,12.42
COM0001581,T0001581,IL0001581,SR021,C00163,P0059,2025-07-01,Accelerator,0.0211,16.27
COM0001582,T0001582,IL0001582,SR022,C00202,P0093,2025-02-21,Standard,0.0647,47.91
COM0001583,T0001583,IL0001583,SR023,C00480,P0086,2026-07-08,New Account,0.0144,0.93
COM0001584,T0001584,IL0001584,SR024,C00052,P0119,2025-03-27,Accelerator,0.0207,6.45
COM0001585,T0001585,IL0001585,SR025,C00352,P0046,2025-02-25,Accelerator,0.0108,0.74
COM0001586,T0001586,IL0001586,SR026,C00091,P0001,2026-11-30,New Account,0.0579,9.4
COM0001587,T0001587,IL0001587,SR027,C00389,P0013,2026-03-04,New Account,0.0131,4.07
COM0001588,T0001588,IL0001588,SR028,C00302,P0067,2026-12-04,Accelerator,0.0517,9.16
COM0001589,T0001589,IL0001589,SR029,C00305,P0141,2026-04-20,New Account,0.0351,50.04
COM0001590,T0001590,IL0001590,SR030,C00202,P0074,2025-01-10,New Account,0.0334,37.95
COM0001591,T0001591,IL0001591,SR031,C00450,P0055,2025-02-02,Accelerator,0.0519,7.58
COM0001592,T0001592,IL0001592,SR032,C00335,P0087,2025-08-15,Accelerator,0.0377,35.68
COM0001593,T0001593,IL0001593,SR033,C00199,P0019,2026-01-06,Accelerator,0.0488,7.48
COM0001594,T0001594,IL0001594,SR034,C00031,P0019,2026-07-15,Accelerator,0.0263,40.75
COM0001595,T0001595,IL0001595,SR035,C00065,P0056,2026-11-28,New Account,0.0606,161.93
COM0001596,T0001596,IL0001596,SR036,C00194,P0041,2026-04-15,New Account,0.0632,8.61
COM0001597,T0001597,IL0001597,SR037,C00461,P0101,2025-05-14,New Account,0.0591,15.36
COM0001598,T0001598,IL0001598,SR038,C00113,P0057,2025-06-03,Standard,0.0329,54.1
COM0001599,T0001599,IL0001599,SR039,C00024,P0092,2026-11-25,New Account,0.014,0.48
COM0001600,T0001600,IL0001600,SR040,C00046,P0099,2025-04-30,New Account,0.0417,28.53
COM0001601,T0001601,IL0001601,SR001,C00172,P0145,2026-04-13,Standard,0.0526,74.15
COM0001602,T0001602,IL0001602,SR002,C00203,P0012,2025-06-21,Accelerator,0.0194,11.91
COM0001603,T0001603,IL0001603,SR003,C00040,P0066,2025-07-11,New Account,0.0272,58.71
COM0001604,T0001604,IL0001604,SR004,C00366,P0141,2025-08-20,Standard,0.0267,6.35
COM0001605,T0001605,IL0001605,SR005,C00403,P0032,2026-06-22,Standard,0.0272,75.01
COM0001606,T0001606,IL0001606,SR006,C00275,P0096,2025-08-05,New Account,0.0319,53.09
COM0001607,T0001607,IL0001607,SR007,C00049,P0098,2026-12-09,Standard,0.0496,15.13
COM0001608,T0001608,IL0001608,SR008,C00440,P0056,2026-09-11,New Account,0.0261,74.54
COM0001609,T0001609,IL0001609,SR009,C00493,P0080,2025-12-06,Accelerator,0.0212,11.63
COM0001610,T0001610,IL0001610,SR010,C00275,P0033,2025-10-29,Standard,0.0539,29.58
COM0001611,T0001611,IL0001611,SR011,C00474,P0135,2025-05-15,Accelerator,0.0539,8.86
COM0001612,T0001612,IL0001612,SR012,C00377,P0004,2026-10-05,Standard,0.0333,4.45
COM0001613,T0001613,IL0001613,SR013,C00255,P0092,2026-03-26,New Account,0.0368,6.01
COM0001614,T0001614,IL0001614,SR014,C00209,P0065,2025-02-18,Standard,0.0413,2.83
COM0001615,T0001615,IL0001615,SR015,C00183,P0102,2026-04-16,Standard,0.0501,17.63
COM0001616,T0001616,IL0001616,SR016,C00453,P0019,2026-12-01,Standard,0.0333,22.99
COM0001617,T0001617,IL0001617,SR017,C00135,P0064,2025-01-30,Standard,0.0572,11.29
COM0001618,T0001618,IL0001618,SR018,C00008,P0129,2026-05-14,Accelerator,0.0549,47.43
COM0001619,T0001619,IL0001619,SR019,C00197,P0060,2025-02-11,Standard,0.0471,5.72
COM0001620,T0001620,IL0001620,SR020,C00154,P0010,2025-09-18,Accelerator,0.0149,15.61
COM0001621,T0001621,IL0001621,SR021,C00332,P0097,2025-11-06,New Account,0.0489,28.8
COM0001622,T0001622,IL0001622,SR022,C00111,P0106,2025-09-19,Standard,0.0276,47.78
COM0001623,T0001623,IL0001623,SR023,C00274,P0127,2025-02-10,Accelerator,0.0261,10.65
COM0001624,T0001624,IL0001624,SR024,C00293,P0098,2026-09-08,New Account,0.0227,7.43
COM0001625,T0001625,IL0001625,SR025,C00456,P0094,2025-07-11,Accelerator,0.0154,18.46
COM0001626,T0001626,IL0001626,SR026,C00362,P0094,2025-03-22,Accelerator,0.0218,26.69
COM0001627,T0001627,IL0001627,SR027,C00346,P0069,2026-08-01,Standard,0.0176,26.16
COM0001628,T0001628,IL0001628,SR028,C00172,P0052,2026-10-13,Accelerator,0.0106,6.53
COM0001629,T0001629,IL0001629,SR029,C00493,P0017,2026-01-27,New Account,0.0508,55.8
COM0001630,T0001630,IL0001630,SR030,C00474,P0079,2025-12-07,Standard,0.0364,16.09
COM0001631,T0001631,IL0001631,SR031,C00433,P0115,2025-11-06,Standard,0.0567,30.71
COM0001632,T0001632,IL0001632,SR032,C00137,P0047,2025-05-02,Accelerator,0.041,26.06
COM0001633,T0001633,IL0001633,SR033,C00482,P0107,2025-06-11,Accelerator,0.0433,53.67
COM0001634,T0001634,IL0001634,SR034,C00116,P0027,2026-04-14,Standard,0.0412,4.27
COM0001635,T0001635,IL0001635,SR035,C00041,P0095,2025-05-04,Standard,0.0439,15.65
