Transaction_ID,Product_ID,Plant_ID,Material_ID,Standard_Cost,Actual_Cost,Material_Cost,Labor_Cost,Overhead_Cost,Freight_Cost,Manufacturing_Cost,Production_Date,Cost_Per_Unit
T0001136,P0126,PL08,M00136,371.47,359.57,209.25,61.07,53.12,36.13,323.44,2025-01-29,1.2706
T0001137,P0105,PL01,M00137,1863.95,1783.46,1067.36,407.06,224.92,84.12,1699.34,2026-06-05,1.5995
T0001138,P0017,PL02,M00138,948.14,925.91,552.91,187.9,125.47,59.63,866.28,2025-03-14,1.0804
T0001139,P0127,PL03,M00139,131.68,138.17,76.01,34.45,18.16,9.55,128.62,2026-10-27,0.2005
T0001140,P0088,PL04,M00140,100.7,99.85,58.91,16.31,18.25,6.38,93.47,2025-05-22,0.4847
T0001141,P0021,PL05,M00141,740.4,774.22,461.17,144.1,105.35,63.6,710.62,2025-12-26,0.828
T0001142,P0136,PL06,M00142,8.6,8.55,5.02,1.85,1.06,0.62,7.93,2025-06-22,0.45
T0001143,P0128,PL07,M00143,534.03,515.55,312.95,87.75,94.25,20.6,494.95,2026-10-14,0.4661
T0001144,P0046,PL08,M00144,496.54,476.53,286.36,88.78,75.25,26.14,450.39,2026-12-25,1.5176
T0001145,P0075,PL01,M00145,668.88,689.29,407.92,139.41,109.08,32.88,656.41,2025-11-16,0.9521
T0001146,P0117,PL02,M00146,878.94,885.88,448.28,209.16,156.72,71.72,814.16,2025-12-12,1.0991
T0001147,P0104,PL03,M00147,165.72,164.71,99.81,25.03,30.32,9.55,155.16,2026-05-18,0.2217
T0001148,P0083,PL04,M00148,1020.88,1004.9,543.27,198.08,203.77,59.78,945.12,2026-06-17,0.8641
T0001149,P0110,PL05,M00149,546.33,546.61,347.1,102.99,64.79,31.73,514.88,2025-07-22,0.6067
T0001150,P0015,PL06,M00150,26.91,25.81,14.67,5.07,4.57,1.5,24.31,2025-10-22,0.2717
T0001151,P0008,PL07,M00151,449.1,439.36,240.24,97.7,65.15,36.27,403.09,2025-02-19,0.6974
T0001152,P0095,PL08,M00152,90.93,90.17,49.55,15.75,16.6,8.27,81.9,2025-07-02,0.2008
T0001153,P0004,PL01,M00153,390.29,378.65,216.58,68.34,69.68,24.05,354.6,2026-10-18,0.4787
T0001154,P0059,PL02,M00154,128.79,133.42,84.37,21.73,16.66,10.66,122.76,2025-07-01,0.1602
T0001155,P0053,PL03,M00155,1058.53,1080.0,685.06,177.95,178.27,38.72,1041.28,2026-10-04,1.2736
T0001156,P0102,PL04,M00156,314.69,304.79,164.6,60.68,55.35,24.16,280.63,2026-09-07,0.3281
T0001157,P0043,PL05,M00157,391.86,387.11,206.38,85.82,73.47,21.44,365.67,2026-07-04,0.4692
T0001158,P0023,PL06,M00158,316.39,302.84,172.5,61.81,48.2,20.33,282.51,2025-07-26,0.2943
T0001159,P0018,PL07,M00159,1052.68,1079.43,565.29,241.4,203.33,69.41,1010.02,2025-03-27,1.1967
T0001160,P0054,PL08,M00160,79.66,77.21,46.12,14.36,11.6,5.13,72.08,2025-07-13,0.7799
T0001161,P0101,PL01,M00161,524.37,539.6,330.95,110.46,67.87,30.32,509.28,2026-10-22,1.6706
T0001162,P0063,PL02,M00162,437.57,419.87,245.17,84.88,72.52,17.3,402.57,2026-03-28,0.3845
T0001163,P0044,PL03,M00163,90.73,94.64,51.44,21.89,15.88,5.43,89.21,2025-01-18,0.1232
T0001164,P0058,PL04,M00164,986.24,970.0,596.72,168.72,150.04,54.52,915.48,2026-08-04,0.8333
T0001165,P0061,PL05,M00165,340.77,333.69,206.36,45.61,56.34,25.38,308.31,2026-02-01,0.6393
T0001166,P0045,PL06,M00166,612.91,628.19,409.67,103.32,85.57,29.63,598.56,2025-05-28,1.172
T0001167,P0059,PL07,M00167,340.73,346.29,186.55,60.78,67.46,31.5,314.79,2026-07-09,1.3018
T0001168,P0094,PL08,M00168,772.14,770.52,469.19,151.48,85.44,64.41,706.11,2026-02-02,1.1381
T0001169,P0094,PL01,M00169,1637.23,1589.13,956.89,236.13,294.06,102.05,1487.08,2026-11-07,1.4038
T0001170,P0106,PL02,M00170,131.9,138.57,80.54,30.26,20.91,6.86,131.71,2026-04-09,0.3315
T0001171,P0099,PL03,M00171,215.2,211.86,123.75,39.92,37.97,10.22,201.64,2026-12-12,0.5852
T0001172,P0120,PL04,M00172,366.74,366.9,215.05,64.22,64.82,22.81,344.09,2026-02-26,1.3245
T0001173,P0017,PL05,M00173,6.51,6.76,3.72,1.53,1.07,0.44,6.32,2025-04-10,0.1275
T0001174,P0055,PL06,M00174,106.96,105.53,59.13,22.51,16.68,7.21,98.32,2025-06-04,0.7278
T0001175,P0144,PL07,M00175,121.08,124.39,73.39,23.1,17.91,9.99,114.4,2025-04-14,0.3875
T0001176,P0064,PL08,M00176,450.66,434.98,270.69,70.46,63.68,30.15,404.83,2025-10-15,1.4032
T0001177,P0093,PL01,M00177,444.54,455.9,243.51,95.46,76.61,40.32,415.58,2026-08-24,0.386
T0001178,P0046,PL02,M00178,554.52,580.42,299.67,141.66,96.52,42.57,537.85,2026-01-14,0.9302
T0001179,P0022,PL03,M00179,107.97,104.6,57.62,24.18,13.23,9.57,95.03,2025-10-27,0.1022
T0001180,P0007,PL04,M00180,939.72,904.63,468.56,208.44,181.56,46.07,858.56,2026-06-17,1.3665
T0001181,P0021,PL05,M00181,144.49,137.94,77.44,21.88,27.38,11.24,126.7,2026-11-04,0.1211
T0001182,P0100,PL06,M00182,580.81,605.23,339.78,101.6,119.65,44.2,561.03,2026-04-27,1.075
T0001183,P0067,PL07,M00183,356.9,370.03,231.22,62.39,63.99,12.43,357.6,2025-12-21,0.9137
T0001184,P0030,PL08,M00184,411.83,410.98,252.59,90.89,46.6,20.9,390.08,2026-06-06,1.5054
T0001185,P0004,PL01,M00185,55.25,56.91,30.34,13.33,8.4,4.84,52.07,2025-03-19,0.3695
T0001186,P0036,PL02,M00186,54.31,53.21,27.77,10.54,11.31,3.59,49.62,2025-05-05,0.3023
T0001187,P0136,PL03,M00187,1472.31,1484.36,902.34,265.87,224.75,91.4,1392.96,2026-02-01,1.5085
T0001188,P0048,PL04,M00188,4.15,4.07,2.64,0.72,0.57,0.14,3.93,2025-03-04,0.185
T0001189,P0048,PL05,M00189,127.26,131.67,71.06,26.49,27.8,6.32,125.35,2025-03-19,0.2766
T0001190,P0062,PL06,M00190,16.98,17.7,10.51,3.46,2.45,1.28,16.42,2025-12-20,0.7375
T0001191,P0111,PL07,M00191,101.66,101.16,58.05,22.87,15.37,4.87,96.29,2025-03-03,0.1096
T0001192,P0017,PL08,M00192,547.75,539.83,282.73,111.48,110.82,34.8,505.03,2026-11-26,0.9869
T0001193,P0049,PL01,M00193,78.44,76.53,43.34,15.07,12.92,5.2,71.33,2026-07-14,0.2132
T0001194,P0119,PL02,M00194,89.29,92.62,52.69,17.68,16.31,5.94,86.68,2026-04-20,0.2876
T0001195,P0103,PL03,M00195,22.02,22.17,13.39,3.91,3.22,1.65,20.52,2026-10-10,0.5834
T0001196,P0070,PL04,M00196,47.38,47.24,25.74,10.38,7.65,3.47,43.77,2026-04-29,0.1138
T0001197,P0112,PL05,M00197,1588.95,1518.32,893.15,335.27,214.59,75.31,1443.01,2026-05-27,1.5063
T0001198,P0127,PL06,M00198,756.6,742.32,464.71,124.6,114.8,38.21,704.11,2025-08-29,0.8612
T0001199,P0136,PL07,M00199,645.55,648.45,407.48,103.22,90.27,47.48,600.97,2026-09-06,0.9159
T0001200,P0054,PL08,M00200,661.51,658.88,403.91,94.19,110.3,50.48,608.4,2026-03-04,1.3502
T0001201,P0050,PL01,M00201,815.23,848.92,526.73,142.54,123.66,55.99,792.93,2025-12-06,1.2689
T0001202,P0005,PL02,M00202,1303.06,1269.65,722.19,213.05,209.17,125.24,1144.41,2026-07-31,1.2023
T0001203,P0116,PL03,M00203,468.55,470.81,281.88,83.55,75.01,30.37,440.44,2025-09-30,1.1625
T0001204,P0124,PL04,M00204,326.73,320.3,200.32,45.93,58.05,16.0,304.3,2025-12-02,1.0366
T0001205,P0031,PL05,M00205,161.14,162.85,97.43,29.92,29.62,5.88,156.97,2025-07-12,1.2153
T0001206,P0067,PL06,M00206,176.02,168.14,93.12,29.79,29.94,15.29,152.85,2025-01-12,0.5513
T0001207,P0098,PL07,M00207,328.91,320.65,191.61,52.58,55.63,20.83,299.82,2026-04-03,0.9687
T0001208,P0033,PL08,M00208,13.64,14.33,8.75,2.94,2.15,0.49,13.84,2025-06-16,0.3257
T0001209,P0083,PL01,M00209,226.45,224.28,111.66,50.43,44.8,17.39,206.89,2026-10-06,0.5997
T0001210,P0034,PL02,M00210,169.24,165.76,93.58,35.64,26.59,9.95,155.81,2025-02-27,1.184
T0001211,P0021,PL03,M00211,810.8,774.27,396.76,163.04,144.8,69.67,704.6,2026-01-01,1.0859
T0001212,P0054,PL04,M00212,93.76,96.79,55.08,18.42,17.23,6.06,90.73,2025-04-02,0.2889
T0001213,P0123,PL05,M00213,37.21,39.04,23.77,7.84,4.84,2.59,36.45,2026-12-16,0.4067
T0001214,P0005,PL06,M00214,524.16,549.35,316.48,119.26,81.09,32.52,516.83,2026-11-18,0.911
T0001215,P0002,PL07,M00215,180.58,178.81,106.25,32.23,29.5,10.83,167.98,2026-08-20,1.0218
T0001216,P0069,PL08,M00216,541.68,541.05,307.67,83.3,104.58,45.5,495.55,2026-09-30,0.6972
T0001217,P0074,PL01,M00217,38.08,40.03,22.12,10.52,5.77,1.62,38.41,2025-05-03,0.5801
T0001218,P0053,PL02,M00218,1310.0,1309.07,805.34,198.08,242.88,62.77,1246.3,2025-04-20,1.1122
T0001219,P0059,PL03,M00219,187.0,178.66,96.72,38.85,35.04,8.05,170.61,2026-10-26,0.3397
T0001220,P0084,PL04,M00220,1016.15,974.61,526.02,216.22,151.65,80.72,893.89,2026-02-02,1.2032
T0001221,P0028,PL05,M00221,70.02,72.6,38.15,16.38,12.42,5.65,66.95,2025-09-12,0.9945
T0001222,P0014,PL06,M00222,484.88,490.67,297.19,109.94,57.83,25.71,464.96,2025-06-13,1.0904
T0001223,P0031,PL07,M00223,193.2,186.26,104.89,40.26,32.45,8.66,177.6,2025-02-05,0.6209
T0001224,P0008,PL08,M00224,50.95,50.56,28.27,10.32,8.16,3.81,46.75,2026-11-30,0.1378
T0001225,P0123,PL01,M00225,116.84,111.33,68.79,22.14,14.98,5.42,105.91,2026-12-21,0.3447
T0001226,P0012,PL02,M00226,801.76,805.57,489.42,129.66,149.13,37.36,768.21,2025-01-14,1.377
T0001227,P0001,PL03,M00227,2036.35,2081.25,1158.78,436.26,340.29,145.92,1935.33,2026-12-08,1.7896
T0001228,P0095,PL04,M00228,809.79,777.87,480.5,169.15,95.35,32.87,745.0,2026-01-08,0.7962
T0001229,P0149,PL05,M00229,628.78,626.56,336.72,144.48,104.19,41.17,585.39,2026-02-21,0.8116
T0001230,P0111,PL06,M00230,952.74,962.07,540.9,196.25,157.43,67.49,894.58,2026-01-04,1.8221
T0001231,P0130,PL07,M00231,703.13,714.81,442.72,123.6,96.04,52.45,662.36,2025-02-13,1.0082
T0001232,P0021,PL08,M00232,365.99,379.22,222.77,64.85,74.99,16.61,362.61,2026-12-11,1.5867
T0001233,P0086,PL01,M00233,163.07,160.19,92.21,23.83,31.21,12.94,147.25,2025-08-21,0.6433
T0001234,P0105,PL02,M00234,338.38,349.43,223.33,53.45,56.0,16.65,332.78,2025-12-26,0.7403
T0001235,P0028,PL03,M00235,375.18,357.42,199.7,79.87,51.09,26.76,330.66,2026-06-01,1.1719
T0001236,P0005,PL04,M00236,192.27,191.61,100.13,45.78,36.57,9.13,182.48,2025-07-15,0.3116
T0001237,P0104,PL05,M00237,394.99,387.72,252.95,56.69,64.35,13.73,373.99,2026-01-02,0.6213
T0001238,P0009,PL06,M00238,470.74,450.26,239.91,113.58,75.31,21.46,428.8,2026-11-27,0.6781
T0001239,P0090,PL07,M00239,31.5,32.56,18.77,6.15,5.31,2.33,30.23,2026-08-25,0.5009
T0001240,P0025,PL08,M00240,1133.5,1130.08,693.89,234.62,123.32,78.25,1051.83,2026-10-09,1.4359
T0001241,P0106,PL01,M00241,28.98,28.36,16.31,6.21,3.85,1.99,26.37,2025-08-10,0.9148
T0001242,P0145,PL02,M00242,1139.81,1138.47,686.12,193.56,204.06,54.73,1083.74,2025-10-09,1.0284
T0001243,P0075,PL03,M00243,392.68,405.31,234.96,100.27,52.09,17.99,387.32,2025-06-16,0.5891
T0001244,P0046,PL04,M00244,55.85,58.19,30.61,13.35,11.33,2.9,55.29,2026-11-01,0.5878
T0001245,P0043,PL05,M00245,362.23,374.59,226.23,88.48,44.85,15.03,359.56,2025-04-29,1.3378
T0001246,P0095,PL06,M00246,129.06,128.07,65.09,27.8,25.19,9.99,118.08,2026-06-22,0.5642
T0001247,P0122,PL07,M00247,1287.2,1257.1,759.27,216.45,211.2,70.18,1186.92,2026-11-12,1.1995
T0001248,P0140,PL08,M00248,589.13,581.14,346.14,126.3,70.91,37.79,543.35,2026-04-02,0.5049
T0001249,P0035,PL01,M00249,19.65,19.64,10.42,4.52,2.95,1.75,17.89,2025-05-31,0.6138
T0001250,P0063,PL02,M00250,163.76,169.31,88.24,43.82,28.04,9.21,160.1,2025-05-21,0.3788
T0001251,P0033,PL03,M00001,338.54,342.22,182.25,61.4,73.12,25.45,316.77,2025-03-14,1.1147
T0001252,P0058,PL04,M00002,154.27,153.03,83.0,36.08,20.37,13.58,139.45,2026-10-03,0.1817
T0001253,P0058,PL05,M00003,702.22,703.67,431.22,126.96,101.56,43.93,659.74,2026-02-05,0.7101
T0001254,P0020,PL06,M00004,46.94,45.33,24.26,10.21,7.58,3.28,42.05,2025-10-22,0.621
T0001255,P0088,PL07,M00005,1126.82,1156.09,723.04,177.18,169.74,86.13,1069.96,2025-10-15,1.0453
T0001256,P0144,PL08,M00006,352.36,345.87,199.38,55.81,64.32,26.36,319.51,2026-08-27,0.2919
T0001257,P0070,PL01,M00007,532.47,530.49,276.55,129.5,86.49,37.95,492.54,2026-10-07,0.5
T0001258,P0106,PL02,M00008,519.37,503.51,298.62,110.58,70.01,24.3,479.21,2025-12-10,0.9155
T0001259,P0093,PL03,M00009,795.91,772.59,463.69,175.18,92.99,40.73,731.86,2025-07-14,0.6765
T0001260,P0087,PL04,M00010,514.84,538.99,316.61,91.75,94.12,36.51,502.48,2025-07-30,0.5248
T0001261,P0032,PL05,M00011,1842.66,1761.28,1021.13,253.85,337.15,149.15,1612.13,2025-03-15,1.5491
T0001262,P0071,PL06,M00012,682.66,716.52,411.25,163.76,112.8,28.71,687.81,2026-08-21,0.6114
T0001263,P0036,PL07,M00013,154.3,161.92,87.46,29.3,33.35,11.81,150.11,2025-11-17,0.6204
T0001264,P0109,PL08,M00014,102.53,105.81,55.09,22.69,19.55,8.48,97.33,2025-04-09,1.1627
T0001265,P0147,PL01,M00015,585.32,603.14,367.55,91.1,105.1,39.39,563.75,2025-08-25,0.5286
T0001266,P0139,PL02,M00016,62.61,65.55,37.29,11.9,11.43,4.93,60.62,2026-01-28,1.4567
T0001267,P0062,PL03,M00017,495.23,497.0,311.93,81.53,68.9,34.64,462.36,2026-02-21,1.4241
T0001268,P0055,PL04,M00018,344.36,359.77,201.62,78.45,50.55,29.15,330.62,2026-01-31,1.6733
T0001269,P0070,PL05,M00019,775.75,790.72,464.32,133.93,132.49,59.98,730.74,2025-01-24,0.7783
T0001270,P0037,PL06,M00020,253.74,251.81,155.38,40.87,39.66,15.9,235.91,2025-07-30,0.3216
T0001271,P0121,PL07,M00021,452.97,461.77,245.92,111.43,66.85,37.57,424.2,2026-01-24,0.3971
T0001272,P0115,PL08,M00022,110.72,116.35,71.03,22.57,14.11,8.64,107.71,2026-05-18,0.6028
T0001273,P0133,PL01,M00023,1254.89,1213.64,660.94,268.36,182.79,101.55,1112.09,2026-08-23,1.1063
T0001274,P0142,PL02,M00024,113.74,111.38,63.01,20.24,20.0,8.13,103.25,2025-04-05,0.2134
T0001275,P0080,PL03,M00025,252.54,256.53,159.83,37.31,43.43,15.96,240.57,2025-08-23,0.2384
T0001276,P0141,PL04,M00026,832.64,803.4,479.7,136.31,148.52,38.87,764.53,2025-06-30,0.9171
T0001277,P0032,PL05,M00027,1056.55,1100.54,665.49,209.74,146.9,78.41,1022.13,2025-07-03,0.9629
T0001278,P0006,PL06,M00028,1326.13,1320.76,803.56,285.99,162.04,69.17,1251.59,2025-10-06,1.2663
T0001279,P0072,PL07,M00029,282.79,287.61,176.98,64.15,35.69,10.79,276.82,2026-01-12,0.5606
T0001280,P0074,PL08,M00030,1320.52,1380.58,829.29,286.88,182.07,82.34,1298.24,2025-05-20,1.2631
T0001281,P0148,PL01,M00031,425.45,434.08,250.84,96.77,56.62,29.85,404.23,2026-06-17,0.8284
T0001282,P0077,PL02,M00032,499.77,519.3,301.69,104.08,92.86,20.67,498.63,2026-01-12,0.6081
T0001283,P0036,PL03,M00033,335.54,343.42,202.07,71.52,52.22,17.61,325.81,2025-05-31,0.4183
T0001284,P0034,PL04,M00034,49.52,52.01,32.19,7.91,7.97,3.94,48.07,2025-07-29,0.4523
T0001285,P0111,PL05,M00035,359.73,370.96,221.15,68.54,57.75,23.52,347.44,2026-11-01,0.6061
T0001286,P0130,PL06,M00036,39.28,41.13,21.5,10.69,5.59,3.35,37.78,2025-07-18,1.2853
T0001287,P0104,PL07,M00037,611.41,621.48,363.54,103.63,116.0,38.31,583.17,2025-01-25,0.6528
T0001288,P0132,PL08,M00038,1238.25,1233.67,710.08,307.58,170.07,45.94,1187.73,2026-03-20,1.0898
T0001289,P0069,PL01,M00039,274.86,272.57,156.66,51.08,49.0,15.83,256.74,2026-03-27,0.9055
T0001290,P0108,PL02,M00040,312.94,317.84,191.81,56.42,46.27,23.34,294.5,2025-05-17,0.7829
T0001291,P0010,PL03,M00041,987.98,971.61,496.06,255.1,144.23,76.22,895.39,2025-03-09,0.9736
T0001292,P0096,PL04,M00042,516.53,504.82,278.39,109.33,82.72,34.38,470.44,2025-12-17,0.9383
T0001293,P0134,PL05,M00043,218.05,222.04,136.1,48.63,25.22,12.09,209.95,2026-11-30,0.4337
T0001294,P0077,PL06,M00044,258.1,269.63,153.37,59.68,37.94,18.64,250.99,2026-02-19,1.1826
T0001295,P0139,PL07,M00045,546.36,523.88,275.2,104.4,98.38,45.9,477.98,2025-04-11,0.6957
T0001296,P0081,PL08,M00046,623.46,622.61,341.61,139.98,114.94,26.08,596.53,2026-11-10,0.6903
T0001297,P0126,PL01,M00047,238.67,239.65,131.26,54.45,37.61,16.33,223.32,2026-05-14,0.5349
T0001298,P0022,PL02,M00048,51.91,49.96,29.54,7.15,9.29,3.98,45.98,2026-01-21,0.2807
T0001299,P0039,PL03,M00049,13.55,13.4,8.19,2.39,1.74,1.08,12.32,2026-12-16,0.9571
T0001300,P0023,PL04,M00050,504.46,486.45,274.21,107.44,59.26,45.54,440.91,2026-11-14,1.3978
T0001301,P0044,PL05,M00051,245.52,256.63,152.57,45.9,40.8,17.36,239.27,2025-07-16,0.2531
T0001302,P0067,PL06,M00052,285.66,274.2,151.49,54.05,51.54,17.12,257.08,2026-09-13,0.2577
T0001303,P0131,PL07,M00053,703.49,685.73,356.06,162.04,107.05,60.58,625.15,2026-04-09,1.1223
T0001304,P0119,PL08,M00054,37.72,37.38,22.3,6.4,5.14,3.54,33.84,2025-08-04,0.1143
T0001305,P0086,PL01,M00055,547.36,571.15,366.41,103.44,78.23,23.07,548.08,2025-10-17,0.4776
T0001306,P0054,PL02,M00056,61.71,62.4,37.0,10.11,10.67,4.62,57.78,2025-11-06,0.7899
T0001307,P0102,PL03,M00057,326.41,320.64,206.06,59.56,43.15,11.87,308.77,2026-05-25,0.3448
T0001308,P0002,PL04,M00058,355.33,342.57,203.55,74.31,42.91,21.8,320.77,2026-12-18,0.655
T0001309,P0052,PL05,M00059,112.27,108.0,60.77,22.43,17.37,7.43,100.57,2025-10-12,0.1249
T0001310,P0055,PL06,M00060,739.38,755.57,413.93,188.91,109.33,43.4,712.17,2026-05-29,1.095
T0001311,P0112,PL07,M00061,1372.51,1307.46,630.52,309.21,258.28,109.45,1198.01,2026-09-19,1.3894
T0001312,P0017,PL08,M00062,1299.48,1271.27,703.94,319.74,165.65,81.94,1189.33,2026-08-27,1.4714
T0001313,P0010,PL01,M00063,575.03,554.51,344.29,98.48,69.61,42.13,512.38,2025-11-04,0.4636
T0001314,P0020,PL02,M00064,1508.52,1452.3,845.03,238.08,240.46,128.73,1323.57,2026-03-17,1.3131
T0001315,P0014,PL03,M00065,669.27,643.41,385.72,106.35,105.4,45.94,597.47,2025-11-10,0.5371
T0001316,P0140,PL04,M00066,30.73,31.23,19.6,4.91,4.73,1.99,29.24,2025-12-03,0.8008
T0001317,P0075,PL05,M00067,245.79,238.09,142.71,48.71,31.56,15.11,222.98,2025-09-22,0.2765
T0001318,P0018,PL06,M00068,473.41,488.87,285.58,92.01,68.3,42.98,445.89,2026-12-10,1.4905
T0001319,P0116,PL07,M00069,240.2,245.52,143.51,47.0,44.47,10.54,234.98,2025-07-03,0.9516
T0001320,P0024,PL08,M00070,256.99,261.05,143.78,62.42,41.35,13.5,247.55,2025-12-31,0.7036
T0001321,P0042,PL01,M00071,239.25,244.52,127.53,48.97,51.03,16.99,227.53,2025-03-30,0.3444
T0001322,P0111,PL02,M00072,1286.7,1261.54,755.06,228.82,215.01,62.65,1198.89,2026-02-03,1.1913
T0001323,P0127,PL03,M00073,512.82,490.8,268.97,118.39,60.43,43.01,447.79,2025-08-21,0.5183
T0001324,P0096,PL04,M00074,862.79,888.13,543.6,159.76,154.06,30.71,857.42,2026-11-12,1.0315
T0001325,P0035,PL05,M00075,1086.68,1050.99,640.0,182.09,138.09,90.81,960.18,2025-04-30,1.0284
T0001326,P0138,PL06,M00076,106.82,105.1,63.69,15.2,17.98,8.23,96.87,2025-09-09,0.1723
T0001327,P0088,PL07,M00077,218.47,215.51,124.66,39.8,37.56,13.49,202.02,2025-06-06,1.3303
T0001328,P0024,PL08,M00078,945.46,964.61,579.56,177.37,156.91,50.77,913.84,2025-07-09,0.889
T0001329,P0055,PL01,M00079,89.69,85.77,53.71,16.66,9.88,5.52,80.25,2025-07-07,0.5016
T0001330,P0148,PL02,M00080,834.89,876.47,507.66,191.58,113.46,63.77,812.7,2026-07-17,1.4182
T0001331,P0086,PL03,M00081,27.98,28.6,17.32,6.46,3.62,1.2,27.4,2025-04-06,0.2466
T0001332,P0028,PL04,M00082,340.14,326.57,197.1,63.54,44.52,21.41,305.16,2026-02-20,0.9748
T0001333,P0005,PL05,M00083,487.8,476.01,305.38,71.27,72.53,26.83,449.18,2025-04-17,1.0416
T0001334,P0070,PL06,M00084,341.84,357.73,198.51,68.5,57.21,33.51,324.22,2026-11-29,0.9079
T0001335,P0106,PL07,M00085,311.41,322.41,198.02,69.13,36.22,19.04,303.37,2025-05-20,0.5382
T0001336,P0049,PL08,M00086,302.98,305.62,168.0,62.19,55.32,20.11,285.51,2025-04-28,1.1236
T0001337,P0012,PL01,M00087,273.31,275.17,159.1,48.03,52.26,15.78,259.39,2025-09-13,0.3364
T0001338,P0028,PL02,M00088,391.12,406.65,213.07,89.52,80.14,23.92,382.73,2025-01-15,0.9413
T0001339,P0071,PL03,M00089,649.47,635.9,357.92,162.94,87.47,27.57,608.33,2026-06-16,1.5069
T0001340,P0071,PL04,M00090,56.11,55.65,34.85,8.59,7.48,4.73,50.92,2026-05-16,0.5059
T0001341,P0029,PL05,M00091,123.38,121.09,64.11,29.59,22.0,5.39,115.7,2025-07-28,0.4063
T0001342,P0058,PL06,M00092,400.15,384.45,237.12,59.26,61.88,26.19,358.26,2025-11-07,0.9132
T0001343,P0061,PL07,M00093,340.6,337.95,202.59,62.37,59.01,13.98,323.97,2025-01-18,0.424
T0001344,P0070,PL08,M00094,694.63,725.77,442.62,120.71,118.83,43.61,682.16,2026-12-08,1.1252
T0001345,P0143,PL01,M00095,1250.11,1191.16,729.91,200.92,216.18,44.15,1147.01,2026-11-16,1.0044
T0001346,P0142,PL02,M00096,576.57,581.35,349.14,110.33,83.78,38.1,543.25,2026-12-08,0.4956
T0001347,P0052,PL03,M00097,881.52,852.95,482.21,149.34,160.93,60.47,792.48,2025-10-06,0.7309
T0001348,P0062,PL04,M00098,599.26,596.69,322.81,149.96,80.94,42.98,553.71,2026-04-28,0.8623
T0001349,P0120,PL05,M00099,1386.13,1320.84,782.79,259.59,214.86,63.6,1257.24,2025-02-14,1.1953
T0001350,P0025,PL06,M00100,57.63,60.26,34.76,12.36,9.13,4.01,56.25,2025-08-12,0.1126
T0001351,P0061,PL07,M00101,52.96,53.27,33.02,7.22,8.54,4.49,48.78,2025-12-15,0.2106
T0001352,P0043,PL08,M00102,1234.84,1295.98,733.8,243.64,222.01,96.53,1199.45,2025-10-11,1.2806
T0001353,P0110,PL01,M00103,881.21,891.13,478.89,208.31,167.72,36.21,854.92,2025-10-12,1.2042
T0001354,P0041,PL02,M00104,131.44,127.62,70.04,26.6,25.92,5.06,122.56,2025-07-17,1.2512
T0001355,P0031,PL03,M00105,598.89,573.89,339.21,107.17,99.67,27.84,546.05,2025-05-18,0.7551
T0001356,P0002,PL04,M00106,95.44,97.48,48.4,22.4,18.13,8.55,88.93,2026-05-01,0.1255
T0001357,P0112,PL05,M00107,191.07,184.7,116.04,28.18,33.48,7.0,177.7,2026-03-02,0.5277
T0001358,P0116,PL06,M00108,1151.08,1127.5,642.46,189.16,219.37,76.51,1050.99,2026-08-23,1.0241
T0001359,P0006,PL07,M00109,545.11,526.7,285.1,99.12,102.89,39.59,487.11,2026-09-13,0.6263
T0001360,P0137,PL08,M00110,889.47,861.32,471.97,207.25,126.16,55.94,805.38,2025-02-25,0.7444
T0001361,P0033,PL01,M00111,83.17,85.48,50.56,17.96,11.13,5.83,79.65,2025-08-26,0.7565
T0001362,P0086,PL02,M00112,452.84,460.36,254.53,94.47,80.3,31.06,429.3,2025-09-23,1.5985
T0001363,P0038,PL03,M00113,177.1,179.94,101.12,37.57,30.39,10.86,169.08,2025-04-02,0.1967
T0001364,P0009,PL04,M00114,66.48,69.07,41.37,16.21,8.94,2.55,66.52,2025-12-12,1.0626
T0001365,P0021,PL05,M00115,263.48,258.31,156.28,44.1,38.14,19.79,238.52,2026-10-15,0.6474
T0001366,P0039,PL06,M00116,390.87,396.11,234.37,70.5,60.6,30.64,365.47,2026-09-12,0.6094
T0001367,P0148,PL07,M00117,428.76,446.14,273.56,85.07,70.57,16.94,429.2,2025-06-01,0.4525
T0001368,P0098,PL08,M00118,82.75,82.05,51.65,13.19,11.88,5.33,76.72,2025-02-13,0.8918
T0001369,P0023,PL01,M00119,544.88,522.62,313.06,88.4,93.84,27.32,495.3,2026-10-14,0.4903
T0001370,P0013,PL02,M00120,919.75,943.34,580.63,176.48,128.52,57.71,885.63,2025-11-26,1.4625
T0001371,P0106,PL03,M00121,1102.5,1088.06,620.17,222.46,164.68,80.75,1007.31,2025-08-01,0.9437
T0001372,P0033,PL04,M00122,47.36,48.61,26.52,8.12,9.52,4.45,44.16,2026-06-23,0.3628
T0001373,P0002,PL05,M00123,685.01,706.11,368.71,178.79,109.36,49.25,656.86,2026-06-26,1.31
T0001374,P0017,PL06,M00124,250.94,258.85,148.61,43.63,53.03,13.58,245.27,2025-07-12,0.4639
T0001375,P0079,PL07,M00125,223.82,215.43,122.24,42.01,41.32,9.86,205.57,2026-10-23,0.348
T0001376,P0080,PL08,M00126,102.42,101.01,62.16,19.9,14.54,4.41,96.6,2025-08-08,0.5675
T0001377,P0075,PL01,M00127,233.65,227.58,135.18,43.77,31.85,16.78,210.8,2026-01-18,0.5806
