Customer_ID,Customer_Name,Customer_Type,Customer_Segment,Industry,Sales_Region,Region_ID,Country,State,City,Parent_Customer,Account_Manager
C00255,Customer 255,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,Parent 26,Sales Rep 15
C00256,Customer 256,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 16
C00257,Customer 257,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 17
C00258,Customer 258,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 18
C00259,Customer 259,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 19
C00260,Customer 260,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,Parent 26,Sales Rep 20
C00261,Customer 261,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 21
C00262,Customer 262,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 22
C00263,Customer 263,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 23
C00264,Customer 264,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 24
C00265,Customer 265,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,Parent 27,Sales Rep 25
C00266,Customer 266,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 26
C00267,Customer 267,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 27
C00268,Customer 268,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 28
C00269,Customer 269,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 29
C00270,Customer 270,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,Parent 27,Sales Rep 30
C00271,Customer 271,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 31
C00272,Customer 272,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 32
C00273,Customer 273,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 33
C00274,Customer 274,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 34
C00275,Customer 275,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,Parent 28,Sales Rep 35
C00276,Customer 276,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 36
C00277,Customer 277,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 37
C00278,Customer 278,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 38
C00279,Customer 279,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 39
C00280,Customer 280,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,Parent 28,Sales Rep 40
C00281,Customer 281,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 1
C00282,Customer 282,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 2
C00283,Customer 283,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 3
C00284,Customer 284,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 4
C00285,Customer 285,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,Parent 29,Sales Rep 5
C00286,Customer 286,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 6
C00287,Customer 287,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 7
C00288,Customer 288,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 8
C00289,Customer 289,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 9
C00290,Customer 290,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,Parent 29,Sales Rep 10
C00291,Customer 291,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 11
C00292,Customer 292,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 12
C00293,Customer 293,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 13
C00294,Customer 294,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 14
C00295,Customer 295,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,Parent 30,Sales Rep 15
C00296,Customer 296,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 16
C00297,Customer 297,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 17
C00298,Customer 298,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 18
C00299,Customer 299,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 19
C00300,Customer 300,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,Parent 30,Sales Rep 20
C00301,Customer 301,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 21
C00302,Customer 302,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 22
C00303,Customer 303,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 23
C00304,Customer 304,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 24
C00305,Customer 305,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,Parent 31,Sales Rep 25
C00306,Customer 306,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 26
C00307,Customer 307,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 27
C00308,Customer 308,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 28
C00309,Customer 309,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 29
C00310,Customer 310,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,Parent 31,Sales Rep 30
C00311,Customer 311,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 31
C00312,Customer 312,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 32
C00313,Customer 313,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 33
C00314,Customer 314,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 34
C00315,Customer 315,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,Parent 32,Sales Rep 35
C00316,Customer 316,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 36
C00317,Customer 317,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 37
C00318,Customer 318,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 38
C00319,Customer 319,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 39
C00320,Customer 320,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,Parent 32,Sales Rep 40
C00321,Customer 321,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 1
C00322,Customer 322,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 2
C00323,Customer 323,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 3
C00324,Customer 324,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 4
C00325,Customer 325,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,Parent 33,Sales Rep 5
C00326,Customer 326,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 6
C00327,Customer 327,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 7
C00328,Customer 328,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 8
C00329,Customer 329,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 9
C00330,Customer 330,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,Parent 33,Sales Rep 10
C00331,Customer 331,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 11
C00332,Customer 332,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 12
C00333,Customer 333,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 13
C00334,Customer 334,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 14
C00335,Customer 335,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,Parent 34,Sales Rep 15
C00336,Customer 336,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 16
C00337,Customer 337,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 17
C00338,Customer 338,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 18
C00339,Customer 339,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 19
C00340,Customer 340,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,Parent 34,Sales Rep 20
C00341,Customer 341,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 21
C00342,Customer 342,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 22
C00343,Customer 343,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 23
C00344,Customer 344,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 24
C00345,Customer 345,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,Parent 35,Sales Rep 25
C00346,Customer 346,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 26
C00347,Customer 347,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 27
C00348,Customer 348,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 28
C00349,Customer 349,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 29
C00350,Customer 350,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,Parent 35,Sales Rep 30
C00351,Customer 351,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 31
C00352,Customer 352,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 32
C00353,Customer 353,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 33
C00354,Customer 354,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 34
C00355,Customer 355,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,Parent 36,Sales Rep 35
C00356,Customer 356,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 36
C00357,Customer 357,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 37
C00358,Customer 358,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 38
C00359,Customer 359,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 39
C00360,Customer 360,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,Parent 36,Sales Rep 40
C00361,Customer 361,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 1
C00362,Customer 362,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 2
C00363,Customer 363,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 3
C00364,Customer 364,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 4
C00365,Customer 365,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,Parent 37,Sales Rep 5
C00366,Customer 366,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 6
C00367,Customer 367,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 7
C00368,Customer 368,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 8
C00369,Customer 369,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 9
C00370,Customer 370,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,Parent 37,Sales Rep 10
C00371,Customer 371,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 11
C00372,Customer 372,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 12
C00373,Customer 373,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 13
C00374,Customer 374,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 14
C00375,Customer 375,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,Parent 38,Sales Rep 15
C00376,Customer 376,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 16
C00377,Customer 377,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 17
C00378,Customer 378,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 18
C00379,Customer 379,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 19
C00380,Customer 380,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,Parent 38,Sales Rep 20
C00381,Customer 381,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 21
C00382,Customer 382,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 22
C00383,Customer 383,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 23
C00384,Customer 384,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 24
C00385,Customer 385,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,Parent 39,Sales Rep 25
C00386,Customer 386,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 26
C00387,Customer 387,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 27
C00388,Customer 388,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 28
C00389,Customer 389,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 29
C00390,Customer 390,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,Parent 39,Sales Rep 30
C00391,Customer 391,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 31
C00392,Customer 392,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 32
C00393,Customer 393,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 33
C00394,Customer 394,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 34
C00395,Customer 395,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,Parent 40,Sales Rep 35
C00396,Customer 396,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 36
C00397,Customer 397,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 37
C00398,Customer 398,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 38
C00399,Customer 399,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 39
C00400,Customer 400,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,Parent 40,Sales Rep 40
C00401,Customer 401,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 1
C00402,Customer 402,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 2
C00403,Customer 403,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 3
C00404,Customer 404,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 4
C00405,Customer 405,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,Parent 41,Sales Rep 5
C00406,Customer 406,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 6
C00407,Customer 407,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 7
C00408,Customer 408,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 8
C00409,Customer 409,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 9
C00410,Customer 410,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,Parent 41,Sales Rep 10
C00411,Customer 411,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 11
C00412,Customer 412,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 12
C00413,Customer 413,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 13
C00414,Customer 414,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 14
C00415,Customer 415,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,Parent 42,Sales Rep 15
C00416,Customer 416,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 16
C00417,Customer 417,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 17
C00418,Customer 418,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 18
C00419,Customer 419,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 19
C00420,Customer 420,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,Parent 42,Sales Rep 20
C00421,Customer 421,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 21
C00422,Customer 422,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 22
C00423,Customer 423,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 23
C00424,Customer 424,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 24
C00425,Customer 425,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,Parent 43,Sales Rep 25
C00426,Customer 426,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 26
C00427,Customer 427,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 27
C00428,Customer 428,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 28
C00429,Customer 429,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 29
C00430,Customer 430,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,Parent 43,Sales Rep 30
C00431,Customer 431,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 31
C00432,Customer 432,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 32
C00433,Customer 433,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 33
C00434,Customer 434,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 34
C00435,Customer 435,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,Parent 44,Sales Rep 35
C00436,Customer 436,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 36
C00437,Customer 437,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 37
C00438,Customer 438,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 38
C00439,Customer 439,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 39
C00440,Customer 440,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,Parent 44,Sales Rep 40
C00441,Customer 441,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 1
C00442,Customer 442,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 2
C00443,Customer 443,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 3
C00444,Customer 444,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 4
C00445,Customer 445,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,Parent 45,Sales Rep 5
C00446,Customer 446,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 6
C00447,Customer 447,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 7
C00448,Customer 448,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 8
C00449,Customer 449,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 9
C00450,Customer 450,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,Parent 45,Sales Rep 10
C00451,Customer 451,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 11
C00452,Customer 452,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 12
C00453,Customer 453,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 13
C00454,Customer 454,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 14
C00455,Customer 455,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,Parent 46,Sales Rep 15
C00456,Customer 456,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 16
C00457,Customer 457,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 17
C00458,Customer 458,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 18
C00459,Customer 459,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 19
C00460,Customer 460,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,Parent 46,Sales Rep 20
C00461,Customer 461,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 21
C00462,Customer 462,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 22
C00463,Customer 463,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 23
C00464,Customer 464,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 24
C00465,Customer 465,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,Parent 47,Sales Rep 25
C00466,Customer 466,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 26
C00467,Customer 467,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 27
C00468,Customer 468,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 28
C00469,Customer 469,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 29
C00470,Customer 470,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,Parent 47,Sales Rep 30
C00471,Customer 471,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 31
C00472,Customer 472,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 32
C00473,Customer 473,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 33
C00474,Customer 474,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 34
C00475,Customer 475,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,Parent 48,Sales Rep 35
C00476,Customer 476,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 36
C00477,Customer 477,Retail,SMB,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 37
C00478,Customer 478,Distributor,Enterprise,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 38
C00479,Customer 479,Food Service,Mid-Market,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 39
C00480,Customer 480,Wholesale,SMB,Distribution,West,R04,USA,WA,Seattle,Parent 48,Sales Rep 40
C00481,Customer 481,Retail,Enterprise,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 1
C00482,Customer 482,Distributor,Mid-Market,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 2
C00483,Customer 483,Food Service,SMB,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 3
C00484,Customer 484,Wholesale,Enterprise,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 4
C00485,Customer 485,Retail,Mid-Market,Restaurants,South,R03,USA,TX,Dallas,Parent 49,Sales Rep 5
C00486,Customer 486,Distributor,SMB,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 6
C00487,Customer 487,Food Service,Enterprise,Hospitality,West,R04,USA,CA,Los Angeles,,Sales Rep 7
C00488,Customer 488,Wholesale,Mid-Market,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 8
C00489,Customer 489,Retail,SMB,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 9
C00490,Customer 490,Distributor,Enterprise,Retail,Midwest,R01,USA,IL,Chicago,Parent 49,Sales Rep 10
C00491,Customer 491,Food Service,Mid-Market,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 11
C00492,Customer 492,Wholesale,SMB,Distribution,Northeast,R02,USA,MA,Boston,,Sales Rep 12
C00493,Customer 493,Retail,Enterprise,Restaurants,South,R03,USA,TX,Dallas,,Sales Rep 13
C00494,Customer 494,Distributor,Mid-Market,Retail,South,R03,USA,GA,Atlanta,,Sales Rep 14
C00495,Customer 495,Food Service,SMB,Hospitality,West,R04,USA,CA,Los Angeles,Parent 50,Sales Rep 15
C00496,Customer 496,Wholesale,Enterprise,Distribution,West,R04,USA,WA,Seattle,,Sales Rep 16
C00497,Customer 497,Retail,Mid-Market,Restaurants,Midwest,R01,USA,MO,Kansas City,,Sales Rep 17
C00498,Customer 498,Distributor,SMB,Retail,Midwest,R01,USA,IL,Chicago,,Sales Rep 18
C00499,Customer 499,Food Service,Enterprise,Hospitality,Northeast,R02,USA,NY,New York,,Sales Rep 19
C00500,Customer 500,Wholesale,Mid-Market,Distribution,Northeast,R02,USA,MA,Boston,Parent 50,Sales Rep 20
